SAMPLE_ID,Sample,Dataset,BrNum,pos,library_prep,method,marker,cell_type,prop,RNAscope_prop,snRNA_prop,library_type,rna_extract,library_combo
2107UNHS-0291_Br6432_Ant_Cyto,Br6432_ant,2107UNHS-0291,Br6432,Ant,Cyto,hspe,MeanRatio_top25,OligoOPC,0.12530651721291622,NA,0.2496584699453552,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Ant_Nuc,Br6432_ant,2107UNHS-0291,Br6432,Ant,Nuc,Bisque,MeanRatio_top25,Astro,0.08305122262596226,NA,0.04644808743169399,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,Br6432_ant,2107UNHS-0291,Br6432,Ant,Nuc,Bisque,MeanRatio_top25,EndoMural,0.02203442662802528,NA,0.012636612021857924,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,Br6432_ant,2107UNHS-0291,Br6432,Ant,Nuc,Bisque,MeanRatio_top25,Excit,0.2111783532498241,NA,0.06181693989071038,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,Br6432_ant,2107UNHS-0291,Br6432,Ant,Nuc,Bisque,MeanRatio_top25,Inhib,0.13263798884269726,NA,0.6168032786885246,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,Br6432_ant,2107UNHS-0291,Br6432,Ant,Nuc,Bisque,MeanRatio_top25,Micro,0.050849765390261537,NA,0.012636612021857924,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,Br6432_ant,2107UNHS-0291,Br6432,Ant,Nuc,Bisque,MeanRatio_top25,OligoOPC,0.5002482432632298,NA,0.2496584699453552,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,Br6432_ant,2107UNHS-0291,Br6432,Ant,Nuc,hspe,MeanRatio_top25,Astro,0.040032003653094256,NA,0.04644808743169399,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,Br6432_ant,2107UNHS-0291,Br6432,Ant,Nuc,hspe,MeanRatio_top25,EndoMural,0.13648483822848442,NA,0.012636612021857924,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,Br6432_ant,2107UNHS-0291,Br6432,Ant,Nuc,hspe,MeanRatio_top25,Excit,0.4327057817075063,NA,0.06181693989071038,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,Br6432_ant,2107UNHS-0291,Br6432,Ant,Nuc,hspe,MeanRatio_top25,Inhib,0.22414497671430192,NA,0.6168032786885246,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,Br6432_ant,2107UNHS-0291,Br6432,Ant,Nuc,hspe,MeanRatio_top25,Micro,0.02278721338199533,NA,0.012636612021857924,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Ant_Nuc,Br6432_ant,2107UNHS-0291,Br6432,Ant,Nuc,hspe,MeanRatio_top25,OligoOPC,0.14384518631461776,NA,0.2496584699453552,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Bulk,Br6432_mid,2107UNHS-0291,Br6432,Mid,Bulk,Bisque,MeanRatio_top25,Astro,0.08669082911543735,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,Br6432_mid,2107UNHS-0291,Br6432,Mid,Bulk,Bisque,MeanRatio_top25,EndoMural,0.021797600182069735,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,Br6432_mid,2107UNHS-0291,Br6432,Mid,Bulk,Bisque,MeanRatio_top25,Excit,0.20994324254091418,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,Br6432_mid,2107UNHS-0291,Br6432,Mid,Bulk,Bisque,MeanRatio_top25,Inhib,0.12995523809491816,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,Br6432_mid,2107UNHS-0291,Br6432,Mid,Bulk,Bisque,MeanRatio_top25,Micro,0.05520198292583865,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,Br6432_mid,2107UNHS-0291,Br6432,Mid,Bulk,Bisque,MeanRatio_top25,OligoOPC,0.49641110714082187,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,Br6432_mid,2107UNHS-0291,Br6432,Mid,Bulk,hspe,MeanRatio_top25,Astro,0.055488403381523055,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,Br6432_mid,2107UNHS-0291,Br6432,Mid,Bulk,hspe,MeanRatio_top25,EndoMural,0.13796634230032778,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,Br6432_mid,2107UNHS-0291,Br6432,Mid,Bulk,hspe,MeanRatio_top25,Excit,0.3989356818348744,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,Br6432_mid,2107UNHS-0291,Br6432,Mid,Bulk,hspe,MeanRatio_top25,Inhib,0.239098383773605,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,Br6432_mid,2107UNHS-0291,Br6432,Mid,Bulk,hspe,MeanRatio_top25,Micro,0.03004198781852195,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Bulk,Br6432_mid,2107UNHS-0291,Br6432,Mid,Bulk,hspe,MeanRatio_top25,OligoOPC,0.13846920089114784,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6432_Mid_Cyto,Br6432_mid,2107UNHS-0291,Br6432,Mid,Cyto,Bisque,MeanRatio_top25,Astro,0.09525508743312505,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,Br6432_mid,2107UNHS-0291,Br6432,Mid,Cyto,Bisque,MeanRatio_top25,EndoMural,0.03678537648742855,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,Br6432_mid,2107UNHS-0291,Br6432,Mid,Cyto,Bisque,MeanRatio_top25,Excit,0.2178524890444492,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,Br6432_mid,2107UNHS-0291,Br6432,Mid,Cyto,Bisque,MeanRatio_top25,Inhib,0.11569361121832782,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,Br6432_mid,2107UNHS-0291,Br6432,Mid,Cyto,Bisque,MeanRatio_top25,Micro,0.07144967752960646,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,Br6432_mid,2107UNHS-0291,Br6432,Mid,Cyto,Bisque,MeanRatio_top25,OligoOPC,0.4629637582870634,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,Br6432_mid,2107UNHS-0291,Br6432,Mid,Cyto,hspe,MeanRatio_top25,Astro,0.056428646524111586,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,Br6432_mid,2107UNHS-0291,Br6432,Mid,Cyto,hspe,MeanRatio_top25,EndoMural,0.1428198622526096,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,Br6432_mid,2107UNHS-0291,Br6432,Mid,Cyto,hspe,MeanRatio_top25,Excit,0.4279631021199398,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,Br6432_mid,2107UNHS-0291,Br6432,Mid,Cyto,hspe,MeanRatio_top25,Inhib,0.2282382112850382,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,Br6432_mid,2107UNHS-0291,Br6432,Mid,Cyto,hspe,MeanRatio_top25,Micro,0.03742521718503992,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Cyto,Br6432_mid,2107UNHS-0291,Br6432,Mid,Cyto,hspe,MeanRatio_top25,OligoOPC,0.10712496063326096,NA,NA,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6432_Mid_Nuc,Br6432_mid,2107UNHS-0291,Br6432,Mid,Nuc,Bisque,MeanRatio_top25,Astro,0.0883704691674525,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,Br6432_mid,2107UNHS-0291,Br6432,Mid,Nuc,Bisque,MeanRatio_top25,EndoMural,0.028320409434154883,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,Br6432_mid,2107UNHS-0291,Br6432,Mid,Nuc,Bisque,MeanRatio_top25,Excit,0.20992341213934954,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,Br6432_mid,2107UNHS-0291,Br6432,Mid,Nuc,Bisque,MeanRatio_top25,Inhib,0.1266101839460979,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,Br6432_mid,2107UNHS-0291,Br6432,Mid,Nuc,Bisque,MeanRatio_top25,Micro,0.05926424007643012,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,Br6432_mid,2107UNHS-0291,Br6432,Mid,Nuc,Bisque,MeanRatio_top25,OligoOPC,0.4875112852365151,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,Br6432_mid,2107UNHS-0291,Br6432,Mid,Nuc,hspe,MeanRatio_top25,Astro,0.05197639899570884,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,Br6432_mid,2107UNHS-0291,Br6432,Mid,Nuc,hspe,MeanRatio_top25,EndoMural,0.16004739349154734,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,Br6432_mid,2107UNHS-0291,Br6432,Mid,Nuc,hspe,MeanRatio_top25,Excit,0.4085714142865405,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,Br6432_mid,2107UNHS-0291,Br6432,Mid,Nuc,hspe,MeanRatio_top25,Inhib,0.23262207473331573,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,Br6432_mid,2107UNHS-0291,Br6432,Mid,Nuc,hspe,MeanRatio_top25,Micro,0.02811229130043969,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6432_Mid_Nuc,Br6432_mid,2107UNHS-0291,Br6432,Mid,Nuc,hspe,MeanRatio_top25,OligoOPC,0.11867042719244791,NA,NA,polyA,Nuc,polyA_Nuc
2107UNHS-0291_Br6471_Ant_Bulk,Br6471_ant,2107UNHS-0291,Br6471,Ant,Bulk,Bisque,MeanRatio_top25,Astro,0.07080218505223285,NA,0.00251414204902577,polyA,Total,polyA_Total
2107UNHS-0291_Br6471_Ant_Bulk,Br6471_ant,2107UNHS-0291,Br6471,Ant,Bulk,Bisque,MeanRatio_top25,EndoMural,0.006057428441648638,NA,0.00251414204902577,polyA,Total,polyA_Total
2107UNHS-0291_Br6471_Ant_Bulk,Br6471_ant,2107UNHS-0291,Br6471,Ant,Bulk,Bisque,MeanRatio_top25,Excit,0.19925851445376985,NA,0.20741671904462602,polyA,Total,polyA_Total
2107UNHS-0291_Br6471_Ant_Bulk,Br6471_ant,2107UNHS-0291,Br6471,Ant,Bulk,Bisque,MeanRatio_top25,Inhib,0.15289568446018031,NA,0.7781269641734758,polyA,Total,polyA_Total
2107UNHS-0291_Br6471_Ant_Bulk,Br6471_ant,2107UNHS-0291,Br6471,Ant,Bulk,Bisque,MeanRatio_top25,Micro,0.03296991670661388,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6471_Ant_Bulk,Br6471_ant,2107UNHS-0291,Br6471,Ant,Bulk,Bisque,MeanRatio_top25,OligoOPC,0.538016270885555,NA,0.009428032683846637,polyA,Total,polyA_Total
2107UNHS-0291_Br6471_Ant_Bulk,Br6471_ant,2107UNHS-0291,Br6471,Ant,Bulk,hspe,MeanRatio_top25,Astro,0.025175578514577485,NA,0.00251414204902577,polyA,Total,polyA_Total
2107UNHS-0291_Br6471_Ant_Bulk,Br6471_ant,2107UNHS-0291,Br6471,Ant,Bulk,hspe,MeanRatio_top25,EndoMural,0.11105532224988669,NA,0.00251414204902577,polyA,Total,polyA_Total
2107UNHS-0291_Br6471_Ant_Bulk,Br6471_ant,2107UNHS-0291,Br6471,Ant,Bulk,hspe,MeanRatio_top25,Excit,0.39888739261876105,NA,0.20741671904462602,polyA,Total,polyA_Total
2107UNHS-0291_Br6471_Ant_Bulk,Br6471_ant,2107UNHS-0291,Br6471,Ant,Bulk,hspe,MeanRatio_top25,Inhib,0.261821538970599,NA,0.7781269641734758,polyA,Total,polyA_Total
2107UNHS-0291_Br6471_Ant_Bulk,Br6471_ant,2107UNHS-0291,Br6471,Ant,Bulk,hspe,MeanRatio_top25,Micro,0.020150877837043578,NA,NA,polyA,Total,polyA_Total
2107UNHS-0291_Br6471_Ant_Bulk,Br6471_ant,2107UNHS-0291,Br6471,Ant,Bulk,hspe,MeanRatio_top25,OligoOPC,0.1829092898091322,NA,0.009428032683846637,polyA,Total,polyA_Total
2107UNHS-0291_Br6471_Ant_Cyto,Br6471_ant,2107UNHS-0291,Br6471,Ant,Cyto,Bisque,MeanRatio_top25,Astro,0.079267510935569,NA,0.00251414204902577,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6471_Ant_Cyto,Br6471_ant,2107UNHS-0291,Br6471,Ant,Cyto,Bisque,MeanRatio_top25,EndoMural,0.017471298693005538,NA,0.00251414204902577,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6471_Ant_Cyto,Br6471_ant,2107UNHS-0291,Br6471,Ant,Cyto,Bisque,MeanRatio_top25,Excit,0.20545312026711893,NA,0.20741671904462602,polyA,Cyto,polyA_Cyto
2107UNHS-0291_Br6471_Ant_Cyto,Br6471_ant,2107UNHS-0291,Br6471,Ant,Cyto,Bisque,MeanRatio_top25,Inhib,0.128606712432083,NA,0.7781269641734758,polyA,Cyto,polyA_Cyto
