Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	Absolute score (sig.score)
Pat98	0.0623049996920944	0	0.0301704830761045	0.164175316244689	0	0.0250379873212002	0.0285528047354071	0.110022547845482	0.053751670934354	0.00727080485801342	0	0.0216315684135925	0	0.450189226369529	0.0645842269391032	0.259193429284364	0	0	0	0.0973116644518416	0.0132810264169547	0	0	0.657229960094992	0.774885061288202	1.38747775658273
Pat86	0.00528379957701015	0.0429743113802161	0.0139196977513763	0.146450821058711	0	0.0223796388415117	0	0.0868902481623724	0.0172916013946755	0.00443986535674261	0	0.0338547556999321	0.0262931331308301	0.129931055895103	0.045896947502297	0.412950540430447	0.0120408556031431	0	0.0253718996546746	0.0233178556104594	0.00429040883773103	0.00296117334509931	0	0.468689827677579	0.883220237493392	1.05653860923233
Pat85	0.0613912301360084	0	0.0434175183713557	0.917144667017581	0	0	0.0938391619634687	0.388279160982268	0.182267500812323	0	0	0.28250434930477	0.0585293676491178	0.0940813818876118	0.198687400618787	0.542331229150545	0.0157085630294929	0	0	0.206897583193758	0.017609058492908	0.0389268078130458	0	0.460120760556172	0.887135794784712	3.14161498042304
Pat81	0	0.0764832539906298	0.0229068883352394	0	0	0.107614560436543	0.0222109341137571	0.047300337407088	0.00644831943171226	0	0.0317964755771143	0.0225026821487486	0.030717929075979	0.206465619693702	0.0136906716190126	0.230504930547597	0.0164244548883666	0	0.0414805179805649	0	0.0243509850521184	0	0	0.35900828262097	0.935502695944338	0.900898560298172
Pat50	0.0164123553449034	0.0652603128849013	0.0752886338886184	0.163415120180352	0	0.0102995398637219	0.0972091385745739	0.0911780951705084	0.00886389004802853	0	0.065855359924729	0	0.0121123834576934	0.285880045505631	0.0416793559350884	0.275406667882494	0.0140298407508864	0	0.00459537595517074	0.0427702004081264	0.00638784138301428	0.00446087254214396	0	0.325446987740468	0.950077132504667	1.28110502970059
Pat46	0	0.0338912176136224	0.0208272425293406	0.0380122394618168	0	0.0648366560778185	0	0.0677288114112831	0.00714989131702929	0.00381222483752239	0	0.0349936910005636	0.0392707699014873	0.375456164870823	0.0352547021674961	0.339097421431009	0	0	0	0.175060656007577	0.00334074509766923	0	0	0.815107207974884	0.653231290541664	1.23873243372506
Pat45	0.0174009318860565	0.041450079823371	0.0135011673958199	0.0359364689073334	0	0.102376102497232	0.0349819813125084	0.0718850748617197	0	0	0.0751281187803351	0	0.0201775458677901	0.160914758086248	0.0151944382140562	0.103323371477234	0.0133189877835846	0.0126225901223239	0.00173964263655278	0.0470967113638729	0.0118162359321083	0.00214743589161255	0	0.367364629645712	0.930523474197321	0.781011642839758
Pat44	0.0021403442127169	0.0705720287225926	0.0155300170450942	0.0248553309333285	0.019432662048597	0.0288324449280998	0.0231757493058983	0.0423914692172661	0.00414462880699468	0.00234353932517338	0.0706237768749553	0	0.017174610786919	0.0665874645438094	0.00592315402331965	0.126238501575627	0.0126369127271051	0.0164698474996292	0.0570386266619143	0.0214362054144023	0.00484137932523417	0.00476876500972391	0	0.371943152457696	0.927692938843842	0.6371574589884
Pat43	0.0156147966768547	0.01571915681616	0.0521411474939256	0.506028238038988	0	0.0959425624058573	0	0.169202400166882	0.041164127417154	0.115778823394733	0	0.198228513310697	0.0498918959654809	0.0731053503093195	0.112520440081201	0.624992785376991	0.00289676744114493	0	0.216267484066495	0.0224864413877844	0	0.0107853736634817	0	0.255279471697252	0.983004107899308	2.32276630401315
Pat41	0	0.0622123146591659	0.0487071012629601	0.0346862756489314	0.0100580811254121	0	0.0175071537335954	0.0680000156938905	0.0256136525282381	0.0172826008434295	0.0333567313394384	0	0.0193149226329565	0.393201541969602	0.0105749226680012	0.244083772052422	0.00817919802587609	0.00756008653446728	0.0538028964765756	0	0.0120103684137345	0	0	0.463284119036809	0.88672890041346	1.0661516356087
Pat40	0	0.0275179920681889	0.00843626770625566	0.0815291866222109	0	0.00141679712386194	0.0518320567051058	0.0725297158471353	0.00133808994060725	0.012908348280681	0	0.0229324526577794	0.0217823105502956	0.484690892349228	0.0257419509045902	0.276394903795841	0.00503426962776436	0	0	0.172180185470743	0.0110857004366569	0	0	0.804564244879669	0.651823427688764	1.27735112008694
Pat37	0.0169746159243678	0.0183632073150609	0.0271474720359419	0.147837860620321	0	0.00544967942634594	0.150768046094522	0.0788905997376254	0.0151493737026695	0	0.00692663132924082	0.013648716869808	0.0225946801355958	0.132485095826598	0.0485737048366564	0.233755890974918	0.0289748605336466	0	0	0.0422355759761657	0.013430179388156	0.0043889416743805	0	0.61653449339889	0.816510407719075	1.00759513240202
Pat36	0.0154173870740032	0.0180218497620138	0.0131966048991184	0.0338041304094675	0	0.0720849742466538	0	0.0438723063081057	0.00759470022354154	0	0.0485970515675572	0.00676443400692936	0.0141315097408031	0.342868276407096	0.0268535101124555	0.150990978831146	0	0.00954675366629569	0.0255587329881561	0.00483874486980147	0.0206955444919016	0	0	0.534274953654444	0.845726573195999	0.854837489605046
Pat33	0.0184010414247281	0.0349243918460053	0.0372745979281789	0.0216524042540329	0.00739327069850424	0.0240980378955694	0.010708028687332	0.0567521253905639	0.019154072675471	0.0152784675665329	0.0175421175824561	0.0179959076230646	0.0185007325911318	0.256099555261174	0.0118792334652729	0.199736526155642	0.0193199429217012	0.0316953145423333	0	0.0362578725332515	0.0249024685205753	0.00651768595336765	0	0.465940944736169	0.884432839852955	0.886083795516889
Pat25	0.0152085993730112	0.0650749034505568	0.147428814931479	0.270853307210099	0	0.0195054746218274	0.00499805176839518	0.161738293106273	0.0264304532708711	0.00655959494197309	0	0.0554397707913631	0.0246076708680423	0.122735785773755	0.0464901628165654	0.354825113041558	6.78624750845738e-05	0.0197577981025175	0.0190375791543968	0.0140033897400814	0.00646641617045818	0.0040068611990636	0	0.332566951732245	0.946761855285927	1.38523590280737
Pat20	0.0460043502511972	0.0483429863015757	0.053341490000825	0.123067483001287	0	0.199713105581768	0.0350428739504963	0.122946336030459	0.0137220634832838	0	0	0.0571828405036553	0.0204221254161191	0.14630483352327	0.037674187827494	0.250515044140456	0.000916816573595725	0.0163358906356318	0	0.0452508401020041	0.0111707404195791	0.00535330410781628	0	0.316315073705661	0.953218156402373	1.23330731185051
Pat19	0.0703016395346196	0.0421550622928716	0.0298789294958602	0.255491668502096	0	0	0.0355308648585696	0.190461819433659	0.0490890026389638	0.0536460822871306	0	0.0494034669079689	0.0204767783854689	0.593583505192884	0.100062931762006	0.416332574946428	0	0	0	0.0713725471778666	0	0	0	0.677129218871846	0.76457667491753	1.97778687341639
Pat15	0.002690299073304	0.0363226248454622	0.0228806072652773	0.0225246291911787	0.0233402458443789	0.024430938333202	0.0318552654399985	0.0680505315509917	0	0	0.0418907370681551	0	0	0.317692972132371	0.0187182261293624	0.0904501539468455	0	0.000296510744980802	0.0188798190651767	0.00891729768487064	0.0139664498241479	0	0	0.621656548625954	0.793014685907387	0.742907308139704
Pat14	0.0770103279669269	0.01736231283145	0.0541186292853812	0.145096043488325	0	0.307224075441103	0.000901907331215399	0.101475553219476	0.0298210343097316	0	0	0.107585516267936	0.0604316489976214	0.22866860183998	0.0537731912594704	0.337462024894767	0.0292150533910018	0.00206553212207976	0.0073046788127358	0.0665685160845449	0.00522832450704977	0.00589829177238586	0	0.409604833311639	0.911612394699764	1.63721126382318
Pat08	0	0.0626764081504441	0.0346744708084503	0.184921325717735	0	0.0233088782105326	0.138854629047618	0.147791049247762	0.00513314920665378	0	0.025849387619169	0.0150621970922981	0.00663710527999993	0.372932084932028	0.105798349932842	0.313600496433635	0.0064085823946578	0	0.00213070498136725	0.0183343472304299	0	0	0	0.756750895509597	0.724679148449203	1.46411316628562
Pat06	0.111866517399487	0.194864381825397	0.212494276176149	0.260820195582494	0.26412915216926	0.0216412814789723	0.217197140999226	0.154462509780194	0.0879632060960506	0	0.00189391709697627	0.0889128142177664	0.305915106838731	0.164703774693185	0.0934488420219487	0.630327833593409	0	0.0645490891453988	0.0361816727255914	0.0248748203031986	0.00865318884425229	0	0	0.443132317509364	0.897432072677432	2.94489972098769
Pat03	0.0138435896292791	0.010219300531881	0.00728683186749099	0.0571989989337964	0.00132311926064455	0.0368994710009693	0.00899429713499332	0.0553724749038693	0.0146823894703138	0	0.0256020810197624	0.0131160411210969	0.00424292744175822	0.13718388908009	0.0239779024547138	0.384708973683508	0.0467544891181155	0	0.232168212700523	0	0	0.00655583118508029	0	0.584168201796188	0.825679855309235	1.08013082053789
Pat119	0.0305659272652507	0.0743897499283363	0.00818022775859789	0.0703658633407136	0	0.176184024874112	0.0139577219013509	0.0797443675631574	0.00604874326923819	0.0357789757753293	0	0.0355510353727107	0.0273827785895303	0.0447927097998496	0.0365081315937478	0.236801415798028	0.00810418312957424	0.00581480229710339	0.012365776793705	0.0159447362642343	0.00416879113230152	0.00285643407326001	0	0.504870602560046	0.867086291455266	0.925506396520131
Pat83	0.0512774705807016	0.0323195751865482	0.237911205401888	0.552382073342932	0	0.0383401564406143	0	0.142876043593508	0.0617690814444455	0.0688448133324466	0	0.161496329207284	0.0133393828966202	0.149159390492724	0.113747017980729	0.368160908781611	0.00724603862321062	0	0.00647755673397688	0.00807693533449571	0.00221972813907556	0	0	0.340575449206404	0.948041709830326	2.01564370751281
Pat28	0	0.0144763545841523	0.0171045583654573	0.548661462583633	0	0	0.104433797184817	0.130396120194515	0.0334230447588312	0	0	0.114700999199435	0.0336745721408114	0.177203075747376	0.154304659840616	0.242028558868002	0.0020462135793803	0	0	0.0174784192798041	0.00237489444722876	0.00469279429640255	0	0.652909374118445	0.775897283823258	1.59699952507046
Pat27	0	0.0397455484787898	0.0136617122200359	0.0813156654053429	0	0.00516718144873232	0.0388601562103795	0.0662802983238463	0.00368926289232917	0	0.0200547749049545	0	0	0.885859674342358	0.0196613986480609	0.380893469791379	0	0	0.0372193763552421	0	0	0	0	0.846067132928557	0.575915274078781	1.59240851902145
Pat16	0.0137109394751239	0.0556180739832517	0.0281688356239048	0.204692148626937	0	0.038239449603238	0.0541551020764036	0.20414664072484	0.0121002897131777	0.0299336219275681	0	0.0368305519132411	0.0122875355173145	0.0963176687034258	0.0733572155468021	0.210430171828702	0.0128218605684185	0	0	0.0197950095033134	0.00811316281183112	0	0	0.471193521695953	0.882009400457842	1.11071827814749
