"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Oligo","log2fold_change","Auc"
"271","ENSG00000180573","hurdle",1.23754478228035e-182,-2.216943,-1.497085,0.719858,0.548
"117","ENSG00000125820","hurdle",0,-3.065788,-2.133726,0.932062,0.548
"28","ENSG00000066322","hurdle",3.79377323093792e-227,-2.61295,-1.825626,0.787324,0.548
"395","ENSG00000267452","hurdle",2.7860799429741e-203,-1.873685,-1.330628,0.543057,0.546
"203","ENSG00000161671","hurdle",4.46296804807294e-170,-1.1951184,-0.5454356,0.6496828,0.546
"134","ENSG00000132561","hurdle",8.84342586832781e-101,-1.538685,-1.012396,0.526289,0.546
"313","ENSG00000204282","hurdle",0,-3.08743,-2.1732,0.91423,0.545
"268","ENSG00000179178","hurdle",0,-3.185441,-2.227983,0.957458,0.545
"406","ENSG00000285269","hurdle",0,-3.226945,-2.262515,0.96443,0.543
"258","ENSG00000176438","hurdle",6.05237200802741e-206,-2.723652,-1.949051,0.774601,0.543
"42","ENSG00000079337","hurdle",3.2784490579719e-131,-2.181025,-1.628494,0.552531,0.543
"345","ENSG00000235180","hurdle",0,-3.195561,-2.273999,0.921562,0.542
"55","ENSG00000095383","hurdle",1.79800195672529e-108,-1.935094,-1.36945,0.565644,0.542
"364","ENSG00000249484","hurdle",3.58690826702088e-133,-1.657246,-1.029325,0.627921,0.541
"352","ENSG00000237943","hurdle",1.99666196568049e-179,-2.594852,-1.908713,0.686139,0.541
"296","ENSG00000187775","hurdle",9.86139863730138e-184,-2.608694,-1.842625,0.766069,0.541
"420","ENSG00000286856","hurdle",8.60542430041199e-178,-2.542804,-1.670875,0.871929,0.54
"409","ENSG00000286217","hurdle",0,-3.072433,-1.959829,1.112604,0.54
"357","ENSG00000240687","hurdle",0,-3.243947,-2.246088,0.997859,0.54
"315","ENSG00000204381","hurdle",1.78092388422024e-286,-3.017031,-2.208877,0.808154,0.54
"378","ENSG00000257139","hurdle",7.8009641633306e-157,-2.535991,-1.805581,0.73041,0.539
"171","ENSG00000147113","hurdle",3.04519337372616e-254,-2.720517,-2.026786,0.693731,0.539
"72","ENSG00000103449","hurdle",7.8900479299084e-227,-2.896108,-2.16605,0.730058,0.539
"389","ENSG00000261121","hurdle",0,-3.280102,-2.383064,0.897038,0.538
"318","ENSG00000205927","hurdle",4.60137771373718e-222,-2.810744,-2.173797,0.636947,0.538
"246","ENSG00000171621","hurdle",1.88898235360444e-109,-2.169296,-1.600514,0.568782,0.538
"417","ENSG00000286625","hurdle",0,-3.223687,-2.28235,0.941337,0.537
"346","ENSG00000235189","hurdle",2.32478434379006e-209,-2.40996,-1.511361,0.898599,0.537
"206","ENSG00000163235","hurdle",2.69592990210695e-170,-2.667038,-2.011755,0.655283,0.537
"310","ENSG00000198835","hurdle",2.49001556942167e-197,-2.901304,-2.1864,0.714904,0.536
"284","ENSG00000183876","hurdle",1.81252432679624e-306,-3.142578,-2.237319,0.905259,0.536
"52","ENSG00000092621","hurdle",4.21612473882336e-152,-2.737736,-2.096436,0.6413,0.536
"35","ENSG00000073350","hurdle",2.6488637200697e-193,-2.852452,-2.077867,0.774585,0.536
"396","ENSG00000268518","hurdle",0,-3.255394,-2.401138,0.854256,0.535
"326","ENSG00000225140","hurdle",8.85950304191026e-278,-3.119825,-2.303768,0.816057,0.535
"109","ENSG00000122694","hurdle",1.09882557020266e-147,-2.730782,-2.078426,0.652356,0.535
"53","ENSG00000092758","hurdle",2.32297360724222e-118,-2.54687,-1.976409,0.570461,0.535
"343","ENSG00000233828","hurdle",8.10794485134387e-140,-2.502404,-1.672141,0.830263,0.534
"186","ENSG00000153002","hurdle",0,-3.256907,-2.364531,0.892376,0.534
"280","ENSG00000183196","hurdle",1.46377082237593e-180,-2.946487,-2.28235,0.664137,0.533
"401","ENSG00000278041","hurdle",4.88825475961791e-257,-3.158326,-2.448784,0.709542,0.532
"377","ENSG00000255650","hurdle",5.22790176707896e-138,-2.649644,-1.907222,0.742422,0.532
"340","ENSG00000232504","hurdle",0,-3.255697,-2.501803,0.753894,0.532
"204","ENSG00000161896","hurdle",0,-3.259938,-2.487622,0.772316,0.532
"418","ENSG00000286695","hurdle",1.60846432762656e-201,-3.004523,-2.278489,0.726034,0.531
"410","ENSG00000286271","hurdle",2.80070521605919e-231,-3.042116,-1.983724,1.058392,0.531
"342","ENSG00000233393","hurdle",1.15388378469921e-259,-3.171392,-2.452403,0.718989,0.531
"311","ENSG00000204161","hurdle",2.40966556764688e-248,-3.148183,-2.408853,0.73933,0.531
"207","ENSG00000163820","hurdle",7.02734430231095e-124,-2.731202,-2.121573,0.609629,0.531
"17","ENSG00000030304","hurdle",6.30755403716485e-269,-3.171107,-2.265696,0.905411,0.531
"421","ENSG00000286992","hurdle",0,-3.29029,-2.537494,0.752796,0.53
"367","ENSG00000250198","hurdle",0,-3.263887,-2.495068,0.768819,0.53
"216","ENSG00000165175","hurdle",1.37759589018563e-90,-2.499178,-1.985296,0.513882,0.53
"164","ENSG00000143409","hurdle",3.22520197748803e-121,-2.81765,-2.263787,0.553863,0.53
"337","ENSG00000231427","hurdle",1.74136127313816e-221,-3.078573,-2.103248,0.975325,0.529
"425","ENSG00000287326","hurdle",9.48106975778654e-251,-3.193242,-2.382373,0.810869,0.528
"385","ENSG00000259604","hurdle",3.42501720064405e-233,-3.187748,-2.525245,0.662503,0.528
"371","ENSG00000251504","hurdle",2.11380526160226e-234,-3.067114,-1.819069,1.248045,0.528
"272","ENSG00000180739","hurdle",2.74563835133365e-311,-3.266018,-2.579622,0.686396,0.528
"76","ENSG00000105355","hurdle",9.51381597011854e-161,-3.00936,-2.367262,0.642098,0.528
"412","ENSG00000286314","hurdle",2.77525530926127e-93,-2.718223,-2.202158,0.516065,0.527
"400","ENSG00000277829","hurdle",4.93986772162784e-255,-3.239155,-2.623017,0.616138,0.527
"323","ENSG00000224101","hurdle",2.18777375245651e-107,-2.779747,-2.181586,0.598161,0.527
"415","ENSG00000286541","hurdle",4.44266812386386e-262,-3.241848,-2.519159,0.722689,0.526
"267","ENSG00000179066","hurdle",9.1398155764068e-191,-3.13811,-2.458214,0.679896,0.526
"408","ENSG00000286068","hurdle",8.24928988800533e-101,-2.767619,-2.196077,0.571542,0.525
"404","ENSG00000284377","hurdle",2.87211798136193e-232,-3.209263,-2.374798,0.834465,0.525
"402","ENSG00000281692","hurdle",3.11696640988243e-148,-3.068974,-2.464048,0.604926,0.525
"386","ENSG00000260019","hurdle",2.87696256975131e-184,-3.131712,-2.397644,0.734068,0.525
"384","ENSG00000259380","hurdle",6.99613445545007e-145,-2.851537,-2.137218,0.714319,0.525
"338","ENSG00000231971","hurdle",8.68928898819825e-178,-3.126171,-2.415903,0.710268,0.525
"321","ENSG00000213468","hurdle",3.21400124525429e-93,-2.696093,-2.127348,0.568745,0.525
"301","ENSG00000196169","hurdle",7.05622891539496e-213,-3.204876,-2.569367,0.635509,0.525
"293","ENSG00000187546","hurdle",7.26887324328362e-124,-2.849481,-2.079545,0.769936,0.525
"263","ENSG00000177406","hurdle",1.45794798668641e-113,-2.810078,-2.188813,0.621265,0.525
"201","ENSG00000160678","hurdle",4.96836408073448e-86,-2.743239,-2.236071,0.507168,0.525
"88","ENSG00000110777","hurdle",3.95751621590615e-263,-3.253883,-2.558405,0.695478,0.525
"399","ENSG00000277494","hurdle",4.05504177969853e-216,-3.220732,-2.629559,0.591173,0.524
"351","ENSG00000237742","hurdle",3.41675273152678e-130,-2.969124,-2.372053,0.597071,0.524
"213","ENSG00000164303","hurdle",1.77863156235215e-81,-2.276307,-1.681455,0.594852,0.524
"39","ENSG00000076258","hurdle",3.79048304694131e-169,-3.147902,-2.54675,0.601152,0.524
"8","ENSG00000010310","hurdle",1.98868920297271e-215,-3.21631,-2.596343,0.619967,0.524
"427","ENSG00000287801","hurdle",1.34761890297612e-257,-3.268458,-2.377548,0.89091,0.523
"388","ENSG00000260971","hurdle",6.71747495501079e-66,-2.397892,-1.854549,0.543343,0.523
"324","ENSG00000224189","hurdle",3.56492648092457e-286,-3.293702,-2.688097,0.605605,0.523
"314","ENSG00000204323","hurdle",6.47586318703975e-242,-3.266628,-2.692371,0.574257,0.523
"251","ENSG00000172548","hurdle",2.17501819594181e-172,-3.18977,-2.643558,0.546212,0.523
"237","ENSG00000169242","hurdle",4.72883141663832e-112,-3.011913,-2.506311,0.505602,0.523
"123","ENSG00000127507","hurdle",2.73514290703343e-133,-3.059437,-2.484654,0.574783,0.523
"122","ENSG00000127412","hurdle",2.69670655158565e-199,-3.227242,-2.643558,0.583684,0.523
"283","ENSG00000183760","hurdle",1.87209930009805e-176,-3.203124,-2.646872,0.556252,0.522
"414","ENSG00000286525","hurdle",1.9690819280034e-158,-3.181701,-2.610023,0.571678,0.521
"403","ENSG00000283462","hurdle",9.67695029855844e-189,-3.237063,-2.69066,0.546403,0.521
"362","ENSG00000248869","hurdle",9.27477420615213e-197,-3.214545,-2.293343,0.921202,0.521
"335","ENSG00000229494","hurdle",3.26900676577787e-183,-3.237361,-2.62465,0.612711,0.52
"376","ENSG00000254777","hurdle",1.27233427784985e-116,-3.120375,-2.577249,0.543126,0.519
"370","ENSG00000251170","hurdle",2.01322203366783e-149,-3.241249,-2.711327,0.529922,0.517
"356","ENSG00000240405","hurdle",7.15380083650006e-119,-2.925161,-1.901273,1.023888,0.517
"341","ENSG00000233359","hurdle",7.25205298822364e-174,-3.255394,-2.434396,0.820998,0.517
"372","ENSG00000253154","hurdle",1.38258554742197e-100,-3.269068,-2.640252,0.628816,0.511
"413","ENSG00000286438","hurdle",2.0099056344893e-72,-2.653026,-2.138966,0.51406,0.495
