"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Excit","log2fold_change","Auc"
"408","ENSG00000174437","hurdle",1.4338857629221e-67,1.368289,2.782658,1.414369,0.718
"242","ENSG00000139998","hurdle",1.0925773569699e-84,-1.1909545,0.7848432,1.9757977,0.717
"169","ENSG00000123352","hurdle",3.12013624087636e-81,0.2518254,2.1925527,1.9407273,0.714
"275","ENSG00000148468","hurdle",5.13240053003767e-96,0.4598281,2.3781499,1.9183218,0.713
"290","ENSG00000153815","hurdle",1.03918747224248e-70,1.130689,2.724906,1.594217,0.712
"455","ENSG00000184602","hurdle",1.04128232877649e-90,-1.8236497,0.4649408,2.2885905,0.711
"205","ENSG00000134265","hurdle",4.78033117529925e-75,-0.3419304,1.3440032,1.6859336,0.71
"7","ENSG00000008277","hurdle",8.55823509617673e-70,1.499712,3.231202,1.73149,0.71
"429","ENSG00000178209","hurdle",5.46765854897169e-78,-1.0847001,0.7501234,1.8348235,0.709
"136","ENSG00000113387","hurdle",2.24104496923242e-63,-0.01471991,1.48504298,1.49976289,0.704
"397","ENSG00000171811","hurdle",1.75511627714984e-82,-1.5257448,0.7580879,2.2838327,0.702
"289","ENSG00000153707","hurdle",1.35988838924594e-63,4.575101,7.046656,2.471555,0.702
"171","ENSG00000123983","hurdle",3.50987720676513e-61,0.9593936,2.4509562,1.4915626,0.702
"259","ENSG00000143850","hurdle",6.03241165191779e-61,0.746531,2.27313,1.526599,0.701
"183","ENSG00000129355","hurdle",1.01761252624578e-78,-1.7224972,0.3303928,2.05289,0.699
"20","ENSG00000049130","hurdle",9.74216368303146e-80,-1.2827366,0.8533601,2.1360967,0.699
"373","ENSG00000168734","hurdle",3.19661841689638e-70,-0.3819745,1.5261994,1.9081739,0.698
"468","ENSG00000187323","hurdle",1.22917382863798e-65,1.607429,4.336922,2.729493,0.695
"333","ENSG00000163001","hurdle",1.14164792820927e-63,-0.5360996,0.9921878,1.5282874,0.695
"41","ENSG00000078304","hurdle",2.3621946129502e-63,0.8038787,2.3279335,1.5240548,0.694
"64","ENSG00000100276","hurdle",4.98319565753932e-101,-2.8148527,-0.2672316,2.5476211,0.691
"572","ENSG00000236283","hurdle",1.99463259809368e-72,-1.352633,0.723524,2.076157,0.69
"454","ENSG00000184305","hurdle",5.44250989482777e-43,4.015169,5.463194,1.448025,0.688
"446","ENSG00000182220","hurdle",3.69004192354798e-57,-0.3145466,1.2567521,1.5712987,0.688
"392","ENSG00000171532","hurdle",1.2409213146075e-101,-2.8937081,-0.1794264,2.7142817,0.688
"587","ENSG00000247157","hurdle",4.99334219257737e-71,-1.421909,0.6906106,2.1125196,0.687
"388","ENSG00000171132","hurdle",6.5160262247931e-49,2.615689,4.111317,1.495628,0.687
"318","ENSG00000160216","hurdle",5.9630978259885e-55,-0.2153468,1.1734431,1.3887899,0.686
"286","ENSG00000152465","hurdle",1.05628599714571e-62,-0.612647,1.030175,1.642822,0.685
"46","ENSG00000082641","hurdle",1.22105106782665e-54,-0.3087456,1.1144849,1.4232305,0.685
"284","ENSG00000152104","hurdle",2.02677590498641e-83,-2.192378,0.3992348,2.5916128,0.684
"40","ENSG00000078237","hurdle",2.92656653679522e-70,-1.6473659,0.5287157,2.1760816,0.683
"342","ENSG00000164076","hurdle",2.97033230181775e-56,-0.9461755,0.4492847,1.3954602,0.682
"285","ENSG00000152217","hurdle",1.68457740464802e-50,2.185627,3.619953,1.434326,0.682
"263","ENSG00000145362","hurdle",1.05638040835977e-42,3.804302,5.408202,1.6039,0.682
"124","ENSG00000110395","hurdle",1.49493748461479e-59,-0.8989279,0.7840633,1.6829912,0.682
"196","ENSG00000132535","hurdle",7.5644723798666e-56,-0.8475607,0.6084128,1.4559735,0.681
"544","ENSG00000226091","hurdle",5.98278409349772e-64,-1.2306212,0.7251501,1.9557713,0.68
"487","ENSG00000196715","hurdle",6.88300050411739e-57,-0.5048132,1.0484752,1.5532884,0.68
"482","ENSG00000189403","hurdle",6.40675279450773e-47,1.79106,2.892201,1.101141,0.678
"363","ENSG00000167522","hurdle",1.41050733801153e-67,1.403462,2.832918,1.429456,0.678
"261","ENSG00000145198","hurdle",8.01394468048466e-72,-2.02451164,0.05456718,2.07907882,0.678
"244","ENSG00000140632","hurdle",6.93360430481855e-54,-0.452709,0.9580218,1.4107308,0.678
"50","ENSG00000088854","hurdle",1.19129737127331e-74,1.37971,2.889122,1.509412,0.677
"19","ENSG00000048707","hurdle",2.63357166529639e-55,0.9855949,2.3966351,1.4110402,0.674
"306","ENSG00000158528","hurdle",7.8258647843155e-48,1.808512,3.164152,1.35564,0.672
"478","ENSG00000188895","hurdle",2.11930654586536e-49,-0.7369656,0.6136897,1.3506553,0.671
"488","ENSG00000197006","hurdle",2.85945297725062e-53,-0.9673431,0.6492408,1.6165839,0.67
"353","ENSG00000164989","hurdle",2.16864168085876e-47,0.7418804,2.1562484,1.414368,0.67
"327","ENSG00000162409","hurdle",9.95474608913447e-45,0.4207906,1.7135648,1.2927742,0.67
"688","ENSG00000286895","hurdle",1.73686927721517e-50,-0.5750257,1.0314898,1.6065155,0.668
"315","ENSG00000160007","hurdle",1.27698937188926e-45,0.7949267,1.9930654,1.1981387,0.668
"156","ENSG00000118690","hurdle",2.0587276317943e-50,-0.1603364,1.3445323,1.5048687,0.668
"610","ENSG00000251562","hurdle",7.0650932709441e-21,8.224265,9.878905,1.65464,0.667
"509","ENSG00000203880","hurdle",1.18310781817811e-49,-0.781798,0.6294055,1.4112035,0.667
"51","ENSG00000089009","hurdle",4.66609456829665e-46,-0.1447508,1.0881896,1.2329404,0.667
"92","ENSG00000103363","hurdle",3.25034623133979e-47,-0.8170469,0.5118572,1.3289041,0.666
"69","ENSG00000100650","hurdle",1.81185637337245e-49,0.4312273,1.6248829,1.1936556,0.665
"52","ENSG00000090266","hurdle",4.71712659088436e-45,-0.7737845,0.411406,1.1851905,0.665
"579","ENSG00000241468","hurdle",2.21441969748186e-48,-1.1662684,0.2066479,1.3729163,0.664
"521","ENSG00000206530","hurdle",1.04795767739967e-55,-1.405307,0.3797511,1.7850581,0.664
"491","ENSG00000197183","hurdle",2.35465864343727e-51,-0.8419646,0.7046906,1.5466552,0.663
"125","ENSG00000110400","hurdle",3.56817242329481e-55,-1.3526333,0.3971962,1.7498295,0.663
"395","ENSG00000171703","hurdle",1.58281620885983e-49,-1.33680541,0.08401357,1.42081898,0.662
"88","ENSG00000103064","hurdle",1.23693536881312e-48,-1.0264145,0.4483005,1.474715,0.662
"484","ENSG00000196405","hurdle",7.1238617534987e-36,1.582676,2.655394,1.072718,0.661
"299","ENSG00000156017","hurdle",1.78667107542219e-54,-0.9703926,0.6509528,1.6213454,0.661
"620","ENSG00000254733","hurdle",2.07086051146372e-48,-0.90475,0.7046906,1.6094406,0.659
"473","ENSG00000188612","hurdle",1.67249248369117e-41,-0.46341,0.7895136,1.2529236,0.659
"192","ENSG00000131626","hurdle",5.06744050602935e-49,-0.07252535,1.25393858,1.32646393,0.659
"191","ENSG00000131508","hurdle",1.15627168163738e-43,0.03934308,1.32536283,1.28601975,0.658
"287","ENSG00000152749","hurdle",1.11835370489669e-45,-0.9371979,0.4890683,1.4262662,0.657
"424","ENSG00000177600","hurdle",8.08181173859431e-42,-0.5773485,0.5853207,1.1626692,0.655
"360","ENSG00000166479","hurdle",6.01630665337441e-43,-0.3320907,1.0406606,1.3727513,0.655
"500","ENSG00000198168","hurdle",1.87159452320802e-46,-1.0585042,0.4254773,1.4839815,0.654
"170","ENSG00000123358","hurdle",4.97441572002076e-55,-1.571317,-0.1125473,1.4587697,0.654
"122","ENSG00000110237","hurdle",1.46923537302453e-45,-1.29797919,0.09537443,1.39335362,0.654
"60","ENSG00000099814","hurdle",9.49402752268002e-52,-1.8347218,-0.1947191,1.6400027,0.654
"340","ENSG00000164031","hurdle",7.66149579986612e-35,0.8547324,1.9317147,1.0769823,0.653
"451","ENSG00000183826","hurdle",1.28207927128217e-47,2.040177,3.419238,1.379061,0.652
"422","ENSG00000177311","hurdle",4.63284600958893e-34,0.8189707,1.8382626,1.0192919,0.652
"255","ENSG00000143156","hurdle",3.68610175190186e-36,0.8469579,2.0038233,1.1568654,0.652
"200","ENSG00000133103","hurdle",5.57273176982185e-45,0.4207906,1.7638744,1.3430838,0.652
"180","ENSG00000126602","hurdle",1.72235468241346e-44,-0.7214693,0.5888975,1.3103668,0.652
"96","ENSG00000104643","hurdle",5.567103804499e-39,-0.5843394,0.6620315,1.2463709,0.652
"75","ENSG00000101349","hurdle",2.66587800729309e-33,1.887694,2.981989,1.094295,0.652
"150","ENSG00000116983","hurdle",6.37101955256226e-37,-0.3164854,0.8301254,1.1466108,0.651
"233","ENSG00000138430","hurdle",1.3490558777399e-39,0.898014,2.092795,1.194781,0.65
"379","ENSG00000169905","hurdle",7.69128155235083e-41,-0.5003986,0.7793752,1.2797738,0.648
"4","ENSG00000004487","hurdle",1.16660929183966e-40,-0.3498508,0.8769582,1.226809,0.648
"231","ENSG00000138326","hurdle",1.17919970902914e-32,0.04388414,0.95663817,0.91275403,0.647
"456","ENSG00000184900","hurdle",8.73557124489748e-41,-1.39297972,-0.08379026,1.30918946,0.645
"129","ENSG00000111530","hurdle",8.2086948019395e-34,0.07823209,1.15727259,1.0790405,0.645
"517","ENSG00000205593","hurdle",2.00495073816149e-42,-1.4815682,-0.1096457,1.3719225,0.644
"467","ENSG00000187210","hurdle",1.93803547487819e-50,-1.5993677,0.3787183,1.978086,0.644
"258","ENSG00000143641","hurdle",1.2208922075929e-34,0.1862432,1.3944395,1.2081963,0.644
"217","ENSG00000135999","hurdle",1.86367086468708e-45,0.4126206,1.6099979,1.1973773,0.644
"172","ENSG00000124299","hurdle",7.56478840347283e-48,-1.3767055,0.2670587,1.6437642,0.644
"87","ENSG00000103018","hurdle",3.26089995958633e-39,-0.8644807,0.4871529,1.3516336,0.644
"677","ENSG00000286125","hurdle",3.65673657455149e-30,0.4699872,1.4177551,0.9477679,0.642
"543","ENSG00000225953","hurdle",3.2347223020181e-82,-3.1881118,-0.8222752,2.3658366,0.642
"260","ENSG00000143951","hurdle",3.25198428197746e-59,1.603846,2.894371,1.290525,0.642
"229","ENSG00000138095","hurdle",3.82313308001301e-32,0.6335743,1.6875278,1.0539535,0.642
"137","ENSG00000114656","hurdle",8.48548769928554e-54,-2.228429,-0.372854,1.855575,0.642
"431","ENSG00000178467","hurdle",1.98251759884758e-36,-0.8531787,0.2837066,1.1368853,0.641
"324","ENSG00000161970","hurdle",6.54761424928867e-37,-0.7137831,0.5277842,1.2415673,0.641
"49","ENSG00000088766","hurdle",7.73034886262385e-38,-1.162776,0.1569112,1.3196872,0.641
"28","ENSG00000064652","hurdle",2.54994344416357e-40,-0.4148298,0.9566382,1.371468,0.641
"11","ENSG00000023171","hurdle",9.74434539243935e-32,1.475824,2.228826,0.753002,0.641
"402","ENSG00000173214","hurdle",1.63838988498877e-33,0.1417463,1.2895433,1.147797,0.64
"332","ENSG00000162923","hurdle",8.38239001845551e-35,-0.2895759,0.9109327,1.2005086,0.639
"95","ENSG00000104047","hurdle",2.19155886278811e-35,-0.2744214,0.8813402,1.1557616,0.639
"65","ENSG00000100523","hurdle",5.48734343685037e-38,0.7686474,1.9118612,1.1432138,0.639
"367","ENSG00000167972","hurdle",1.40484075669035e-37,-0.07580569,1.09260558,1.16841127,0.638
"359","ENSG00000166266","hurdle",1.51357624410764e-32,0.538093,1.56349,1.025397,0.638
"235","ENSG00000138660","hurdle",4.50383229004432e-37,-1.1013173,0.2422888,1.3436061,0.638
"145","ENSG00000116288","hurdle",9.3291222127216e-39,-1.3807569,-0.1053042,1.2754527,0.638
"440","ENSG00000180694","hurdle",1.08865720191374e-45,-1.2639071,0.4294726,1.6933797,0.637
"232","ENSG00000138399","hurdle",4.50728397512668e-33,-0.06110253,1.07804493,1.13914746,0.637
"71","ENSG00000101019","hurdle",1.04973875741507e-32,0.0009344889,1.1194396473,1.1185051584,0.637
"257","ENSG00000143569","hurdle",2.2638672265873e-34,-0.7871651,0.4364378,1.2236029,0.635
"166","ENSG00000121769","hurdle",3.28096448907103e-43,-1.376705491,-0.002150869,1.374554622,0.635
"153","ENSG00000117245","hurdle",7.21642620465092e-53,-2.448876,-0.6670454,1.7818306,0.635
"53","ENSG00000090661","hurdle",1.31775534550135e-45,-0.1690684,1.1656799,1.3347483,0.635
"45","ENSG00000081177","hurdle",3.82253274006177e-37,-1.2160705,0.2101357,1.4262062,0.635
"664","ENSG00000278540","hurdle",3.37397945776551e-39,1.649255,2.82384,1.174585,0.634
"218","ENSG00000136404","hurdle",3.81493101567031e-44,-1.8856258,-0.2495572,1.6360686,0.634
"209","ENSG00000135048","hurdle",2.9676302028564e-38,-0.8873539,0.818747,1.7061009,0.634
"102","ENSG00000105953","hurdle",1.22714123746537e-30,-0.100649,0.9300942,1.0307432,0.634
"346","ENSG00000164221","hurdle",9.71680712945718e-35,-1.1662684,0.1338353,1.3001037,0.633
"42","ENSG00000078674","hurdle",7.87044503417205e-33,1.628242,2.592866,0.964624,0.633
"476","ENSG00000188859","hurdle",7.63553257526049e-29,-0.1831504,0.7801576,0.963308,0.632
"159","ENSG00000119650","hurdle",9.60342503620608e-32,-0.06598695,0.96698308,1.03297003,0.632
"131","ENSG00000111837","hurdle",5.04682079715733e-37,-0.7473897,0.7112693,1.458659,0.632
"54","ENSG00000090686","hurdle",2.9180168156097e-41,0.5918014,1.6464974,1.054696,0.632
"460","ENSG00000185722","hurdle",1.02846256552151e-31,0.01179237,1.10389924,1.09210687,0.631
"16","ENSG00000047621","hurdle",1.70756327351352e-36,-0.8960257,0.4134246,1.3094503,0.631
"10","ENSG00000022277","hurdle",1.78721912605846e-35,-1.29797919,-0.02657172,1.27140747,0.631
"541","ENSG00000225484","hurdle",1.27253754007988e-39,0.4598281,1.6178973,1.1580692,0.629
"197","ENSG00000132612","hurdle",5.26286271077569e-35,-1.23062124,-0.04170165,1.18891959,0.629
"448","ENSG00000183087","hurdle",5.92738493509622e-32,-1.19451587,-0.03480473,1.15971114,0.628
"409","ENSG00000174871","hurdle",4.97067964271093e-38,-1.7642266,-0.3780818,1.3861448,0.628
"357","ENSG00000165832","hurdle",6.55377428254459e-33,-1.24532024,0.03634452,1.28166476,0.628
"252","ENSG00000141750","hurdle",6.87879819227456e-40,-1.8798803,-0.3693793,1.510501,0.627
"199","ENSG00000132837","hurdle",1.72712761307745e-40,-1.70207653,0.01788874,1.71996527,0.627
"425","ENSG00000177640","hurdle",9.86424923475889e-36,-1.1838581,0.4433696,1.6272277,0.626
"399","ENSG00000172794","hurdle",3.49735049073302e-35,-1.42608949,0.08020665,1.50629614,0.626
"121","ENSG00000110074","hurdle",2.20130016295545e-33,-1.18740198,-0.01024531,1.17715667,0.626
"1","ENSG00000003056","hurdle",2.15346099199575e-33,-1.20166502,0.01523282,1.21689784,0.626
"513","ENSG00000204406","hurdle",1.98581386496022e-42,2.807933,3.962096,1.154163,0.624
"61","ENSG00000099968","hurdle",2.2933885750424e-27,-0.3718588,0.6713398,1.0431986,0.624
"433","ENSG00000178913","hurdle",2.10675589782392e-33,-1.39297972,-0.04170165,1.35127807,0.623
"162","ENSG00000120438","hurdle",1.61678413349994e-30,-1.352633,-0.167308,1.185325,0.623
"128","ENSG00000111237","hurdle",2.119397379217e-29,-0.8989279,0.2019842,1.1009121,0.623
"109","ENSG00000107742","hurdle",3.60832949237171e-26,0.6133483,1.2595601,0.6462118,0.623
"141","ENSG00000115541","hurdle",2.72850186172136e-28,-1.0847001,-0.1418893,0.9428108,0.622
"47","ENSG00000085978","hurdle",1.03511497302635e-32,-1.24163143,0.05586004,1.29749147,0.622
"485","ENSG00000196428","hurdle",3.48637976878194e-28,0.4484557,1.4874404,1.0389847,0.621
"418","ENSG00000176407","hurdle",4.2581269207204e-29,-0.1430294,0.9420295,1.0850589,0.621
"295","ENSG00000154511","hurdle",1.73597734533937e-35,0.9162909,1.9637496,1.0474587,0.621
"39","ENSG00000077157","hurdle",3.915211221771e-37,1.662604,2.699902,1.037298,0.621
"523","ENSG00000213923","hurdle",3.00385330851681e-26,-0.4463263,0.4833144,0.9296407,0.62
"337","ENSG00000163462","hurdle",2.90238911845456e-36,-1.9088394,-0.5621732,1.3466662,0.62
"208","ENSG00000134852","hurdle",2.23755125437986e-23,0.7777634,1.6900279,0.9122645,0.62
"187","ENSG00000130844","hurdle",2.30725636155617e-26,-0.4106817,0.8210299,1.2317116,0.62
"103","ENSG00000106028","hurdle",2.7770977577315e-29,-0.6198115,0.3941329,1.0139444,0.62
"15","ENSG00000047578","hurdle",1.43101761795339e-34,-0.427346,0.7517198,1.1790658,0.62
"581","ENSG00000243449","hurdle",4.849244646084e-28,-0.9552094,0.1103844,1.0655938,0.619
"507","ENSG00000198964","hurdle",5.12996232900306e-47,1.219005,2.306098,1.087093,0.619
"186","ENSG00000130560","hurdle",1.12230411552658e-26,-1.1181282,-0.1154548,1.0026734,0.619
"127","ENSG00000110925","hurdle",5.74346110748327e-29,-0.83639,0.2892135,1.1256035,0.619
"665","ENSG00000281649","hurdle",1.50847317559091e-29,-1.485925,-0.301587,1.184338,0.618
"603","ENSG00000250125","hurdle",2.20468334206651e-58,-2.649319,1.244331,3.89365,0.618
"530","ENSG00000214941","hurdle",1.02763244169126e-30,-1.4302822,-0.2305198,1.1997624,0.618
"366","ENSG00000167671","hurdle",1.49110896166892e-34,-1.7276478,-0.4350565,1.2925913,0.618
"364","ENSG00000167549","hurdle",3.76843504139875e-27,-1.09797853,-0.02657172,1.07140681,0.618
"312","ENSG00000159753","hurdle",3.51421706646986e-38,-2.2139,-0.853488,1.360412,0.618
"133","ENSG00000111863","hurdle",7.69854348917703e-64,-3.1188048,-0.2495572,2.8692476,0.618
"545","ENSG00000226149","hurdle",9.98341749064043e-42,-1.73281694,-0.09953567,1.63328127,0.617
"390","ENSG00000171262","hurdle",1.4834923803892e-27,-1.101317329,0.004559977,1.105877306,0.617
"310","ENSG00000159214","hurdle",5.87172845668893e-37,-2.1641719,-0.7709449,1.393227,0.617
"89","ENSG00000103126","hurdle",2.67531037538999e-33,-1.464269,-0.14783,1.316439,0.617
"472","ENSG00000188312","hurdle",3.65097503813824e-27,0.2583529,1.401067,1.1427141,0.616
"383","ENSG00000170634","hurdle",3.0909389965639e-35,1.720482,2.720837,1.000355,0.616
"457","ENSG00000185104","hurdle",8.68556791649354e-49,2.081622,3.158146,1.076524,0.615
"249","ENSG00000141391","hurdle",9.25801814650661e-34,-1.6970162,-0.3641829,1.3328333,0.615
"86","ENSG00000102984","hurdle",4.97440858696927e-25,-0.7343713,0.2614664,0.9958377,0.615
"79","ENSG00000101773","hurdle",1.97178943398241e-31,-1.5946545,-0.2884026,1.3062519,0.615
"292","ENSG00000154162","hurdle",1.33922185145165e-22,3.404522,4.225728,0.821206,0.614
"151","ENSG00000117118","hurdle",4.20287609094611e-26,-0.96734311,0.02450723,0.99185034,0.614
"308","ENSG00000159069","hurdle",5.58984165810732e-33,-1.9993769,-0.7213784,1.2779985,0.613
"458","ENSG00000185340","hurdle",2.58855669258842e-39,-2.4319626,-0.8978518,1.5341108,0.612
"421","ENSG00000177098","hurdle",1.95385293636589e-44,-2.591834,-0.9003569,1.6914771,0.612
"369","ENSG00000168283","hurdle",9.35554777866994e-27,-1.3848197,-0.2672316,1.1175881,0.612
"278","ENSG00000149273","hurdle",1.25735832844694e-24,-0.83639,0.1066465,0.9430365,0.612
"220","ENSG00000137074","hurdle",1.94013890274064e-27,-0.3203709,0.6889451,1.009316,0.612
"117","ENSG00000109320","hurdle",3.07417266485318e-30,-0.005306901,1.163882479,1.16918938,0.612
"114","ENSG00000108590","hurdle",1.32288500555287e-31,-1.8971859,-0.6146847,1.2825012,0.612
"81","ENSG00000101966","hurdle",9.03066783768014e-21,-0.1813826,0.6526627,0.8340453,0.612
"26","ENSG00000062650","hurdle",5.95611284321668e-25,-0.2895759,0.70139,0.9909659,0.612
"370","ENSG00000168488","hurdle",2.07216738515086e-24,-1.1013173,-0.1374498,0.9638675,0.611
"182","ENSG00000128268","hurdle",1.10179450304483e-22,-0.5703913,0.3131972,0.8835885,0.611
"130","ENSG00000111596","hurdle",1.46504130481969e-32,0.4989401,1.4869612,0.9880211,0.611
"436","ENSG00000179094","hurdle",4.06531212796958e-28,-1.6473659,-0.4981636,1.1492023,0.61
"336","ENSG00000163349","hurdle",2.28880373273723e-20,-0.5136832,0.3088661,0.8225493,0.61
"174","ENSG00000125386","hurdle",1.73565511337482e-28,0.4699872,1.3582202,0.888233,0.61
"83","ENSG00000102054","hurdle",1.89887869943086e-28,-1.6088404,-0.3798286,1.2290118,0.61
"74","ENSG00000101290","hurdle",1.37427614851219e-19,0.2465821,1.0445732,0.7979911,0.61
"401","ENSG00000172954","hurdle",1.2116203435253e-19,0.1473841,1.0268825,0.8794984,0.609
"189","ENSG00000131503","hurdle",3.23718213228909e-32,0.7088999,1.6644066,0.9555067,0.609
"44","ENSG00000081014","hurdle",2.19252938025572e-26,-1.01377584,0.06616137,1.07993721,0.609
"689","ENSG00000287117","hurdle",5.28979342543611e-26,-1.21245561,0.007235599,1.219691209,0.608
"649","ENSG00000266964","hurdle",1.19320358363331e-37,-2.500839,-1.119243,1.381596,0.608
"403","ENSG00000173267","hurdle",3.46039554717347e-27,-0.9521918,0.5061936,1.4583854,0.608
"193","ENSG00000132286","hurdle",6.45120754804561e-31,-2.0308643,-0.7709449,1.2599194,0.608
"580","ENSG00000242242","hurdle",9.78547758401049e-33,-1.8571244,-0.4027318,1.4543926,0.607
"386","ENSG00000171004","hurdle",2.13449891973717e-24,-0.5750257,0.3600006,0.9350263,0.607
"213","ENSG00000135486","hurdle",6.54878418909171e-25,-1.00749778,-0.05002172,0.95747606,0.607
"188","ENSG00000131469","hurdle",2.46902957728825e-24,-1.5347448,-0.5821443,0.9526005,0.607
"350","ENSG00000164841","hurdle",9.54499872976925e-43,-2.688956,-0.980255,1.708701,0.606
"216","ENSG00000135930","hurdle",3.02816271054709e-24,-1.13513733,-0.09953567,1.03560166,0.606
"126","ENSG00000110844","hurdle",1.92591269510051e-23,-0.3068171,0.5951356,0.9019527,0.606
"110","ENSG00000107798","hurdle",6.19222712033797e-28,0.3937708,1.4076642,1.0138934,0.606
"661","ENSG00000275023","hurdle",1.02855283316011e-22,-1.00436897,-0.09666006,0.90770891,0.605
"120","ENSG00000109832","hurdle",9.42811814402125e-24,-1.3848197,-0.3624549,1.0223648,0.605
"564","ENSG00000233143","hurdle",1.24247454203954e-43,-2.8039314,-0.9078984,1.896033,0.604
"406","ENSG00000173818","hurdle",2.22588979316383e-28,-1.9264981,-0.7347285,1.1917696,0.604
"214","ENSG00000135596","hurdle",5.22742257858918e-29,-2.0245116,-0.7549883,1.2695233,0.604
"90","ENSG00000103197","hurdle",6.67124552598606e-25,-1.0979785,-0.1067499,0.9912286,0.604
"348","ENSG00000164713","hurdle",5.71867640564157e-20,-0.78179796,0.04287907,0.82467703,0.603
"165","ENSG00000120948","hurdle",4.87710451672068e-23,-0.7343713,0.1760612,0.9104325,0.603
"68","ENSG00000100626","hurdle",7.51421003504944e-21,-0.98882589,-0.05141307,0.93741282,0.603
"288","ENSG00000152969","hurdle",6.26771094004854e-39,-2.719416,-1.295969,1.423447,0.602
"198","ENSG00000132676","hurdle",5.12139514755418e-23,-0.2117337,0.7046906,0.9164243,0.602
"662","ENSG00000277149","hurdle",5.12792301475957e-23,-0.631832,0.4736733,1.1055053,0.601
"344","ENSG00000164125","hurdle",3.36366310630475e-37,-2.5456194,-0.7686546,1.7769648,0.601
"135","ENSG00000112365","hurdle",8.80709226430662e-32,-2.2357489,-0.9078984,1.3278505,0.601
"2","ENSG00000003756","hurdle",1.18992434981143e-19,0.2943707,1.0400075,0.7456368,0.601
"567","ENSG00000233757","hurdle",6.38085917574127e-26,-1.05850425,0.08401357,1.14251782,0.6
"532","ENSG00000215193","hurdle",1.68532875180225e-24,-1.104664,-0.089496,1.015168,0.6
"438","ENSG00000180098","hurdle",1.24313050449905e-22,-0.95520936,0.01656139,0.97177075,0.6
"253","ENSG00000142784","hurdle",7.35780001954529e-21,-0.98882589,-0.05978949,0.9290364,0.6
"601","ENSG00000250075","hurdle",1.96540568172238e-17,-0.1708211,0.675551,0.8463721,0.599
"526","ENSG00000214300","hurdle",6.31722505893971e-28,-2.0695794,-0.7778379,1.2917415,0.599
"281","ENSG00000149716","hurdle",5.98799600670646e-23,-1.4859255,-0.4386932,1.0472323,0.599
"247","ENSG00000141076","hurdle",2.13514639050533e-27,-1.9931611,-0.7459488,1.2472123,0.599
