"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.OPC","log2fold_change","Auc"
"54","ENSG00000184221","hurdle",0,-2.341206,0.2790577,2.6202637,0.752
"41","ENSG00000156103","hurdle",0,2.608458,3.586882,0.978424,0.751
"27","ENSG00000134369","hurdle",2.91498731046335e-322,1.572243,2.667927,1.095684,0.745
"46","ENSG00000164309","hurdle",0,-0.7444179,0.8158289,1.5602468,0.743
"64","ENSG00000227220","hurdle",0,-0.8459006,0.7602758,1.6061764,0.73
"10","ENSG00000077782","hurdle",0,-0.4484735,0.9858009,1.4342744,0.726
"68","ENSG00000259048","hurdle",0,-0.6645069,1.109171,1.7736779,0.715
"34","ENSG00000150361","hurdle",0,-0.4562236,0.8103265,1.2665501,0.713
"40","ENSG00000153823","hurdle",4.73063371786528e-293,1.784051,2.396702,0.612651,0.71
"44","ENSG00000162402","hurdle",3.11785446386834e-227,0.9777779,1.9744915,0.9967136,0.705
"13","ENSG00000100095","hurdle",5.3062305125428e-284,1.961365,2.52937,0.568005,0.703
"48","ENSG00000169432","hurdle",4.31664815232728e-297,-0.2546041,0.8022465,1.0568506,0.696
"11","ENSG00000089250","hurdle",0,-1.3593385,0.2009871,1.5603256,0.694
"67","ENSG00000244128","hurdle",2.45837361240316e-246,0.9563993,1.6071015,0.6507022,0.691
"4","ENSG00000061938","hurdle",9.96450674172188e-180,-0.04037566,0.91696905,0.95734471,0.677
"31","ENSG00000147044","hurdle",2.70560373061028e-176,1.352601,2.003157,0.650556,0.673
"12","ENSG00000091490","hurdle",4.85083409461682e-242,-0.8390662,0.1642953,1.0033615,0.668
"65","ENSG00000231871","hurdle",5.71928469620935e-170,-0.5702409,0.707971,1.2782119,0.655
"58","ENSG00000188906","hurdle",2.06866703223387e-140,0.4512965,1.0568695,0.605573,0.648
"21","ENSG00000114646","hurdle",2.07046624349849e-146,-0.7679774,0.2630344,1.0310118,0.647
"71","ENSG00000287151","hurdle",1.88950812990447e-122,-0.224079,0.4949566,0.7190356,0.638
"55","ENSG00000187068","hurdle",2.71684811378694e-129,-0.6011442,0.4051502,1.0062944,0.638
"5","ENSG00000064655","hurdle",2.53128358701942e-216,-1.610865,-0.3739824,1.2368826,0.638
"35","ENSG00000151491","hurdle",8.63166445282124e-136,-0.4237648,0.2924782,0.716243,0.634
"43","ENSG00000158352","hurdle",5.91887314542419e-188,-0.73117631,0.08097408,0.81215039,0.632
"15","ENSG00000103089","hurdle",2.78675882823978e-228,-0.9186355,-0.2663102,0.6523253,0.631
"49","ENSG00000174607","hurdle",4.06952806307741e-176,-0.6150628,-0.1112693,0.5037935,0.623
"69","ENSG00000259070","hurdle",8.60135711465248e-153,-0.8823219,0.1060651,0.988387,0.622
"2","ENSG00000056487","hurdle",6.29796409115594e-116,-1.403118,-0.5305973,0.8725207,0.606
"66","ENSG00000243069","hurdle",8.09818923441165e-79,-1.2966814,-0.7209423,0.5757391,0.579
"37","ENSG00000152518","hurdle",2.07739999130745e-93,-2.13416,-1.155312,0.978848,0.579
"70","ENSG00000265972","hurdle",1.30117809283447e-92,-2.122587,-1.329384,0.793203,0.574
"30","ENSG00000146005","hurdle",2.74656420106767e-45,-1.3292984,-0.8016031,0.5276953,0.57
