"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Inhib","log2fold_change","Auc"
"65","ENSG00000167619","hurdle",0,-1.55006765,-0.03180388,1.51826377,0.681
"98","ENSG00000262655","hurdle",0,-0.543334,1.322564,1.865898,0.68
"12","ENSG00000074935","hurdle",0,-0.508862,0.6097087,1.1185707,0.679
"24","ENSG00000116704","hurdle",0,-0.7960734,0.5907043,1.3867777,0.673
"1","ENSG00000006283","hurdle",0,-1.1073457,0.2375313,1.344877,0.673
"43","ENSG00000148123","hurdle",0,-0.2748198,0.9497075,1.2245273,0.666
"36","ENSG00000138795","hurdle",0,-1.5536096,0.2709753,1.8245849,0.666
"72","ENSG00000178573","hurdle",0,-2.190884,0.05030508,2.24118908,0.663
"99","ENSG00000266028","hurdle",0,0.7567373,1.3172903,0.560553,0.662
"27","ENSG00000122584","hurdle",0,0.3198156,3.83988,3.5200644,0.662
"80","ENSG00000187720","hurdle",0,-0.359408,1.275845,1.635253,0.66
"63","ENSG00000165322","hurdle",0,0.1395252,0.9025788,0.7630536,0.651
"69","ENSG00000171943","hurdle",0,-0.2855522,0.3765649,0.6621171,0.627
"83","ENSG00000196218","hurdle",0,-1.360428,-0.1726603,1.1877677,0.621
"48","ENSG00000151491","hurdle",0,-0.5974308,0.2340995,0.8315303,0.619
"45","ENSG00000150361","hurdle",0,-0.8527608,0.7020292,1.55479,0.617
"84","ENSG00000196369","hurdle",0,-0.3094642,0.2657802,0.5752444,0.616
"85","ENSG00000196782","hurdle",0,0.6594738,1.4536582,0.7941844,0.614
"82","ENSG00000196132","hurdle",0,-1.8093273,-0.7377262,1.0716011,0.614
"21","ENSG00000109323","hurdle",0,-0.1433395,0.4991331,0.6424726,0.613
"8","ENSG00000056487","hurdle",0,-1.598345,-0.6679239,0.9304211,0.604
"94","ENSG00000244128","hurdle",8.34397277823631e-307,0.8271831,1.4936486,0.6664655,0.6
"68","ENSG00000169432","hurdle",0,-0.4470544,0.5121712,0.9592256,0.6
"88","ENSG00000198873","hurdle",0,-0.4087776,0.183112,0.5918896,0.597
"50","ENSG00000152492","hurdle",3.8500695236566e-311,-0.53267108,0.004256489,0.536927569,0.597
"5","ENSG00000026297","hurdle",1.69048375083454e-299,-0.99099937,-0.04371356,0.94728581,0.588
"93","ENSG00000241684","hurdle",0,0.01942043,1.69726547,1.67784504,0.585
"53","ENSG00000152990","hurdle",1.79301529933629e-266,-0.913742,-0.3872448,0.5264972,0.582
"14","ENSG00000075461","hurdle",0,-1.897424,-0.7731561,1.1242679,0.582
"22","ENSG00000110693","hurdle",0,0.3892561,2.6169073,2.2276512,0.578
"51","ENSG00000152527","hurdle",0,-1.249844,0.200687,1.450531,0.574
"17","ENSG00000089250","hurdle",0,-1.88986384,0.02105519,1.91091903,0.57
"37","ENSG00000140470","hurdle",0,-0.3545627,1.6623968,2.0169595,0.562
"20","ENSG00000106799","hurdle",3.46363529454966e-171,-1.2933621,-0.7749395,0.5184226,0.562
"16","ENSG00000087253","hurdle",1.07002693051333e-222,-1.788091,-1.10707,0.681021,0.561
"3","ENSG00000011465","hurdle",4.92332993959439e-310,-2.338555,-1.31708,1.021475,0.555
"29","ENSG00000124813","hurdle",1.55645912810478e-301,-0.7457348,0.5502371,1.2959719,0.546
"19","ENSG00000106034","hurdle",1.27790987792937e-201,-2.190594,-1.204948,0.985646,0.545
"10","ENSG00000064655","hurdle",1.34728438991496e-109,-1.667152,-1.130852,0.5363,0.539
"62","ENSG00000165025","hurdle",1.28488742493923e-213,-2.58942,-2.055844,0.533576,0.535
"39","ENSG00000143248","hurdle",3.2954585742437e-164,-1.08829363,-0.04990787,1.03838576,0.519
"91","ENSG00000203805","hurdle",4.55145715484504e-53,-2.102218,-1.494875,0.607343,0.518
"75","ENSG00000181234","hurdle",2.88198318293939e-240,0.5369954,1.6405287,1.1035333,0.511
