"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Oligo","log2fold_change","Auc"
"88","ENSG00000112851","hurdle",0,1.080638,2.163507,1.082869,0.663
"239","ENSG00000171840","hurdle",0,-2.7068053,-0.2133537,2.4934516,0.662
"128","ENSG00000132199","hurdle",0,-1.324932,0.1643404,1.4892724,0.662
"100","ENSG00000118785","hurdle",0,-1.9663124,-0.2547838,1.7115286,0.662
"191","ENSG00000160307","hurdle",0,-1.8890872,-0.1684591,1.7206281,0.66
"110","ENSG00000124126","hurdle",0,-0.3880318,0.671934,1.0599658,0.66
"116","ENSG00000126822","hurdle",0,-2.0971939,-0.3190837,1.7781102,0.659
"34","ENSG00000073417","hurdle",0,1.276093,2.323633,1.04754,0.659
"32","ENSG00000072864","hurdle",0,-2.4369739,-0.3947164,2.0422575,0.658
"206","ENSG00000164627","hurdle",0,-1.0973498,0.4503642,1.547714,0.657
"84","ENSG00000109099","hurdle",0,-2.174577,-0.3782706,1.7963064,0.657
"39","ENSG00000078269","hurdle",0,0.3959321,1.2192713,0.8233392,0.657
"4","ENSG00000006042","hurdle",0,-2.857263,-0.4815439,2.3757191,0.656
"122","ENSG00000129422","hurdle",0,0.09318165,1.16260218,1.06942053,0.654
"293","ENSG00000197892","hurdle",0,-0.1871746,1.0553657,1.2425403,0.653
"95","ENSG00000117115","hurdle",0,-1.9338835,-0.3901968,1.5436867,0.652
"319","ENSG00000232310","hurdle",0,-2.5715084,-0.1617771,2.4097313,0.65
"171","ENSG00000150510","hurdle",0,-0.9072846,0.3819914,1.289276,0.648
"315","ENSG00000227392","hurdle",0,-2.9795783,-0.6518989,2.3276794,0.646
"343","ENSG00000260788","hurdle",0,-2.4991777,-0.3240485,2.1751292,0.645
"93","ENSG00000115935","hurdle",0,-1.52777675,-0.05515187,1.47262488,0.644
"177","ENSG00000152689","hurdle",0,-1.959029,-0.2072253,1.7518037,0.643
"351","ENSG00000275832","hurdle",0,-0.9686223,0.2307378,1.1993601,0.642
"236","ENSG00000171316","hurdle",0,-0.7421213,0.3113906,1.0535119,0.642
"232","ENSG00000170271","hurdle",0,-1.45061221,-0.06273929,1.38787292,0.642
"64","ENSG00000101265","hurdle",0,-2.3467324,-0.6009959,1.7457365,0.641
"345","ENSG00000261329","hurdle",0,-2.3808013,-0.5396489,1.8411524,0.64
"209","ENSG00000165478","hurdle",0,-2.0258131,-0.5887948,1.4370183,0.64
"87","ENSG00000112561","hurdle",0,-2.0396793,-0.4369391,1.6027402,0.64
"262","ENSG00000180891","hurdle",0,-1.26197952,0.07009921,1.33207873,0.639
"189","ENSG00000159176","hurdle",0,-1.7173164,-0.3947164,1.3226,0.639
"136","ENSG00000135821","hurdle",0,-0.4190314,0.3468105,0.7658419,0.639
"310","ENSG00000224924","hurdle",0,-0.6760122,0.2349075,0.9109197,0.638
"42","ENSG00000080822","hurdle",0,-0.4896255,0.5520473,1.0416728,0.638
"135","ENSG00000135678","hurdle",0,-2.1442996,-0.4080094,1.7362902,0.636
"330","ENSG00000241345","hurdle",0,-3.1493066,-0.6732806,2.476026,0.635
"57","ENSG00000099954","hurdle",0,-1.295326,-0.0746838,1.2206422,0.635
"52","ENSG00000092871","hurdle",0,-0.2962708,0.8530792,1.14935,0.635
"152","ENSG00000140848","hurdle",0,-2.3009101,-0.7131058,1.5878043,0.634
"300","ENSG00000204278","hurdle",0,-3.128939,-1.026894,2.102045,0.633
"83","ENSG00000108387","hurdle",0,-0.97857316,-0.00498799,0.97358517,0.632
"141","ENSG00000136867","hurdle",0,-2.7244887,-0.8676343,1.8568544,0.631
"149","ENSG00000139737","hurdle",0,1.004921,1.943671,0.93875,0.63
"72","ENSG00000104267","hurdle",0,-1.8812488,-0.3917597,1.4894891,0.629
"217","ENSG00000166348","hurdle",0,0.3096907,1.1963962,0.8867055,0.628
"89","ENSG00000112893","hurdle",0,2.050922,2.667497,0.616575,0.627
"56","ENSG00000099282","hurdle",0,-2.5917942,-0.8460488,1.7457454,0.627
"340","ENSG00000258342","hurdle",0,-2.0276199,-0.1555684,1.8720515,0.625
"210","ENSG00000165566","hurdle",0,-0.4153944,0.4913551,0.9067495,0.625
"14","ENSG00000021300","hurdle",0,-2.2619567,-0.8200979,1.4418588,0.625
"78","ENSG00000107104","hurdle",0,-0.302702,0.4839883,0.7866903,0.624
"244","ENSG00000173988","hurdle",0,-2.735625,-0.616546,2.119079,0.622
"180","ENSG00000154642","hurdle",0,-2.3569175,-0.8028989,1.5540186,0.622
"255","ENSG00000177807","hurdle",0,-2.2357643,-0.8479545,1.3878098,0.617
"182","ENSG00000155849","hurdle",0,2.419413,2.962968,0.543555,0.616
"111","ENSG00000124251","hurdle",0,-1.5920138,-0.3763784,1.2156354,0.615
"73","ENSG00000104419","hurdle",0,-1.0672406,-0.2604834,0.8067572,0.614
"6","ENSG00000010278","hurdle",0,-2.5476101,-0.9746908,1.5729193,0.614
"175","ENSG00000151552","hurdle",0,0.2213369,0.9589236,0.7375867,0.613
"66","ENSG00000102271","hurdle",0,-0.4259502,0.4859754,0.9119256,0.613
"18","ENSG00000049089","hurdle",0,-2.7201,-1.090615,1.629485,0.612
"332","ENSG00000244274","hurdle",0,-1.187308,-0.0795734,1.1077346,0.611
"125","ENSG00000130147","hurdle",0,-2.4435056,-0.9481305,1.4953751,0.611
"328","ENSG00000237949","hurdle",0,-2.72177,-1.00866,1.71311,0.61
"99","ENSG00000118515","hurdle",1.51792776503098e-317,0.7359892,1.3053268,0.5693376,0.609
"139","ENSG00000136098","hurdle",0,-2.2615011,-0.8582409,1.4032602,0.608
"29","ENSG00000070759","hurdle",0,-0.80763128,0.05232931,0.85996059,0.608
"35","ENSG00000075539","hurdle",1.44318007642108e-292,1.592956,2.24759,0.654634,0.607
"266","ENSG00000182957","hurdle",0,-0.4897589,0.2628799,0.7526388,0.606
"247","ENSG00000175785","hurdle",0,-3.126447,-1.268692,1.857755,0.606
"117","ENSG00000126860","hurdle",0,-2.698558,-1.108779,1.589779,0.606
"176","ENSG00000152558","hurdle",0,-1.9133381,-0.7092034,1.2041347,0.605
"359","ENSG00000287706","hurdle",0,-2.782142,-1.122841,1.659301,0.603
"147","ENSG00000139438","hurdle",0,-2.0592131,-0.7527222,1.3064909,0.603
"130","ENSG00000132702","hurdle",0,-2.1958945,-0.7987462,1.3971483,0.603
"326","ENSG00000237166","hurdle",0,-3.212195,-1.23526,1.976935,0.602
"123","ENSG00000129538","hurdle",0,-2.600604,-1.14171,1.458894,0.601
"97","ENSG00000117707","hurdle",0,-1.6035168,-0.8491469,0.7543699,0.601
"41","ENSG00000080815","hurdle",8.37438923463315e-286,0.3981208,1.0737907,0.6756699,0.601
"150","ENSG00000140262","hurdle",6.09346421565236e-257,1.971827,2.613058,0.641231,0.6
"59","ENSG00000100146","hurdle",0,-2.439892,-1.104786,1.335106,0.6
"17","ENSG00000039068","hurdle",0,-3.054693,-1.226867,1.827826,0.598
"282","ENSG00000187764","hurdle",2.02224346760907e-244,0.5422307,1.1200988,0.5778681,0.597
"160","ENSG00000143995","hurdle",0,-1.3762148,-0.2870602,1.0891546,0.597
"154","ENSG00000141524","hurdle",0,-2.909609,-1.34974,1.559869,0.597
"148","ENSG00000139629","hurdle",0,-2.851308,-1.241509,1.609799,0.597
"259","ENSG00000179455","hurdle",0,-1.6503693,-0.5975852,1.0527841,0.596
"256","ENSG00000178764","hurdle",2.31978534673076e-274,-0.1464678,0.3734296,0.5198974,0.594
"233","ENSG00000170537","hurdle",0,-1.5602848,-0.5504695,1.0098153,0.594
"60","ENSG00000100242","hurdle",6.17582057301558e-322,-1.1510568,-0.3377071,0.8133497,0.594
"211","ENSG00000165795","hurdle",0,-1.2342212,-0.5619583,0.6722629,0.593
"118","ENSG00000126878","hurdle",0,-2.639938,-1.327634,1.312304,0.593
"333","ENSG00000249306","hurdle",0,-2.210479,-1.112496,1.097983,0.592
"251","ENSG00000176720","hurdle",0,-2.56756,-1.241822,1.325738,0.592
"138","ENSG00000135929","hurdle",0,-2.2295126,-0.9653519,1.2641607,0.592
"91","ENSG00000114993","hurdle",0,-2.836981,-1.411105,1.425876,0.592
"16","ENSG00000035664","hurdle",0,-1.2767136,-0.5174896,0.759224,0.592
"115","ENSG00000126803","hurdle",0,-2.768266,-1.336302,1.431964,0.591
"109","ENSG00000123700","hurdle",0,-2.363259,-1.14025,1.223009,0.591
"67","ENSG00000102760","hurdle",0,-1.9372757,-0.9137935,1.0234822,0.591
"331","ENSG00000242861","hurdle",0,-3.008341,-1.461638,1.546703,0.59
"276","ENSG00000184221","hurdle",0,-2.403243,-1.275729,1.127514,0.59
"145","ENSG00000139292","hurdle",0,-2.0001204,-0.8620872,1.1380332,0.589
"126","ENSG00000130958","hurdle",0,-2.923238,-1.43025,1.492988,0.588
"279","ENSG00000187098","hurdle",0,-0.7816463,-0.1906562,0.5909901,0.587
"220","ENSG00000166925","hurdle",0,-1.8425699,-0.8657024,0.9768675,0.587
"287","ENSG00000189058","hurdle",0,-1.8309177,-0.9407398,0.8901779,0.586
"159","ENSG00000143772","hurdle",0,-1.1086425,-0.5005285,0.608114,0.586
"132","ENSG00000134716","hurdle",0,-2.78913,-1.41852,1.37061,0.586
"7","ENSG00000010282","hurdle",0,-1.7877406,-0.6962709,1.0914697,0.586
"167","ENSG00000147588","hurdle",0,-2.137037,-1.025006,1.112031,0.584
"341","ENSG00000258844","hurdle",0,-2.900357,-1.328299,1.572058,0.583
"325","ENSG00000235903","hurdle",2.0489400077927e-238,-0.5822746,0.1817247,0.7639993,0.583
"248","ENSG00000176381","hurdle",0,-3.085546,-1.613017,1.472529,0.583
"324","ENSG00000235823","hurdle",1.247268952732e-306,-1.3787656,-0.4756391,0.9031265,0.582
"263","ENSG00000181449","hurdle",0,-1.801143,-1.026894,0.774249,0.582
"219","ENSG00000166923","hurdle",0,-2.617025,-1.302918,1.314107,0.582
"214","ENSG00000166033","hurdle",1.2830191400704e-254,-1.0124175,-0.4242664,0.5881511,0.582
"146","ENSG00000139433","hurdle",9.47521851860505e-261,-1.2214627,-0.4699417,0.751521,0.582
"71","ENSG00000103550","hurdle",2.62298237953929e-309,-0.6125581,0.2282528,0.8408109,0.582
"316","ENSG00000227544","hurdle",0,-2.990612,-1.506837,1.483775,0.581
"246","ENSG00000175130","hurdle",2.37242972625008e-250,-1.1870196,-0.4037983,0.7832213,0.581
"235","ENSG00000170802","hurdle",6.14857362605253e-213,-0.64358998,0.01218495,0.65577493,0.581
"224","ENSG00000167755","hurdle",0,-3.17482,-1.676791,1.498029,0.581
"288","ENSG00000189067","hurdle",0,-2.573958,-1.358203,1.215755,0.579
"286","ENSG00000188706","hurdle",8.27393133940215e-261,-1.3107207,-0.5327354,0.7779853,0.579
"199","ENSG00000164050","hurdle",0,-2.212679,-1.246214,0.966465,0.579
"187","ENSG00000158859","hurdle",0,-3.093364,-1.649529,1.443835,0.579
"113","ENSG00000125703","hurdle",3.97118470718181e-174,0.09555488,0.64101621,0.54546133,0.579
"313","ENSG00000227110","hurdle",2.0979649790906e-167,0.9462032,1.5086134,0.5624102,0.578
"127","ENSG00000131095","hurdle",8.47465946131886e-261,-0.76529692,-0.07705668,0.68824024,0.578
"144","ENSG00000138316","hurdle",0,-3.178256,-1.649529,1.528727,0.577
"5","ENSG00000008311","hurdle",5.57076240324608e-294,-1.69787,-0.913544,0.784326,0.577
"77","ENSG00000105854","hurdle",0,-1.61027,-1.026085,0.584185,0.576
"238","ENSG00000171766","hurdle",4.20266626987688e-237,-1.4933969,-0.7416081,0.7517888,0.575
"20","ENSG00000057704","hurdle",6.18739471759009e-305,-1.3120569,-0.7598805,0.5521764,0.575
"193","ENSG00000160781","hurdle",0,-2.490609,-1.428466,1.062143,0.574
"121","ENSG00000128283","hurdle",0,-3.109948,-1.759118,1.35083,0.574
"61","ENSG00000100399","hurdle",0,-2.721979,-1.529597,1.192382,0.574
"46","ENSG00000085117","hurdle",0,-2.677941,-1.502703,1.175238,0.574
"267","ENSG00000183077","hurdle",6.54315973978736e-221,-1.4871685,-0.7529454,0.7342231,0.572
"329","ENSG00000239922","hurdle",0,-2.764172,-1.533042,1.23113,0.571
"178","ENSG00000152977","hurdle",0,-1.907029,-1.136752,0.770277,0.571
"131","ENSG00000133056","hurdle",1.95257604307828e-161,-0.60069487,-0.02223332,0.57846155,0.569
"54","ENSG00000095397","hurdle",2.44305539898484e-201,-1.2230144,-0.6175616,0.6054528,0.569
"357","ENSG00000286558","hurdle",0,-3.165981,-1.805581,1.3604,0.568
"349","ENSG00000266714","hurdle",7.11700206376902e-296,-2.230404,-1.347716,0.882688,0.568
"265","ENSG00000182185","hurdle",5.6247164416524e-144,0.02708546,0.63019056,0.6031051,0.568
"143","ENSG00000137269","hurdle",6.13848131616975e-161,-0.7086105,-0.1695013,0.5391092,0.568
"62","ENSG00000100842","hurdle",0,-2.973844,-1.751072,1.222772,0.568
"107","ENSG00000122863","hurdle",0,-2.801662,-1.625222,1.17644,0.567
"105","ENSG00000122591","hurdle",5.86637862838029e-197,-1.3062495,-0.6661181,0.6401314,0.567
"103","ENSG00000120690","hurdle",3.09768953004114e-207,-1.413946,-0.623058,0.790888,0.567
"156","ENSG00000141934","hurdle",0,-3.140901,-1.892396,1.248505,0.566
"101","ENSG00000119121","hurdle",0,-2.461709,-1.453636,1.008073,0.566
"81","ENSG00000107731","hurdle",3.67680555165377e-193,-1.4057,-0.846525,0.559175,0.566
"253","ENSG00000176912","hurdle",0,-3.087968,-1.804656,1.283312,0.565
"2","ENSG00000005513","hurdle",4.81276887802379e-281,-2.31534,-1.447483,0.867857,0.564
"347","ENSG00000264522","hurdle",2.19474368972239e-129,-0.4755535,0.0482367,0.5237902,0.563
"184","ENSG00000157978","hurdle",0,-2.785195,-1.733791,1.051404,0.562
"65","ENSG00000101695","hurdle",0,-2.608887,-1.531893,1.076994,0.562
"38","ENSG00000076706","hurdle",3.86397016038516e-263,-2.262413,-1.442435,0.819978,0.562
"1","ENSG00000004864","hurdle",9.64126710799244e-171,0.07849982,0.74478951,0.66628969,0.562
"225","ENSG00000167995","hurdle",0,-2.844241,-1.747955,1.096286,0.561
"216","ENSG00000166091","hurdle",0,-3.131434,-1.950074,1.18136,0.561
"63","ENSG00000101049","hurdle",0,-2.893281,-1.805581,1.0877,0.561
"308","ENSG00000221932","hurdle",0,-2.490787,-1.594502,0.896285,0.56
"190","ENSG00000159228","hurdle",2.04287612089833e-181,-1.779671,-1.088079,0.691592,0.56
"102","ENSG00000119280","hurdle",1.11998668911542e-195,-1.898503,-1.174215,0.724288,0.56
"258","ENSG00000179403","hurdle",0,-2.844468,-1.837883,1.006585,0.559
"186","ENSG00000158715","hurdle",0,-3.199338,-1.994238,1.2051,0.559
"231","ENSG00000169562","hurdle",0,-3.189192,-1.99371,1.195482,0.558
"213","ENSG00000166016","hurdle",9.25714651508653e-217,-1.4211375,-0.4333581,0.9877794,0.558
"158","ENSG00000143507","hurdle",6.51824186520059e-236,-2.045551,-1.301611,0.74394,0.557
"218","ENSG00000166912","hurdle",4.0311650268709e-117,-1.0589689,-0.5429252,0.5160437,0.556
"124","ENSG00000129757","hurdle",7.28181749499639e-288,-2.506178,-1.641243,0.864935,0.556
"215","ENSG00000166046","hurdle",1.14989099334394e-148,-1.581265,-0.943284,0.637981,0.555
"348","ENSG00000265972","hurdle",1.75550453543389e-272,-2.242343,-1.573066,0.669277,0.554
"277","ENSG00000186340","hurdle",1.27660956499248e-276,-2.552804,-1.724571,0.828233,0.554
"205","ENSG00000164530","hurdle",0,-3.123684,-1.948539,1.175145,0.554
"120","ENSG00000128242","hurdle",9.63841020005872e-302,-2.716973,-1.797733,0.91924,0.554
"317","ENSG00000227757","hurdle",0,-2.733518,-1.556611,1.176907,0.553
"12","ENSG00000016602","hurdle",0,-3.211021,-2.053474,1.157547,0.553
"283","ENSG00000187773","hurdle",1.4673749681485e-321,-2.85956,-1.894857,0.964703,0.551
"303","ENSG00000204580","hurdle",1.27601214491429e-177,-2.274161,-1.576617,0.697544,0.55
"295","ENSG00000197993","hurdle",0,-2.959485,-1.948539,1.010946,0.55
"268","ENSG00000183111","hurdle",7.12728873944163e-121,-1.640758,-1.072677,0.568081,0.55
"24","ENSG00000065600","hurdle",2.31831372128721e-175,-2.128149,-1.380441,0.747708,0.55
"76","ENSG00000105707","hurdle",1.52940121735087e-310,-2.875276,-1.919193,0.956083,0.549
"30","ENSG00000071967","hurdle",1.38670216360732e-247,-2.609081,-1.680606,0.928475,0.549
"337","ENSG00000254081","hurdle",0,-3.237361,-2.066174,1.171187,0.548
"292","ENSG00000197712","hurdle",1.53727758197951e-235,-2.635405,-1.806044,0.829361,0.548
"260","ENSG00000180573","hurdle",1.23787713616997e-182,-2.216943,-1.497085,0.719858,0.548
"114","ENSG00000125820","hurdle",0,-3.065788,-2.133726,0.932062,0.548
"26","ENSG00000066322","hurdle",4.32954783016846e-227,-2.61295,-1.825626,0.787324,0.548
"194","ENSG00000161671","hurdle",4.66685170280555e-170,-1.1951184,-0.5454356,0.6496828,0.546
"129","ENSG00000132561","hurdle",8.86420333457178e-101,-1.538685,-1.012396,0.526289,0.546
"257","ENSG00000179178","hurdle",0,-3.185441,-2.227983,0.957458,0.545
"249","ENSG00000176438","hurdle",6.2605221269766e-206,-2.723652,-1.949051,0.774601,0.543
"40","ENSG00000079337","hurdle",3.28275110867242e-131,-2.181025,-1.628494,0.552531,0.543
"322","ENSG00000235180","hurdle",0,-3.195561,-2.273999,0.921562,0.542
"53","ENSG00000095383","hurdle",1.82083048080468e-108,-1.935094,-1.36945,0.565644,0.542
"327","ENSG00000237943","hurdle",1.99922199796867e-179,-2.594852,-1.908713,0.686139,0.541
"284","ENSG00000187775","hurdle",1.04630847576166e-183,-2.608694,-1.842625,0.766069,0.541
"302","ENSG00000204381","hurdle",1.79622760802431e-286,-3.017031,-2.208877,0.808154,0.54
"338","ENSG00000257139","hurdle",8.08929924271056e-157,-2.535991,-1.805581,0.73041,0.539
"164","ENSG00000147113","hurdle",3.14684050955196e-254,-2.720517,-2.026786,0.693731,0.539
"70","ENSG00000103449","hurdle",7.96813358930035e-227,-2.896108,-2.16605,0.730058,0.539
"344","ENSG00000261121","hurdle",0,-3.280102,-2.383064,0.897038,0.538
"305","ENSG00000205927","hurdle",4.90365679094977e-222,-2.810744,-2.173797,0.636947,0.538
