"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.EndoMural","log2fold_change","Auc"
"781","ENSG00000196569","hurdle",0,1.752943,3.166108,1.413165,0.74
"564","ENSG00000163072","hurdle",0,-3.0528828,0.6572297,3.7101125,0.738
"674","ENSG00000173706","hurdle",0,-2.006872,1.144872,3.151744,0.736
"217","ENSG00000111181","hurdle",0,-2.9400884,0.7954387,3.7355271,0.733
"103","ENSG00000085563","hurdle",0,-0.3069915,3.0486401,3.3556316,0.733
"844","ENSG00000233237","hurdle",0,-0.7165165,1.3586967,2.0752132,0.732
"307","ENSG00000124942","hurdle",0,-2.3704346,0.3793346,2.7497692,0.731
"673","ENSG00000173638","hurdle",0,-1.973198,1.43909,3.412288,0.727
"398","ENSG00000137491","hurdle",0,-2.110472,1.079913,3.190385,0.727
"866","ENSG00000265972","hurdle",0,-2.400285,0.4781948,2.8784798,0.726
"668","ENSG00000173193","hurdle",0,-2.3902196,0.3956959,2.7859155,0.723
"606","ENSG00000165949","hurdle",0,-2.8091631,0.7223241,3.5314872,0.723
"846","ENSG00000234745","hurdle",0,-2.4591261,0.5165716,2.9756977,0.721
"242","ENSG00000113504","hurdle",0,-3.014368,0.5034207,3.5177887,0.721
"309","ENSG00000125148","hurdle",0,-1.739271,1.192766,2.932037,0.719
"34","ENSG00000047617","hurdle",0,-2.446614,1.190424,3.637038,0.719
"270","ENSG00000117394","hurdle",0,-2.2469778,0.8973437,3.1443215,0.717
"593","ENSG00000164741","hurdle",0,1.899121,3.988319,2.089198,0.715
"605","ENSG00000165895","hurdle",0,-1.301152,1.120162,2.421314,0.713
"729","ENSG00000183722","hurdle",6.67107672370702e-280,1.752904,2.887697,1.134793,0.712
"706","ENSG00000178878","hurdle",0,-2.078469,1.36624,3.444709,0.712
"531","ENSG00000157554","hurdle",0,-2.1961647,0.7962092,2.9923739,0.712
"479","ENSG00000148488","hurdle",0,-2.19288,1.083389,3.276269,0.71
"161","ENSG00000103257","hurdle",0,-0.8214613,2.0928742,2.9143355,0.709
"12","ENSG00000010379","hurdle",0,-2.4798783,0.6623101,3.1421884,0.709
"327","ENSG00000128567","hurdle",0,-1.7846936,0.9585093,2.7432029,0.708
"240","ENSG00000113140","hurdle",0,-1.939069,0.3783058,2.3173748,0.708
"33","ENSG00000046889","hurdle",5.5887500337386e-317,0.07726945,1.27521708,1.19794763,0.708
"661","ENSG00000172164","hurdle",0,-2.1765705,0.6228956,2.7994661,0.707
"328","ENSG00000128641","hurdle",0,-0.3406844,1.5361452,1.8768296,0.707
"261","ENSG00000116117","hurdle",0,-0.196591,1.069752,1.266343,0.706
"193","ENSG00000106991","hurdle",0,-2.911815,0.280926,3.192741,0.706
"412","ENSG00000138119","hurdle",0,-2.6872531,0.05878132,2.74603442,0.702
"4","ENSG00000003402","hurdle",0,-1.1187007,0.7587517,1.8774524,0.701
"763","ENSG00000187720","hurdle",0,-0.08445814,2.34616293,2.43062107,0.7
"693","ENSG00000176641","hurdle",0,-1.319737,1.252377,2.572114,0.7
"511","ENSG00000152977","hurdle",0,-1.923562,0.3710838,2.2946458,0.7
"476","ENSG00000148175","hurdle",0,-2.3803624,0.2609707,2.6413331,0.7
"544","ENSG00000160801","hurdle",0,-2.7787545,0.2344954,3.0132499,0.699
"581","ENSG00000164035","hurdle",0,-2.7321019,0.5128264,3.2449283,0.698
"494","ENSG00000150760","hurdle",1.88980695196646e-283,-0.02028493,1.24872287,1.2690078,0.698
"81","ENSG00000076067","hurdle",0,-1.6627303,0.5571396,2.2198699,0.698
"112","ENSG00000090376","hurdle",0,-2.6862265,0.5930551,3.2792816,0.697
"756","ENSG00000186994","hurdle",0,-3.0742104,-0.2596674,2.814543,0.694
"752","ENSG00000185633","hurdle",0,-2.767311,0.2396028,3.0069138,0.693
"625","ENSG00000168389","hurdle",0,-2.6992842,0.6555323,3.3548165,0.693
"331","ENSG00000129422","hurdle",1.5431121830853e-271,0.2815609,1.6962044,1.4146435,0.693
"832","ENSG00000213853","hurdle",0,-2.9820945,-0.1591551,2.8229394,0.692
"406","ENSG00000137959","hurdle",0,-3.0015421,0.1741252,3.1756673,0.692
"293","ENSG00000122786","hurdle",3.45705990795855e-309,0.803744,2.218905,1.415161,0.691
"127","ENSG00000099998","hurdle",0,-3.2045919,-0.2773921,2.9271998,0.691
"317","ENSG00000126785","hurdle",0,-1.5857333,0.6062962,2.1920295,0.69
"782","ENSG00000196660","hurdle",0,-2.0660643,0.6610417,2.727106,0.689
"89","ENSG00000078596","hurdle",0,-2.5162065,0.4564248,2.9726313,0.689
"718","ENSG00000181826","hurdle",0,-2.36851207,-0.07290972,2.29560235,0.688
"362","ENSG00000133106","hurdle",0,-2.7322785,0.1729391,2.9052176,0.688
"101","ENSG00000084453","hurdle",0,-1.115358,1.273281,2.388639,0.688
"676","ENSG00000173848","hurdle",0,-1.757574,0.7701699,2.5277439,0.687
"433","ENSG00000140836","hurdle",1.00564979628184e-210,1.09651,2.114504,1.017994,0.687
"313","ENSG00000125772","hurdle",0,0.1295578,2.4964326,2.3668748,0.687
"864","ENSG00000261371","hurdle",0,-2.3993033,0.2842253,2.6835286,0.686
"234","ENSG00000112769","hurdle",1.8767160841442e-307,-0.9936892,0.6673726,1.6610618,0.686
"633","ENSG00000168918","hurdle",0,-1.7018754,0.9073632,2.6092386,0.683
"377","ENSG00000135111","hurdle",0,-3.2761576,-0.1893429,3.0868147,0.683
"320","ENSG00000127528","hurdle",0,-2.95567191,0.09367363,3.04934554,0.683
"474","ENSG00000147526","hurdle",2.45969868753361e-235,1.681754,3.085195,1.403441,0.682
"401","ENSG00000137693","hurdle",0,-2.18415886,-0.08421008,2.09994878,0.682
"639","ENSG00000169507","hurdle",2.8165782983149e-280,-0.09350275,1.54648594,1.63998869,0.681
"339","ENSG00000130158","hurdle",0,-1.994113,0.101799,2.095912,0.681
"314","ENSG00000125968","hurdle",0,-2.977482563,0.008469401,2.985951964,0.681
"554","ENSG00000162618","hurdle",0,-1.9825145,0.3601826,2.3426971,0.679
"481","ENSG00000148655","hurdle",1.38445915249003e-236,0.8491332,1.920197,1.0710638,0.679
"182","ENSG00000105894","hurdle",1.03493268041525e-309,0.03693904,1.62946066,1.59252162,0.679
"114","ENSG00000091409","hurdle",0,-1.8514024,0.7097017,2.5611041,0.679
"638","ENSG00000169504","hurdle",3.09455907319722e-311,-1.2639807,0.5268211,1.7908018,0.678
"132","ENSG00000100234","hurdle",2.65052497221578e-224,0.05771758,1.51172443,1.45400685,0.678
"70","ENSG00000072163","hurdle",0,-2.9768548,-0.2147322,2.7621226,0.678
"28","ENSG00000031081","hurdle",0,-1.6029047,0.4781948,2.0810995,0.678
"379","ENSG00000135363","hurdle",0,-2.63580688,-0.07713699,2.55866989,0.677
"814","ENSG00000204525","hurdle",0,-2.24068442,0.01774849,2.25843291,0.676
"753","ENSG00000185650","hurdle",0,-1.58310353,0.02104804,1.60415157,0.676
"265","ENSG00000116962","hurdle",0,-2.774748,-0.1121313,2.6626167,0.676
"463","ENSG00000145555","hurdle",0,-1.108236,1.209927,2.318163,0.675
"725","ENSG00000182963","hurdle",0,-2.0233065,0.2731984,2.2965049,0.674
"628","ENSG00000168497","hurdle",0,-3.18440041,-0.05960451,3.1247959,0.674
"482","ENSG00000148671","hurdle",0,-2.8825168,-0.1787052,2.7038116,0.674
"419","ENSG00000138741","hurdle",0,-1.359756,0.7536037,2.1133597,0.674
"52","ENSG00000066056","hurdle",0,-3.0920008,-0.1078004,2.9842004,0.674
"802","ENSG00000198771","hurdle",0,-1.7868926909,-0.0008697584,1.7860229325,0.673
"740","ENSG00000184384","hurdle",1.2993045714896e-190,0.8673103,1.7473022,0.8799919,0.67
"724","ENSG00000182871","hurdle",0,-1.953715,-0.100611,1.853104,0.67
"321","ENSG00000127920","hurdle",0,-3.1621069,-0.4017664,2.7603405,0.67
"467","ENSG00000146648","hurdle",1.35472050621869e-259,-0.495828,0.6940768,1.1899048,0.668
"460","ENSG00000144824","hurdle",3.71953304223816e-315,-0.3850049,0.4829883,0.8679932,0.668
"269","ENSG00000117318","hurdle",0,-2.9396805,-0.2936967,2.6459838,0.668
"90","ENSG00000079215","hurdle",3.8925017080568e-185,0.7325849,1.4811447,0.7485598,0.668
"721","ENSG00000182492","hurdle",0,-3.1086374,-0.4567003,2.6519371,0.667
"678","ENSG00000174059","hurdle",0,-3.202389,-0.254073,2.948316,0.667
"67","ENSG00000071205","hurdle",1.05701481238123e-205,0.1094261,1.331049,1.2216229,0.667
"397","ENSG00000137393","hurdle",0,-2.1900887,0.4133812,2.6034699,0.666
"492","ENSG00000150457","hurdle",0,-2.5750052,-0.2733446,2.3016606,0.665
"489","ENSG00000149564","hurdle",0,-2.88095,-0.4798328,2.4011172,0.665
"471","ENSG00000147065","hurdle",0,-2.4769165,-0.2000596,2.2768569,0.665
"717","ENSG00000181722","hurdle",4.87755294140092e-155,2.290991,2.89886,0.607869,0.664
"700","ENSG00000177469","hurdle",0,-2.9258825,-0.4585373,2.4673452,0.664
"432","ENSG00000140807","hurdle",0,-1.6613007,0.3141217,1.9754224,0.664
"526","ENSG00000157103","hurdle",1.99961587892956e-240,1.044199,2.424251,1.380052,0.663
"294","ENSG00000122862","hurdle",0,-2.696697661,0.001804748,2.698502409,0.663
"805","ENSG00000198959","hurdle",0,-3.1839173,-0.3412019,2.8427154,0.661
"35","ENSG00000047648","hurdle",2.32298899174216e-266,-1.0472703,0.5671058,1.6143761,0.661
"822","ENSG00000206503","hurdle",0,-2.0686259,-0.02516608,2.04345982,0.66
"788","ENSG00000197256","hurdle",0,-2.7858844,-0.4976649,2.2882195,0.66
"690","ENSG00000176105","hurdle",0,-2.1689023,0.1580301,2.3269324,0.66
"603","ENSG00000165810","hurdle",0,-1.5710519,0.1964775,1.7675294,0.66
"472","ENSG00000147113","hurdle",0,-2.85630118,-0.04711176,2.80918942,0.66
"148","ENSG00000101335","hurdle",0,-3.113229,-0.250886,2.862343,0.66
"415","ENSG00000138193","hurdle",1.85662978190867e-250,-1.0352931,0.5996908,1.6349839,0.659
"304","ENSG00000124570","hurdle",0,-1.23142,0.450074,1.681494,0.659
"136","ENSG00000100345","hurdle",6.37749934173817e-177,-0.1590179,0.9429375,1.1019554,0.659
"123","ENSG00000099260","hurdle",0,-2.43377811,-0.04711176,2.38666635,0.658
"17","ENSG00000017483","hurdle",0,-3.1611558,-0.4053053,2.7558505,0.657
"663","ENSG00000172270","hurdle",7.27082263471881e-298,0.2473372,1.7158842,1.468547,0.656
"215","ENSG00000111077","hurdle",0,-2.215905,-0.335283,1.880622,0.656
"804","ENSG00000198873","hurdle",2.38825767395977e-190,-0.3491897,0.9366614,1.2858511,0.655
"503","ENSG00000152207","hurdle",0,-3.247104,-0.2668921,2.9802119,0.654
"496","ENSG00000151012","hurdle",1.37921690157391e-261,-1.2836428,0.2951685,1.5788113,0.654
"583","ENSG00000164181","hurdle",0,-0.5037942,1.5606129,2.0644071,0.653
"770","ENSG00000188783","hurdle",0,-2.8369949,-0.5282053,2.3087896,0.652
"698","ENSG00000177425","hurdle",0,-1.8326343,-0.2717288,1.5609055,0.652
"615","ENSG00000167434","hurdle",6.53955170148391e-319,-1.8548586,0.2005575,2.0554161,0.651
"286","ENSG00000120690","hurdle",7.50575532781648e-230,-1.327386,0.2327888,1.5601748,0.651
"207","ENSG00000110090","hurdle",6.96687404018377e-252,-1.7584728,-0.2178403,1.5406325,0.65
"506","ENSG00000152558","hurdle",2.08616432426224e-316,-1.7333384,0.1711581,1.9044965,0.648
"360","ENSG00000132669","hurdle",1.21140509617499e-170,-0.1466098,1.1939362,1.340546,0.648
"348","ENSG00000131386","hurdle",0,-1.60549,0.4238892,2.0293792,0.648
"246","ENSG00000114315","hurdle",0,-2.4243328,0.2897073,2.7140401,0.648
"47","ENSG00000060138","hurdle",0,-2.6927406,-0.3591058,2.3336348,0.648
"643","ENSG00000170293","hurdle",1.57966702628464e-275,-1.443213,0.430356,1.873569,0.647
"347","ENSG00000131097","hurdle",0,-3.052001,-0.6646772,2.3873238,0.647
"408","ENSG00000137965","hurdle",0,-2.9014532,-0.5842604,2.3171928,0.646
"75","ENSG00000073849","hurdle",3.5339223835408e-180,0.5366118,2.0051243,1.4685125,0.646
"789","ENSG00000197321","hurdle",2.62957357740484e-159,-0.4493687,0.6627327,1.1121014,0.645
"342","ENSG00000130303","hurdle",0,-3.1399185,-0.6753189,2.4645996,0.645
"591","ENSG00000164692","hurdle",0,-3.2590114,-0.6968408,2.5621706,0.644
"50","ENSG00000065054","hurdle",0,-2.1232666,-0.1726615,1.9506051,0.643
"37","ENSG00000050555","hurdle",0,-2.7547015,-0.4835686,2.2711329,0.643
"873","ENSG00000276644","hurdle",1.16976425506173e-146,0.9467864,1.64323,0.6964436,0.642
"405","ENSG00000137834","hurdle",0,-3.06951797,-0.01364181,3.05587616,0.642
"750","ENSG00000185551","hurdle",8.26294457589269e-288,-0.85197784,-0.02857317,0.82340467,0.641
"504","ENSG00000152284","hurdle",3.48671091989289e-256,-1.8392752,-0.1143016,1.7249736,0.641
"704","ENSG00000178175","hurdle",0,-3.144141,-0.1696491,2.9744919,0.64
"251","ENSG00000115183","hurdle",1.36335535593503e-150,-0.3899758,0.7807199,1.1706957,0.64
"232","ENSG00000112562","hurdle",0,-2.7384722,-0.3193387,2.4191335,0.64
"134","ENSG00000100311","hurdle",0,-2.2064304,-0.1487369,2.0576935,0.64
"334","ENSG00000129595","hurdle",1.14922647100981e-160,-0.1743497,0.6903513,0.864701,0.639
"92","ENSG00000079335","hurdle",8.51467563769719e-245,-1.5879685,-0.1398665,1.448102,0.639
"30","ENSG00000042062","hurdle",0,-2.8616995,-0.5349731,2.3267264,0.639
"521","ENSG00000154856","hurdle",3.13767890235676e-246,-1.9413125,-0.2232956,1.7180169,0.638
"441","ENSG00000142173","hurdle",0,-3.1324421,-0.9090241,2.223418,0.638
"281","ENSG00000120129","hurdle",5.19603727539588e-298,-1.6550104,0.4709745,2.1259849,0.638
"42","ENSG00000054598","hurdle",0,-3.2692234,-0.9305346,2.3386888,0.638
"746","ENSG00000185201","hurdle",0,-3.1621069,-0.8072044,2.3549025,0.637
"513","ENSG00000153162","hurdle",4.34103868101026e-269,-1.8138269,0.3221689,2.1359958,0.637
"477","ENSG00000148400","hurdle",1.56133959329096e-310,-2.3748385,-0.5505626,1.8242759,0.637
"283","ENSG00000120278","hurdle",1.30842734459575e-222,-0.2240764,1.6194821,1.8435585,0.637
"765","ENSG00000188290","hurdle",5.16210192853235e-281,-1.4054849,0.1073976,1.5128825,0.636
"667","ENSG00000172889","hurdle",1.44278739203911e-186,-1.0685144,0.2902543,1.3587687,0.636
"654","ENSG00000171444","hurdle",8.9535655623019e-134,0.08655905,0.97527625,0.8887172,0.636
"183","ENSG00000105939","hurdle",8.42890014386208e-313,-2.4044997,-0.5253146,1.8791851,0.636
"97","ENSG00000082781","hurdle",2.76845909676454e-233,-1.9086189,-0.3746309,1.533988,0.636
"586","ENSG00000164379","hurdle",0,-3.094495,-0.592305,2.50219,0.635
"417","ENSG00000138496","hurdle",0,-2.8599621,-0.6806694,2.1792927,0.635
"152","ENSG00000101849","hurdle",8.15798391413187e-142,-0.5461209,0.4642029,1.0103238,0.635
"41","ENSG00000053747","hurdle",2.24981946215178e-281,-1.9009569,0.2626442,2.1636011,0.635
"641","ENSG00000169871","hurdle",0,-2.6787205,-0.7033605,1.97536,0.634
"607","ENSG00000166265","hurdle",0,-2.5157505,-0.1135778,2.4021727,0.634
"600","ENSG00000165757","hurdle",1.9313518489203e-136,-0.06156462,0.94641245,1.00797707,0.634
"565","ENSG00000163110","hurdle",4.92947217663219e-147,-0.3503411,0.5319186,0.8822597,0.634
"538","ENSG00000158710","hurdle",0,-3.0281759,-0.9178426,2.1103333,0.634
"306","ENSG00000124782","hurdle",3.77916294252372e-212,-1.7427348,-0.3060472,1.4366876,0.632
"237","ENSG00000112902","hurdle",5.1271054175221e-147,0.3339635,0.8528564,0.5188929,0.632
"420","ENSG00000138772","hurdle",0,-3.0043114,-0.6014091,2.4029023,0.631
"350","ENSG00000131477","hurdle",0,-3.096085,-0.60853,2.487555,0.631
"812","ENSG00000204301","hurdle",0,-2.923864,-0.612615,2.311249,0.63
"547","ENSG00000161381","hurdle",7.62215310165127e-200,-1.0749939,0.3011521,1.376146,0.63
"635","ENSG00000169129","hurdle",2.33064135690106e-167,-1.4117638,-0.1157504,1.2960134,0.629
"241","ENSG00000113361","hurdle",3.37459677585351e-138,-0.1356791,0.8187565,0.9544356,0.629
"195","ENSG00000107317","hurdle",7.54793000902402e-106,0.5570395,1.4892676,0.9322281,0.629
"115","ENSG00000091436","hurdle",1.16306596930024e-143,-0.8524576,0.168185,1.0206426,0.629
"63","ENSG00000069431","hurdle",2.74218728262165e-222,-1.847667,-0.142079,1.705588,0.629
"589","ENSG00000164604","hurdle",0,-1.3715343,0.6289634,2.0004977,0.628
"562","ENSG00000162946","hurdle",3.44450710835485e-131,0.02581013,0.7717377,0.74592757,0.628
"653","ENSG00000171408","hurdle",5.16027177125671e-104,1.409363,2.260259,0.850896,0.627
"556","ENSG00000162654","hurdle",0,-2.979367,-0.782834,2.196533,0.627
"541","ENSG00000159388","hurdle",2.67834850211429e-259,-1.827815,0.3455182,2.1733332,0.627
"520","ENSG00000154783","hurdle",1.36144282809498e-265,-2.2837722,-0.4366461,1.8471261,0.627
"425","ENSG00000139514","hurdle",0,-0.4959779,1.4336529,1.9296308,0.627
"351","ENSG00000131634","hurdle",0,-3.065508,-0.9930607,2.0724473,0.627
"336","ENSG00000130052","hurdle",0,-3.1538053,-0.9850952,2.1687101,0.627
"249","ENSG00000114698","hurdle",8.35604426034235e-242,-2.144846,-0.558421,1.586425,0.627
"801","ENSG00000198682","hurdle",2.20930581052713e-167,-0.98556315,0.08990795,1.0754711,0.626
"517","ENSG00000154133","hurdle",0,-3.227308,-0.93181,2.295498,0.626
"137","ENSG00000100906","hurdle",0,-1.980206,-0.1524491,1.8277569,0.626
"862","ENSG00000256235","hurdle",0,-3.0938147,-0.9745424,2.1192723,0.625
"713","ENSG00000179776","hurdle",0,-3.2372974,-0.8730541,2.3642433,0.625
"576","ENSG00000163788","hurdle",1.60703305259757e-122,0.166774,1.194229,1.027455,0.625
"338","ENSG00000130147","hurdle",2.97130639569368e-263,-2.1460216,-0.2978018,1.8482198,0.625
"465","ENSG00000146122","hurdle",6.69048372318591e-128,-0.1741098,0.5832671,0.7573769,0.624
"319","ENSG00000127329","hurdle",3.2657377964227e-136,0.345889,1.588236,1.242347,0.622
"236","ENSG00000112837","hurdle",0,-3.274614,-0.809547,2.465067,0.622
"518","ENSG00000154330","hurdle",0,-2.6690544,-0.4285218,2.2405326,0.621
"707","ENSG00000179144","hurdle",0,-3.240308,-1.00778,2.232528,0.62
"495","ENSG00000150938","hurdle",2.59209681717856e-98,0.854243,1.892722,1.038479,0.62
"197","ENSG00000107562","hurdle",0,-2.9536118,-0.2524786,2.7011332,0.62
"2","ENSG00000002586","hurdle",1.44030898700131e-288,-2.71281,-1.00241,1.7104,0.62
"14","ENSG00000011028","hurdle",2.05155619662742e-232,-2.3696103,-0.7816837,1.5879266,0.619
"595","ENSG00000164850","hurdle",0,-2.7943395,-0.9356429,1.8586966,0.618
"403","ENSG00000137819","hurdle",0,-3.1068048,-0.9203721,2.1864327,0.618
"335","ENSG00000129657","hurdle",9.08869852169884e-133,0.1508493,1.341644,1.1907947,0.618
"282","ENSG00000120156","hurdle",1.40523026307424e-199,-1.8799715,-0.2139563,1.6660152,0.618
"178","ENSG00000105655","hurdle",0,-2.851498,-1.030826,1.820672,0.618
"573","ENSG00000163565","hurdle",2.18285902189612e-231,-2.4342089,-0.8319936,1.6022153,0.617
"272","ENSG00000117868","hurdle",6.37642930640364e-118,1.479044,2.664728,1.185684,0.617
"617","ENSG00000167601","hurdle",1.72142813083271e-265,-2.5864514,-0.7909118,1.7955396,0.616
"318","ENSG00000126878","hurdle",2.91382612528488e-251,-2.3967821,-0.6871162,1.7096659,0.616
"303","ENSG00000124440","hurdle",1.44953705444517e-176,-1.4771384,-0.2855214,1.191617,0.616
"708","ENSG00000179241","hurdle",8.62999083548273e-91,0.2450519,0.9660614,0.7210095,0.615
"290","ENSG00000121068","hurdle",0,-3.267687,-1.178932,2.088755,0.615
"766","ENSG00000188313","hurdle",2.41285860120048e-170,-1.6201195,-0.2342685,1.385851,0.613
"385","ENSG00000135917","hurdle",1.784776572875e-316,-2.6809341,-0.6806694,2.0002647,0.613
"223","ENSG00000111404","hurdle",2.84395554155666e-281,-2.2828666,-0.7566066,1.52626,0.613
"149","ENSG00000101384","hurdle",9.73391688845133e-140,-1.6032276,-0.3885726,1.214655,0.613
"640","ENSG00000169715","hurdle",1.33188311416848e-268,-2.5597267,-0.7725143,1.7872124,0.612
"382","ENSG00000135678","hurdle",1.55805508428446e-197,-1.731925375,0.009134177,1.741059552,0.612
"292","ENSG00000121858","hurdle",0,-3.214918,-0.9588565,2.2560615,0.612
"268","ENSG00000117298","hurdle",6.03283201917338e-90,-0.133258,0.4939532,0.6272112,0.612
"807","ENSG00000203883","hurdle",0,-3.259266,-1.02401,2.235256,0.611
"449","ENSG00000143127","hurdle",3.85766314053783e-238,-2.5036435,-0.9002592,1.6033843,0.611
"185","ENSG00000105974","hurdle",0,-3.02861,-1.129806,1.898804,0.611
"3","ENSG00000003400","hurdle",0,-3.116452,-1.069607,2.046845,0.611
"664","ENSG00000172340","hurdle",1.35964556126233e-124,-1.3936368,-0.2453256,1.1483112,0.61
"464","ENSG00000145623","hurdle",0,-2.905828,-0.9216385,1.9841895,0.61
"422","ENSG00000138821","hurdle",5.46921115252283e-150,-1.6069463,-0.1985238,1.4084225,0.61
"352","ENSG00000131724","hurdle",3.01090558448488e-283,-2.778755,-1.032193,1.746562,0.61
"322","ENSG00000127946","hurdle",2.91493063721222e-82,0.202454,0.8289584,0.6265044,0.61
"632","ENSG00000168899","hurdle",0,-3.157357,-1.25511,1.902247,0.609
"458","ENSG00000144579","hurdle",2.15182870932234e-284,-2.75094,-1.137142,1.613798,0.609
"658","ENSG00000172037","hurdle",0,-3.126164,-1.333849,1.792315,0.608
"637","ENSG00000169291","hurdle",0,-3.19361,-1.183482,2.010128,0.608
"533","ENSG00000157617","hurdle",8.2908688410688e-96,-0.6375008,0.3038637,0.9413645,0.608
"7","ENSG00000007062","hurdle",5.54753693171438e-258,-2.581671,-0.599381,1.98229,0.608
"682","ENSG00000175029","hurdle",2.72545725281528e-71,0.4200181,1.0463021,0.626284,0.607
"499","ENSG00000151617","hurdle",2.53937967297018e-246,-2.4583956,-0.7055403,1.7528553,0.607
"414","ENSG00000138185","hurdle",9.97464176471939e-166,-1.9209433,-0.3694373,1.551506,0.607
"394","ENSG00000137076","hurdle",7.43821835844246e-167,-1.414382,-0.254073,1.160309,0.607
"73","ENSG00000073060","hurdle",1.8264607614109e-113,-0.1455218,0.8973437,1.0428655,0.607
"288","ENSG00000120896","hurdle",1.67617372484772e-207,-2.4068935,-0.9407693,1.4661242,0.606
"201","ENSG00000107738","hurdle",7.61590417944156e-284,-2.83396,-0.9824497,1.8515103,0.606
"86","ENSG00000077238","hurdle",1.30464769450475e-293,-2.887621,-1.065402,1.822219,0.606
"730","ENSG00000183853","hurdle",1.95151060710347e-161,-1.4523472,-0.4891906,0.9631566,0.605
"536","ENSG00000158195","hurdle",5.85487291298955e-91,-0.5250891,0.300066,0.8251551,0.605
"361","ENSG00000132688","hurdle",0,-3.054207,-1.207995,1.846212,0.605
"353","ENSG00000131981","hurdle",7.54541511562282e-311,-2.944173,-1.102261,1.841912,0.605
"167","ENSG00000104368","hurdle",3.9538692648597e-251,-2.4785447,-0.5090419,1.9695028,0.604
"68","ENSG00000071282","hurdle",2.10545177630897e-255,-2.6475813,-0.7475947,1.8999866,0.604
