"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Astro","log2fold_change","Auc"
"353","ENSG00000245532","hurdle",0,1.73786,3.558092,1.820232,0.778
"90","ENSG00000111783","hurdle",0,-0.7867592,2.0803773,2.8671365,0.777
"191","ENSG00000144749","hurdle",0,-0.911183,1.880315,2.791498,0.773
"226","ENSG00000153944","hurdle",0,1.593095,3.575471,1.982376,0.772
"211","ENSG00000149090","hurdle",0,-1.294582,1.493137,2.787719,0.772
"206","ENSG00000148498","hurdle",0,0.2604704,2.3851968,2.1247264,0.772
"233","ENSG00000155324","hurdle",0,-0.8438498,1.6845272,2.528377,0.766
"130","ENSG00000125462","hurdle",0,0.09856233,2.07608435,1.97752202,0.766
"242","ENSG00000162407","hurdle",0,-1.38397,1.500972,2.884942,0.765
"31","ENSG00000076555","hurdle",0,-1.750373,1.031896,2.782269,0.762
"216","ENSG00000151012","hurdle",0,-1.801118,1.313696,3.114814,0.759
"30","ENSG00000072952","hurdle",0,-2.4584998,0.7454755,3.2039753,0.756
"290","ENSG00000172987","hurdle",0,-0.9804021,2.6664282,3.6468303,0.754
"241","ENSG00000162390","hurdle",0,-0.6525057,1.3241598,1.9766655,0.752
"21","ENSG00000064655","hurdle",0,-2.0391538,0.7250018,2.7641556,0.752
"155","ENSG00000135063","hurdle",0,-2.248332,1.018356,3.266688,0.75
"199","ENSG00000147509","hurdle",0,-1.841739,1.301391,3.14313,0.745
"60","ENSG00000101542","hurdle",0,1.369888,3.061005,1.691117,0.743
"255","ENSG00000164188","hurdle",0,-1.800065,1.168821,2.968886,0.742
"186","ENSG00000143772","hurdle",0,-1.393401,1.153581,2.546982,0.742
"39","ENSG00000080493","hurdle",0,0.5778103,2.6054172,2.0276069,0.741
"101","ENSG00000114790","hurdle",0,-1.838982,0.9486816,2.7876636,0.738
"312","ENSG00000183579","hurdle",0,0.2454721,2.4253049,2.1798328,0.737
"196","ENSG00000146005","hurdle",0,-1.713564,0.774592,2.488156,0.736
"80","ENSG00000107249","hurdle",0,1.343215,2.502195,1.15898,0.734
"161","ENSG00000135821","hurdle",0,-0.6570078,1.880413,2.5374208,0.733
"192","ENSG00000144908","hurdle",0,-2.727902,0.29119,3.019092,0.732
"18","ENSG00000056487","hurdle",0,-1.753058,0.68271,2.435768,0.732
"265","ENSG00000165795","hurdle",0,-1.3485274,0.6255743,1.9741017,0.73
"347","ENSG00000236197","hurdle",0,-0.425901,2.254906,2.680807,0.728
"254","ENSG00000164089","hurdle",0,-2.7910158,0.6765982,3.467614,0.728
"286","ENSG00000171885","hurdle",0,-1.397452,1.388033,2.785485,0.727
"178","ENSG00000139155","hurdle",0,-2.3041379,0.8033403,3.1074782,0.726
"102","ENSG00000115380","hurdle",0,-2.6191636,0.6892458,3.3084094,0.726
"343","ENSG00000231252","hurdle",0,-2.6063811,0.6606312,3.2670123,0.725
"316","ENSG00000184384","hurdle",0,0.7147564,2.3417261,1.6269697,0.724
"328","ENSG00000197360","hurdle",0,-1.223515,2.19147,3.414985,0.723
"50","ENSG00000092820","hurdle",0,-2.5750757,0.4659499,3.0410256,0.723
"56","ENSG00000100767","hurdle",0,-2.98766836,0.05788682,3.04555518,0.72
"88","ENSG00000110693","hurdle",0,1.118787,1.749805,0.631018,0.719
"363","ENSG00000262655","hurdle",0,-0.1243575,1.4249606,1.5493181,0.716
"338","ENSG00000215244","hurdle",0,-2.5219928,0.2185751,2.7405679,0.714
"152","ENSG00000134569","hurdle",0,-2.0179511,0.4402596,2.4582107,0.714
"330","ENSG00000198838","hurdle",0,1.842725,2.81983,0.977105,0.713
"79","ENSG00000107104","hurdle",0,-0.4317121,1.737571,2.1692831,0.713
"141","ENSG00000131095","hurdle",0,-1.045939,1.55799,2.603929,0.71
"182","ENSG00000141469","hurdle",0,-2.7687323,0.7042334,3.4729657,0.709
"197","ENSG00000146122","hurdle",0,-0.3373256,1.3034493,1.6407749,0.707
"169","ENSG00000137693","hurdle",0,-2.5044117,0.2506233,2.755035,0.705
"352","ENSG00000243069","hurdle",0,-1.6314468,0.6923904,2.3238372,0.704
"221","ENSG00000152661","hurdle",0,-2.480275,0.273001,2.753276,0.704
"62","ENSG00000101680","hurdle",0,-2.93962269,0.02298462,2.96260731,0.704
"73","ENSG00000105854","hurdle",0,-1.841542,0.5007034,2.3422454,0.702
"70","ENSG00000104313","hurdle",0,-2.1013909,0.4847274,2.5861183,0.7
"223","ENSG00000152990","hurdle",0,-1.10073,1.022824,2.123554,0.699
"302","ENSG00000178764","hurdle",0,-0.2429657,1.4580664,1.7010321,0.698
"288","ENSG00000172201","hurdle",0,-2.3074008,0.5597006,2.8671014,0.697
"240","ENSG00000161509","hurdle",0,-2.87606848,-0.08593856,2.79012992,0.697
"262","ENSG00000165092","hurdle",0,-1.8606878,0.8262197,2.6869075,0.696
"76","ENSG00000106278","hurdle",0,1.263351,2.212275,0.948924,0.696
"224","ENSG00000153208","hurdle",0,-1.33834,0.765876,2.104216,0.695
"59","ENSG00000101439","hurdle",0,-0.3172133,1.2048147,1.522028,0.695
"120","ENSG00000123104","hurdle",0,1.45927,2.236636,0.777366,0.694
"137","ENSG00000130203","hurdle",0,-1.4832551,0.6215736,2.1048287,0.693
"310","ENSG00000182175","hurdle",0,-1.4048594,0.3696151,1.7744745,0.691
"341","ENSG00000227036","hurdle",0,0.2138147,1.6042788,1.3904641,0.688
"340","ENSG00000226476","hurdle",0,-0.8641773,0.9872354,1.8514127,0.688
"305","ENSG00000179604","hurdle",0,-2.509413,0.1239256,2.6333386,0.687
"198","ENSG00000146648","hurdle",0,-0.5856171,0.8204825,1.4060996,0.687
"162","ENSG00000135838","hurdle",0,-1.3970898,0.6652112,2.062301,0.687
"193","ENSG00000145555","hurdle",0,-1.149976,0.714434,1.86441,0.686
"342","ENSG00000229847","hurdle",0,-2.46410261,-0.02822909,2.43587352,0.682
"315","ENSG00000184232","hurdle",0,-2.6433545,-0.1789223,2.4644322,0.682
"57","ENSG00000101144","hurdle",0,-2.418554,-0.1006368,2.3179172,0.682
"244","ENSG00000162599","hurdle",0,1.812537,2.945075,1.132538,0.681
"214","ENSG00000150760","hurdle",0,-0.0609425,1.0710798,1.1320223,0.681
"91","ENSG00000111907","hurdle",0,-1.2584794,0.9398254,2.1983048,0.681
"309","ENSG00000181722","hurdle",0,2.149772,3.620769,1.470997,0.679
"323","ENSG00000186998","hurdle",0,-2.0721898,-0.0226936,2.0494962,0.678
"318","ENSG00000185650","hurdle",0,-1.8466755,0.5238362,2.3705117,0.678
"112","ENSG00000117525","hurdle",0,-2.7732367,-0.1312842,2.6419525,0.678
"365","ENSG00000271904","hurdle",0,-1.349928,0.803548,2.153476,0.677
"296","ENSG00000176771","hurdle",0,1.253328,1.96856,0.715232,0.677
"264","ENSG00000165478","hurdle",0,-1.87121169,0.03895401,1.9101657,0.677
"185","ENSG00000143603","hurdle",0,-0.4406036,0.9916183,1.4322219,0.677
"165","ENSG00000136205","hurdle",0,-1.5307689,0.3056365,1.8364054,0.675
"55","ENSG00000100427","hurdle",0,-2.875463,-0.4901262,2.3853368,0.674
"367","ENSG00000286288","hurdle",0,-0.3499915,1.2580858,1.6080773,0.673
"231","ENSG00000154856","hurdle",0,-2.11526276,-0.03861919,2.07664357,0.673
"219","ENSG00000152284","hurdle",0,-2.00310496,0.03471276,2.03781772,0.673
"14","ENSG00000031081","hurdle",0,-1.6680278,0.1342036,1.8022314,0.672
"194","ENSG00000145794","hurdle",0,-0.776078,0.8323416,1.6084196,0.671
"325","ENSG00000188039","hurdle",0,-2.7553028,-0.1444491,2.6108537,0.67
"149","ENSG00000134376","hurdle",0,-0.1617022,1.4860353,1.6477375,0.67
"195","ENSG00000145832","hurdle",0,-2.1327621,-0.1002481,2.032514,0.669
"100","ENSG00000114698","hurdle",0,-2.38973642,-0.09365579,2.29608063,0.669
"269","ENSG00000166839","hurdle",0,-0.08267503,1.10872307,1.1913981,0.667
"36","ENSG00000079335","hurdle",0,-1.7614238,0.1905724,1.9519962,0.665
"215","ENSG00000150907","hurdle",0,-0.1024356,1.3141334,1.416569,0.664
"147","ENSG00000132669","hurdle",0,-0.1955611,1.0364991,1.2320602,0.664
"189","ENSG00000144040","hurdle",9.1311524578608e-300,1.225647,2.265125,1.039478,0.663
"128","ENSG00000125148","hurdle",0,-1.6405055,0.1328815,1.773387,0.663
"52","ENSG00000099139","hurdle",0,-0.04182341,0.7840982,0.82592161,0.661
"268","ENSG00000166689","hurdle",0,-1.6046073,0.2138935,1.8185008,0.66
"148","ENSG00000134250","hurdle",0,-1.92993019,-0.01168593,1.91824426,0.659
"300","ENSG00000178075","hurdle",0,-1.4185393,0.3418477,1.760387,0.658
"366","ENSG00000279082","hurdle",0,-3.04053326,0.03294188,3.07347514,0.657
"205","ENSG00000148482","hurdle",0,-3.0897799,-0.3775076,2.7122723,0.657
"144","ENSG00000132470","hurdle",0,-3.008759,-0.59083,2.417929,0.656
"94","ENSG00000113594","hurdle",0,0.1273189,1.4972526,1.3699337,0.656
"37","ENSG00000079337","hurdle",0,-2.2887394,-0.4911451,1.7975943,0.656
"263","ENSG00000165449","hurdle",0,-2.50581658,0.02476775,2.53058433,0.655
"234","ENSG00000156049","hurdle",0,-1.1811238,0.7037883,1.8849121,0.655
"92","ENSG00000111961","hurdle",4.96675713873576e-303,0.9143402,2.111419,1.1970788,0.655
"160","ENSG00000135744","hurdle",0,-2.7726729,-0.4593908,2.3132821,0.654
"150","ENSG00000134508","hurdle",0,-0.1583228,1.804908,1.9632308,0.654
"19","ENSG00000058866","hurdle",2.92522361697311e-306,0.9218052,1.476425,0.5546198,0.653
"358","ENSG00000253944","hurdle",0,-2.6641185,-0.2487186,2.4153999,0.651
"308","ENSG00000181449","hurdle",0,-1.8291783,-0.1237586,1.7054197,0.649
"146","ENSG00000132613","hurdle",0,-0.7008955,0.6702326,1.3711281,0.649
"48","ENSG00000091656","hurdle",1.75695606913658e-303,0.2252681,1.1247738,0.8995057,0.648
"273","ENSG00000167614","hurdle",4.31899364317615e-256,-0.2958576,0.6042669,0.9001245,0.647
"266","ENSG00000165895","hurdle",0,-1.236738,0.163311,1.400049,0.647
"253","ENSG00000164050","hurdle",0,-2.166311,-0.5430294,1.6232816,0.647
"246","ENSG00000162944","hurdle",0,-0.8752814,0.381632,1.2569134,0.647
"123","ENSG00000124145","hurdle",0,-3.0054436,-0.7240314,2.2814122,0.646
"89","ENSG00000111058","hurdle",0,-1.3904427,0.2460447,1.6364874,0.646
"173","ENSG00000138685","hurdle",0,-2.00509035,-0.05058593,1.95450442,0.645
"167","ENSG00000136869","hurdle",0,-2.8382149,-0.5472619,2.290953,0.644
"4","ENSG00000007372","hurdle",0,-2.8352684,-0.6856187,2.1496497,0.644
"297","ENSG00000177133","hurdle",0,-3.12413,-0.726429,2.397701,0.643
"139","ENSG00000130413","hurdle",3.43094204443351e-300,-0.4098847,0.7530251,1.1629098,0.643
"217","ENSG00000151322","hurdle",8.21985359994681e-240,3.603628,4.716359,1.112731,0.642
"284","ENSG00000171444","hurdle",9.42372488464451e-259,0.03170468,1.05267006,1.02096538,0.641
"294","ENSG00000174705","hurdle",1.46880775852144e-319,-1.1082983,0.2044844,1.3127827,0.64
"344","ENSG00000233237","hurdle",7.46042147622579e-287,-0.6855572,0.5799745,1.2655317,0.639
"250","ENSG00000163453","hurdle",0,-1.54867614,-0.09481694,1.4538592,0.639
"247","ENSG00000163110","hurdle",1.99109374987293e-280,-0.4064183,0.6203948,1.0268131,0.639
"210","ENSG00000148737","hurdle",7.76521137609058e-214,0.7014766,1.5113117,0.8098351,0.639
"334","ENSG00000205683","hurdle",1.43491629805321e-275,-0.692517,0.4447952,1.1373122,0.638
"97","ENSG00000113721","hurdle",0,-1.4116466,-0.1480604,1.2635862,0.638
"65","ENSG00000102935","hurdle",2.52017041819785e-298,-0.9589166,0.2170163,1.1759329,0.638
"45","ENSG00000087903","hurdle",9.23270161689513e-309,-1.1157275,0.1590958,1.2748233,0.638
"172","ENSG00000138639","hurdle",3.39419968612275e-298,1.094115,1.823467,0.729352,0.637
"22","ENSG00000066468","hurdle",2.04855455103759e-243,-0.06539524,1.05877476,1.12417,0.637
"275","ENSG00000168077","hurdle",0,-2.0702255,-0.4215059,1.6487196,0.636
"276","ENSG00000168309","hurdle",0,-1.6685521,-0.1727786,1.4957735,0.634
"158","ENSG00000135424","hurdle",0,-1.97754,-0.536178,1.441362,0.634
"98","ENSG00000113916","hurdle",0,-1.198625,0.297104,1.495729,0.634
"281","ENSG00000170075","hurdle",0,-2.5183648,-0.6832879,1.8350769,0.633
"129","ENSG00000125398","hurdle",0,-2.4333301,-0.5132271,1.920103,0.633
"337","ENSG00000214456","hurdle",0,-2.9455416,-0.8867949,2.0587467,0.632
"271","ENSG00000167191","hurdle",8.60798532004205e-235,-0.4344221,0.6342435,1.0686656,0.632
"176","ENSG00000138771","hurdle",3.54129779660942e-220,0.7277324,1.4575384,0.729806,0.632
"132","ENSG00000126785","hurdle",0,-1.592864647,-0.0007616133,1.5921030337,0.632
"2","ENSG00000004468","hurdle",0,-2.988541,-0.6665015,2.3220395,0.632
"333","ENSG00000205336","hurdle",0,-1.7968128,-0.3671822,1.4296306,0.631
"74","ENSG00000105894","hurdle",2.11965423371413e-251,0.008630086,1.268959426,1.26032934,0.631
"5","ENSG00000008311","hurdle",0,-1.683754,-0.1879806,1.4957734,0.631
"134","ENSG00000128849","hurdle",0,-1.856201,-0.4219915,1.4342095,0.629
"63","ENSG00000101849","hurdle",1.00999032662681e-235,-0.6007992,0.482653,1.0834522,0.629
"42","ENSG00000083857","hurdle",2.96439387504748e-323,-1.50174621,-0.08979201,1.4119542,0.628
"126","ENSG00000124942","hurdle",0,-2.2703163,-0.7121028,1.5582135,0.626
"208","ENSG00000148672","hurdle",0,0.1082117,1.3565205,1.2483088,0.625
"322","ENSG00000186951","hurdle",0,-2.013614,-0.516854,1.49676,0.623
"287","ENSG00000172164","hurdle",0,-2.0880019,-0.4123087,1.6756932,0.623
"237","ENSG00000159176","hurdle",8.13630344737769e-274,-1.4774244,-0.2712958,1.2061286,0.623
"207","ENSG00000148660","hurdle",2.82248547210284e-160,1.447552,1.949536,0.501984,0.623
"163","ENSG00000136002","hurdle",4.38982129010945e-216,0.7147731,1.7918782,1.0771051,0.623
"54","ENSG00000099954","hurdle",7.94279911349849e-253,-1.1007303,0.1581213,1.2588516,0.623
"71","ENSG00000104447","hurdle",5.64300941479444e-164,1.393786,2.287355,0.893569,0.621
"327","ENSG00000196935","hurdle",1.77777882085419e-182,-0.06358376,0.63611109,0.69969485,0.62
"285","ENSG00000171612","hurdle",0,-0.9938648,0.4588448,1.4527096,0.62
"58","ENSG00000101400","hurdle",4.77929735255116e-255,-1.05145671,0.09230471,1.14376142,0.62
"274","ENSG00000167772","hurdle",0,-2.94321343,0.01905396,2.96226739,0.619
"336","ENSG00000214402","hurdle",0,-2.4083,-0.905011,1.503289,0.618
"339","ENSG00000221932","hurdle",0,-2.518995,-0.637446,1.881549,0.617
"321","ENSG00000186815","hurdle",3.78264486775434e-215,-0.213909,0.7807254,0.9946344,0.616
"200","ENSG00000147576","hurdle",1.52084907504218e-281,-1.5022135,-0.2303123,1.2719012,0.616
"299","ENSG00000177807","hurdle",1.98088961265513e-306,-2.003987,-0.5902841,1.4137029,0.615
"203","ENSG00000148400","hurdle",0,-2.4181131,-0.9063695,1.5117436,0.615
"99","ENSG00000114315","hurdle",0,-2.4162038,-0.4459929,1.9702109,0.615
"278","ENSG00000168710","hurdle",1.55668049660204e-218,0.3294491,1.2586921,0.929243,0.614
"116","ENSG00000119938","hurdle",0,-2.6375252,-0.2656183,2.3719069,0.614
"164","ENSG00000136160","hurdle",0,-2.5600794,-0.6139498,1.9461296,0.613
"64","ENSG00000102362","hurdle",0,-2.9559585,-0.7795876,2.1763709,0.613
"51","ENSG00000092969","hurdle",1.01604465902149e-247,-1.4182453,-0.1233636,1.2948817,0.612
"170","ENSG00000137936","hurdle",8.23271273796883e-183,-0.8137649,0.1427678,0.9565327,0.611
"67","ENSG00000103528","hurdle",5.81258559182374e-186,-0.62104,0.1155832,0.7366232,0.61
"33","ENSG00000078246","hurdle",1.52702660429191e-290,-1.498169,-0.186742,1.311427,0.61
"212","ENSG00000149633","hurdle",3.93630100506996e-251,-1.6878232,-0.5594999,1.1283233,0.609
"53","ENSG00000099204","hurdle",5.76202717251382e-174,2.368479,3.023685,0.655206,0.609
"15","ENSG00000041982","hurdle",0,-2.6017,0.314702,2.916402,0.609
"138","ENSG00000130287","hurdle",3.27784818298674e-150,-0.2082435,0.6335425,0.841786,0.608
"135","ENSG00000129244","hurdle",3.40311993061153e-174,-0.89892826,-0.03007899,0.86884927,0.608
"46","ENSG00000089472","hurdle",0,-2.5608904,-0.8425612,1.7183292,0.608
"190","ENSG00000144649","hurdle",4.03967803564933e-234,-1.5567428,-0.2769957,1.2797471,0.607
"354","ENSG00000248429","hurdle",5.94925260603153e-250,-1.4103304,-0.4079725,1.0023579,0.606
"261","ENSG00000165029","hurdle",3.60904031996053e-206,-1.3216119,-0.1699205,1.1516914,0.606
"143","ENSG00000132321","hurdle",7.60495770588573e-144,-0.1161685,0.6601724,0.7763409,0.606
"140","ENSG00000130787","hurdle",4.15825161325307e-157,-0.4382918,0.3501204,0.7884122,0.606
"72","ENSG00000105088","hurdle",2.95722483597297e-151,-0.08535642,0.83600228,0.9213587,0.604
"229","ENSG00000154274","hurdle",0,-2.5188375,-0.7808329,1.7380046,0.603
"295","ENSG00000174776","hurdle",0,-2.2973639,-0.1316814,2.1656825,0.602
"220","ENSG00000152518","hurdle",2.16400752878466e-321,-2.2841784,-0.6613313,1.6228471,0.602
"95","ENSG00000113645","hurdle",8.72956319895141e-158,0.1298844,0.7022292,0.5723448,0.602
"3","ENSG00000004799","hurdle",0,-2.61191751,0.04177459,2.6536921,0.602
"331","ENSG00000203876","hurdle",1.11279420676189e-218,-1.5166172,-0.3509061,1.1657111,0.601
"106","ENSG00000116132","hurdle",2.75613545729096e-198,-0.93222653,0.01511256,0.94733909,0.601
"171","ENSG00000138185","hurdle",1.50127640424125e-265,-1.98972,-0.5090931,1.4806269,0.6
"154","ENSG00000134824","hurdle",1.34797963158826e-222,-1.01966708,0.07966559,1.09933267,0.6
"47","ENSG00000091409","hurdle",4.71039227647669e-222,-1.7145566,-0.6217394,1.0928172,0.6
"277","ENSG00000168461","hurdle",7.98482572113216e-151,-0.7667847,0.1108903,0.877675,0.599
"248","ENSG00000163285","hurdle",2.35101277859603e-210,-1.4954528,-0.4559053,1.0395475,0.599
"235","ENSG00000156076","hurdle",0,-2.1878232,-0.1520837,2.0357395,0.599
"41","ENSG00000082781","hurdle",2.9856156561151e-241,-1.937915,-0.711509,1.226406,0.599
"291","ENSG00000173905","hurdle",6.53234649404625e-133,-0.4956389,0.2013343,0.6969732,0.598
"184","ENSG00000143514","hurdle",3.7886353500996e-192,-1.6177115,-0.5393361,1.0783754,0.598
"351","ENSG00000241316","hurdle",1.78406532715799e-176,-1.20844047,-0.03675832,1.17168215,0.597
"282","ENSG00000170345","hurdle",1.39559897930279e-249,-1.4203781,0.2897077,1.7100858,0.596
"249","ENSG00000163346","hurdle",0,-2.569842,-1.174455,1.395387,0.596
"8","ENSG00000011201","hurdle",9.71239799454309e-204,-1.4683419,-0.4814946,0.9868473,0.595
"84","ENSG00000109062","hurdle",0,-2.845904,-1.280559,1.565345,0.594
"317","ENSG00000185432","hurdle",8.42492702737321e-313,-2.423266,-1.018684,1.404582,0.593
"272","ENSG00000167601","hurdle",3.85615001673463e-304,-2.608727,-1.240599,1.368128,0.591
"236","ENSG00000158467","hurdle",5.32303606064488e-106,1.700286,2.602256,0.90197,0.591
"279","ENSG00000169439","hurdle",2.62193105911187e-158,-1.3365338,-0.2712958,1.065238,0.59
"270","ENSG00000166925","hurdle",1.91324280580397e-162,-1.6856987,-0.7475797,0.938119,0.589
"44","ENSG00000084636","hurdle",1.39670791860857e-141,-1.5046302,-0.6544665,0.8501637,0.589
"258","ENSG00000164877","hurdle",1.04500541760727e-126,-1.2915501,-0.4982976,0.7932525,0.588
"350","ENSG00000241231","hurdle",0,-2.3714086,-0.2294618,2.1419468,0.587
"307","ENSG00000180263","hurdle",2.65370422407014e-116,-0.2264328,0.2795874,0.5060202,0.587
"230","ENSG00000154310","hurdle",2.07373697476732e-111,2.753403,3.354299,0.600896,0.587
"204","ENSG00000148411","hurdle",4.32024824018781e-137,-1.3423089,-0.4588924,0.8834165,0.586
"125","ENSG00000124782","hurdle",3.50275559832435e-190,-1.7386714,-0.8257547,0.9129167,0.586
"26","ENSG00000069702","hurdle",2.80059051763761e-158,-1.658448,-0.6544665,1.0039815,0.586
"362","ENSG00000259417","hurdle",1.89035842465724e-225,-1.9079909,-0.8174243,1.0905666,0.584
"86","ENSG00000110090","hurdle",1.56368443096284e-158,-1.7403241,-0.8569367,0.8833874,0.584
"27","ENSG00000070759","hurdle",2.36572153923046e-108,-0.65718124,0.02583657,0.68301781,0.584
"122","ENSG00000124126","hurdle",9.63275508035022e-88,-0.169536,0.4711904,0.6407264,0.583
"177","ENSG00000139132","hurdle",1.25822733940698e-91,0.3716508,1.0880642,0.7164134,0.582
"119","ENSG00000123094","hurdle",8.61585492783214e-95,-0.4263443,0.2870357,0.71338,0.582
"329","ENSG00000198795","hurdle",1.12136568777192e-92,-0.3467709,0.2947413,0.6415122,0.581
"69","ENSG00000103811","hurdle",3.53633581696887e-269,-2.356264,-1.007707,1.348557,0.581
"78","ENSG00000106624","hurdle",0,-3.102713,-1.558485,1.544228,0.578
"32","ENSG00000077942","hurdle",4.94065645841247e-324,-2.920344,-1.507082,1.413262,0.577
"349","ENSG00000239381","hurdle",4.64762790156886e-134,-1.6165306,-0.5777832,1.0387474,0.576
"243","ENSG00000162496","hurdle",6.86793095987891e-202,-2.488585,-1.31894,1.169645,0.576
"222","ENSG00000152977","hurdle",2.87589532072e-143,-1.8167259,-0.8503846,0.9663413,0.576
"368","ENSG00000287706","hurdle",8.98478581062793e-214,-2.442269,-1.013551,1.428718,0.575
"289","ENSG00000172340","hurdle",4.65483579992892e-119,-1.4210406,-0.4618856,0.959155,0.575
"267","ENSG00000166033","hurdle",7.66209431387049e-90,-0.9419134,-0.2320146,0.7098988,0.575
"238","ENSG00000160307","hurdle",3.03123368155291e-106,-1.4296071,-0.6624786,0.7671285,0.575
"93","ENSG00000112715","hurdle",6.49598249016457e-158,-1.743359,-0.6740023,1.0693567,0.575
"280","ENSG00000169715","hurdle",7.19372180565034e-209,-2.559755,-1.339896,1.219859,0.574
"145","ENSG00000132530","hurdle",3.86944317443456e-233,-2.339606,-1.40178,0.937826,0.574
"17","ENSG00000049540","hurdle",3.52786690454214e-195,-2.367572,-1.018684,1.348888,0.574
"175","ENSG00000138756","hurdle",9.35395757565795e-82,0.3444916,1.0498707,0.7053791,0.573
"136","ENSG00000129521","hurdle",3.30106012379494e-107,-1.05003266,-0.07520331,0.97482935,0.573
"61","ENSG00000101605","hurdle",1.70802178862193e-149,-2.0590678,-0.9596703,1.0993975,0.573
"293","ENSG00000174628","hurdle",2.57045417364888e-70,-0.1440936,0.4575252,0.6016188,0.572
"260","ENSG00000164949","hurdle",7.09772839319182e-300,-2.7590207,-0.7360594,2.0229613,0.572
"104","ENSG00000115738","hurdle",9.45111305199431e-84,-0.4704662,0.3029939,0.7734601,0.572
"259","ENSG00000164904","hurdle",3.20733321224119e-133,-0.9683545,-0.03156061,0.93679389,0.571
"6","ENSG00000008394","hurdle",3.61105014238266e-76,-0.02488337,0.49479744,0.51968081,0.571
"357","ENSG00000251442","hurdle",0,-3.0136366,-0.8995896,2.114047,0.57
"335","ENSG00000211448","hurdle",3.93223269966935e-124,-1.8763511,-0.8694682,1.0068829,0.569
"251","ENSG00000163638","hurdle",8.19293289997122e-142,-1.866191,-0.664776,1.201415,0.569
"181","ENSG00000140545","hurdle",1.54998489636e-117,-1.75677,-1.05589,0.70088,0.569
"298","ENSG00000177606","hurdle",1.00478130623008e-127,-0.6228596,0.2828694,0.905729,0.568
"38","ENSG00000079482","hurdle",4.90637338101717e-59,1.279604,1.808535,0.528931,0.568
"364","ENSG00000266714","hurdle",4.15354672971936e-115,-2.085782,-1.289394,0.796388,0.567
"201","ENSG00000147588","hurdle",1.73854799385794e-110,-1.925536,-1.068002,0.857534,0.567
"66","ENSG00000103260","hurdle",3.84774543435137e-102,-1.1946545,-0.4539174,0.7407371,0.567
"25","ENSG00000069431","hurdle",3.05577398232465e-132,-1.79519,-1.050623,0.744567,0.567
"111","ENSG00000117519","hurdle",6.65249421705746e-76,-0.8953436,-0.1863294,0.7090142,0.566
"245","ENSG00000162733","hurdle",3.00995835648123e-108,-1.7420707,-0.9745552,0.7675155,0.565
"108","ENSG00000117115","hurdle",1.48588852888463e-89,-1.5399346,-0.8608823,0.6790523,0.565
"7","ENSG00000010282","hurdle",3.67840770311454e-83,-1.5616045,-0.8935148,0.6680897,0.565
"209","ENSG00000148700","hurdle",3.19465753548568e-79,1.217617,1.874393,0.656776,0.564
"359","ENSG00000254087","hurdle",2.0125130235108e-150,-2.361059,-1.276161,1.084898,0.562
"326","ENSG00000196781","hurdle",8.35270571081962e-55,-0.07098778,0.57657472,0.6475625,0.562
"202","ENSG00000148204","hurdle",1.72968055205625e-130,-2.43675,-1.512244,0.924506,0.562
"356","ENSG00000250166","hurdle",3.01606108608408e-49,0.4301459,1.0596448,0.6294989,0.561
