"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.OPC","log2fold_change","Auc"
"307","ENSG00000181938","hurdle",3.31351026650867e-85,-2.281951,-1.129051,1.1529,0.571
"184","ENSG00000144908","hurdle",4.38829597379143e-98,-2.176726,-1.404172,0.772554,0.571
"124","ENSG00000125820","hurdle",2.37969832858916e-130,-2.892059,-1.741932,1.150127,0.571
"186","ENSG00000146005","hurdle",2.74426079619551e-45,-1.3292984,-0.8016031,0.5276953,0.57
"39","ENSG00000084636","hurdle",3.06968557685513e-44,-1.4519559,-0.8251258,0.6268301,0.57
"196","ENSG00000148411","hurdle",5.10198085527876e-42,-1.2804524,-0.7556779,0.5247745,0.569
"77","ENSG00000105939","hurdle",1.4505766585556e-79,-2.308191,-1.376877,0.931314,0.569
"64","ENSG00000103175","hurdle",4.94724703050478e-69,-2.199644,-1.325651,0.873993,0.569
"284","ENSG00000173805","hurdle",4.83931590358091e-89,-2.469609,-1.514573,0.955036,0.568
"59","ENSG00000101605","hurdle",5.60449206574679e-62,-1.989036,-1.098474,0.890562,0.568
"321","ENSG00000186193","hurdle",7.06372727852275e-164,-3.091493,-1.896701,1.194792,0.567
"122","ENSG00000125355","hurdle",4.29057733680549e-152,-2.951422,-1.75945,1.191972,0.567
"396","ENSG00000266714","hurdle",1.83143150782801e-56,-2.048562,-1.256505,0.792057,0.566
"385","ENSG00000256043","hurdle",3.17711151873037e-86,-2.573069,-1.542463,1.030606,0.566
"323","ENSG00000186951","hurdle",2.67379153297123e-55,-1.86903,-1.185439,0.683591,0.566
"265","ENSG00000168874","hurdle",4.75638505131266e-135,-2.984557,-1.831729,1.152828,0.565
"294","ENSG00000177807","hurdle",1.04489955214507e-50,-1.871546,-1.228354,0.643192,0.563
"216","ENSG00000153993","hurdle",4.28375678421731e-75,-1.793776,-1.082637,0.711139,0.563
"195","ENSG00000148400","hurdle",1.72268908957653e-63,-2.278223,-1.46446,0.813763,0.563
"150","ENSG00000134716","hurdle",8.6449667582992e-74,-2.442882,-1.59766,0.845222,0.562
"52","ENSG00000100987","hurdle",1.32107434805144e-175,-3.166269,-1.967645,1.198624,0.562
"47","ENSG00000095739","hurdle",1.97504061166302e-134,-3.015899,-1.891174,1.124725,0.562
"255","ENSG00000165801","hurdle",2.00964703976854e-71,-2.555069,-1.685827,0.869242,0.561
"317","ENSG00000185432","hurdle",6.89406090633939e-57,-2.298262,-1.546802,0.75146,0.56
"51","ENSG00000100842","hurdle",1.12086591413965e-80,-2.687593,-1.756934,0.930659,0.56
"170","ENSG00000138646","hurdle",1.07302091334942e-105,-2.920633,-1.845025,1.075608,0.559
"157","ENSG00000136160","hurdle",2.42809831701815e-72,-2.327856,-1.599913,0.727943,0.559
"12","ENSG00000047617","hurdle",4.0005056457202e-78,-1.945568,-1.408113,0.537455,0.558
"360","ENSG00000215244","hurdle",1.1186941010308e-59,-2.062867,-1.431993,0.630874,0.557
"86","ENSG00000111846","hurdle",2.35902137336121e-72,-2.45851,-1.636439,0.822071,0.557
"60","ENSG00000102221","hurdle",8.3702840490872e-40,-1.82176,-1.148702,0.673058,0.557
"394","ENSG00000263146","hurdle",2.65255631860298e-103,-2.983928,-1.967645,1.016283,0.555
"140","ENSG00000132554","hurdle",2.9203319843868e-55,-2.333848,-1.493481,0.840367,0.554
"120","ENSG00000124766","hurdle",1.11478852375945e-30,-1.4806979,-0.8994731,0.5812248,0.554
"5","ENSG00000016391","hurdle",1.71021875147666e-36,-1.957752,-1.32007,0.637682,0.554
"391","ENSG00000259124","hurdle",2.05482408340514e-29,-1.403328,-0.8159324,0.5873956,0.551
"302","ENSG00000181381","hurdle",6.34442649451309e-50,-2.278223,-1.629519,0.648704,0.551
"266","ENSG00000168994","hurdle",1.82433111495677e-84,-2.922639,-1.979326,0.943313,0.551
"379","ENSG00000245213","hurdle",1.19615672552002e-29,-1.713981,-1.082637,0.631344,0.55
"361","ENSG00000215612","hurdle",3.90346933423734e-175,-3.25799,-2.19392,1.06407,0.55
"242","ENSG00000163565","hurdle",1.2152769417987e-47,-2.357527,-1.643391,0.714136,0.55
"181","ENSG00000144119","hurdle",3.46415720935838e-95,-2.976618,-2.085791,0.890827,0.55
"374","ENSG00000240184","hurdle",1.77130406961394e-86,-2.975785,-2.045324,0.930461,0.549
"359","ENSG00000213928","hurdle",2.6746823107814e-46,-2.39741,-1.645717,0.751693,0.549
"126","ENSG00000127241","hurdle",1.401124420333e-86,-2.966859,-2.005962,0.960897,0.549
"308","ENSG00000182103","hurdle",1.84065979547301e-59,-2.74641,-1.953174,0.793236,0.548
"154","ENSG00000135899","hurdle",1.20036763141891e-45,-2.447351,-1.712388,0.734963,0.548
"116","ENSG00000123096","hurdle",1.14195798666051e-33,-2.089655,-1.427985,0.66167,0.548
"152","ENSG00000134873","hurdle",2.80341799526321e-50,-2.591456,-1.79772,0.793736,0.547
"369","ENSG00000231252","hurdle",2.59314901837322e-44,-1.950982,-1.263629,0.687353,0.546
"330","ENSG00000188064","hurdle",2.74961661483738e-96,-3.093073,-2.197327,0.895746,0.546
"250","ENSG00000164649","hurdle",1.75786539425204e-83,-3.006085,-2.057655,0.94843,0.546
"121","ENSG00000125285","hurdle",7.42942093786469e-134,-3.220747,-2.242361,0.978386,0.546
"66","ENSG00000103335","hurdle",2.33621116395243e-54,-2.769326,-1.985203,0.784123,0.545
"381","ENSG00000247134","hurdle",2.77564310854203e-54,-2.592574,-1.736966,0.855608,0.544
"372","ENSG00000237797","hurdle",1.98469603993506e-101,-3.142001,-2.180374,0.961627,0.544
"209","ENSG00000152284","hurdle",9.63431127742845e-28,-1.742304,-1.152003,0.590301,0.544
"130","ENSG00000128242","hurdle",1.45218060889134e-37,-2.516242,-1.861145,0.655097,0.543
"37","ENSG00000081320","hurdle",2.96287768727407e-46,-2.526118,-1.893935,0.632183,0.543
"335","ENSG00000196169","hurdle",3.04983487469237e-84,-3.097824,-2.245884,0.85194,0.542
"306","ENSG00000181826","hurdle",1.00431224683508e-32,-2.190796,-1.634129,0.556667,0.542
"368","ENSG00000227640","hurdle",2.26340568754298e-56,-2.743217,-2.005962,0.737255,0.541
"79","ENSG00000106538","hurdle",4.32722814723456e-66,-2.992118,-2.207595,0.784523,0.541
"4","ENSG00000010278","hurdle",1.50292850840972e-27,-2.10267,-1.590924,0.511746,0.541
"73","ENSG00000105483","hurdle",1.99074016153937e-24,-2.17553,-1.671543,0.503987,0.54
"364","ENSG00000225472","hurdle",1.6754407286403e-38,-2.51231,-1.938847,0.573463,0.539
"230","ENSG00000162337","hurdle",3.50107146812662e-42,-2.732095,-2.057655,0.67444,0.539
"329","ENSG00000187773","hurdle",5.66889264622984e-36,-2.643429,-2.008952,0.634477,0.538
"223","ENSG00000155363","hurdle",6.86133718769288e-24,-2.254285,-1.751916,0.502369,0.538
"399","ENSG00000278041","hurdle",4.30797187560109e-58,-3.024058,-2.288846,0.735212,0.537
"191","ENSG00000147231","hurdle",2.12959636365319e-29,-2.464633,-1.919026,0.545607,0.537
"179","ENSG00000141756","hurdle",1.04821011784139e-45,-2.888135,-2.166953,0.721182,0.537
"169","ENSG00000138496","hurdle",4.13128271831201e-39,-2.704746,-2.066973,0.637773,0.536
"352","ENSG00000204291","hurdle",3.486023513157e-69,-3.010344,-2.321928,0.688416,0.535
"245","ENSG00000163820","hurdle",2.77837900215228e-29,-2.615261,-2.051476,0.563785,0.535
"103","ENSG00000115318","hurdle",1.24703354245167e-29,-2.602988,-2.023995,0.578993,0.535
"345","ENSG00000197921","hurdle",2.13643174605476e-44,-2.901521,-2.127425,0.774096,0.534
"125","ENSG00000127084","hurdle",5.00979377313781e-49,-2.983091,-2.296132,0.686959,0.534
"362","ENSG00000221963","hurdle",4.92674160192792e-51,-3.027507,-2.359599,0.667908,0.533
"311","ENSG00000182492","hurdle",1.63392866523366e-47,-2.869445,-2.252956,0.616489,0.533
"137","ENSG00000131941","hurdle",4.35477805088288e-31,-2.612993,-2.088951,0.524042,0.533
"70","ENSG00000104313","hurdle",1.95414511488392e-22,-1.6959465,-0.9985135,0.697433,0.533
"398","ENSG00000271811","hurdle",1.29117165938312e-59,-3.12366,-2.429988,0.693672,0.532
"371","ENSG00000235180","hurdle",9.51724105358314e-46,-2.99275,-2.36342,0.62933,0.532
"358","ENSG00000213366","hurdle",3.20762119405473e-32,-2.779649,-2.224873,0.554776,0.532
"341","ENSG00000197093","hurdle",1.70470007622338e-63,-3.157268,-2.454235,0.703033,0.532
"292","ENSG00000177303","hurdle",3.96154776524833e-29,-2.771493,-2.207595,0.563898,0.532
"291","ENSG00000176971","hurdle",1.42006851075856e-54,-3.079585,-2.429988,0.649597,0.532
"318","ENSG00000185610","hurdle",3.96129195680244e-52,-3.069551,-2.382682,0.686869,0.531
"380","ENSG00000246022","hurdle",4.53197990897596e-65,-3.176762,-2.406141,0.770621,0.53
"38","ENSG00000084093","hurdle",5.56101243102739e-22,-2.565059,-2.020974,0.544085,0.53
"263","ENSG00000167995","hurdle",3.28110545329833e-20,-2.579067,-2.060754,0.518313,0.529
"228","ENSG00000160219","hurdle",2.77344715168138e-39,-2.962933,-2.333126,0.629807,0.529
"262","ENSG00000166801","hurdle",1.23326464064536e-34,-2.984766,-2.421995,0.562771,0.528
"246","ENSG00000163884","hurdle",6.74049866206624e-23,-2.67689,-2.133938,0.542952,0.528
"161","ENSG00000136732","hurdle",1.95674302040186e-45,-3.102363,-2.466514,0.635849,0.528
"135","ENSG00000130876","hurdle",2.37673560651281e-36,-3.004597,-2.438025,0.566572,0.527
"331","ENSG00000188643","hurdle",2.24747048273873e-36,-3.096918,-2.525236,0.571682,0.525
"240","ENSG00000163431","hurdle",4.04712050627628e-29,-2.953471,-2.367252,0.586219,0.525
"343","ENSG00000197496","hurdle",1.86483814517395e-42,-3.160578,-2.586451,0.574127,0.524
"139","ENSG00000132205","hurdle",1.31132817165893e-25,-3.07133,-2.542463,0.528867,0.519
