"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Astro","log2fold_change","Auc"
"209","ENSG00000178764","hurdle",0,-0.2429657,1.4580664,1.7010321,0.698
"200","ENSG00000172201","hurdle",0,-2.3074008,0.5597006,2.8671014,0.697
"165","ENSG00000161509","hurdle",0,-2.87606848,-0.08593856,2.79012992,0.697
"178","ENSG00000165092","hurdle",0,-1.8606878,0.8262197,2.6869075,0.696
"53","ENSG00000106278","hurdle",0,1.263351,2.212275,0.948924,0.696
"154","ENSG00000153208","hurdle",0,-1.33834,0.765876,2.104216,0.695
"40","ENSG00000101439","hurdle",0,-0.3172133,1.2048147,1.522028,0.695
"79","ENSG00000123104","hurdle",0,1.45927,2.236636,0.777366,0.694
"91","ENSG00000130203","hurdle",0,-1.4832551,0.6215736,2.1048287,0.693
"215","ENSG00000182175","hurdle",0,-1.4048594,0.3696151,1.7744745,0.691
"234","ENSG00000227036","hurdle",0,0.2138147,1.6042788,1.3904641,0.688
"233","ENSG00000226476","hurdle",0,-0.8641773,0.9872354,1.8514127,0.688
"211","ENSG00000179604","hurdle",0,-2.509413,0.1239256,2.6333386,0.687
"133","ENSG00000146648","hurdle",0,-0.5856171,0.8204825,1.4060996,0.687
"107","ENSG00000135838","hurdle",0,-1.3970898,0.6652112,2.062301,0.687
"128","ENSG00000145555","hurdle",0,-1.149976,0.714434,1.86441,0.686
"219","ENSG00000184232","hurdle",0,-2.6433545,-0.1789223,2.4644322,0.682
"39","ENSG00000101144","hurdle",0,-2.418554,-0.1006368,2.3179172,0.682
"168","ENSG00000162599","hurdle",0,1.812537,2.945075,1.132538,0.681
"145","ENSG00000150760","hurdle",0,-0.0609425,1.0710798,1.1320223,0.681
"62","ENSG00000111907","hurdle",0,-1.2584794,0.9398254,2.1983048,0.681
"214","ENSG00000181722","hurdle",0,2.149772,3.620769,1.470997,0.679
"225","ENSG00000186998","hurdle",0,-2.0721898,-0.0226936,2.0494962,0.678
"221","ENSG00000185650","hurdle",0,-1.8466755,0.5238362,2.3705117,0.678
"75","ENSG00000117525","hurdle",0,-2.7732367,-0.1312842,2.6419525,0.678
"248","ENSG00000271904","hurdle",0,-1.349928,0.803548,2.153476,0.677
"206","ENSG00000176771","hurdle",0,1.253328,1.96856,0.715232,0.677
"179","ENSG00000165478","hurdle",0,-1.87121169,0.03895401,1.9101657,0.677
"123","ENSG00000143603","hurdle",0,-0.4406036,0.9916183,1.4322219,0.677
"109","ENSG00000136205","hurdle",0,-1.5307689,0.3056365,1.8364054,0.675
"37","ENSG00000100427","hurdle",0,-2.875463,-0.4901262,2.3853368,0.674
"249","ENSG00000286288","hurdle",0,-0.3499915,1.2580858,1.6080773,0.673
"158","ENSG00000154856","hurdle",0,-2.11526276,-0.03861919,2.07664357,0.673
"149","ENSG00000152284","hurdle",0,-2.00310496,0.03471276,2.03781772,0.673
"9","ENSG00000031081","hurdle",0,-1.6680278,0.1342036,1.8022314,0.672
"129","ENSG00000145794","hurdle",0,-0.776078,0.8323416,1.6084196,0.671
"99","ENSG00000134376","hurdle",0,-0.1617022,1.4860353,1.6477375,0.67
"130","ENSG00000145832","hurdle",0,-2.1327621,-0.1002481,2.032514,0.669
"68","ENSG00000114698","hurdle",0,-2.38973642,-0.09365579,2.29608063,0.669
"184","ENSG00000166839","hurdle",0,-0.08267503,1.10872307,1.1913981,0.667
"24","ENSG00000079335","hurdle",0,-1.7614238,0.1905724,1.9519962,0.665
"146","ENSG00000150907","hurdle",0,-0.1024356,1.3141334,1.416569,0.664
"97","ENSG00000132669","hurdle",0,-0.1955611,1.0364991,1.2320602,0.664
"125","ENSG00000144040","hurdle",9.25813549317582e-300,1.225647,2.265125,1.039478,0.663
"85","ENSG00000125148","hurdle",0,-1.6405055,0.1328815,1.773387,0.663
"34","ENSG00000099139","hurdle",0,-0.04182341,0.7840982,0.82592161,0.661
"183","ENSG00000166689","hurdle",0,-1.6046073,0.2138935,1.8185008,0.66
"98","ENSG00000134250","hurdle",0,-1.92993019,-0.01168593,1.91824426,0.659
"64","ENSG00000113594","hurdle",0,0.1273189,1.4972526,1.3699337,0.656
"25","ENSG00000079337","hurdle",0,-2.2887394,-0.4911451,1.7975943,0.656
"161","ENSG00000156049","hurdle",0,-1.1811238,0.7037883,1.8849121,0.655
"63","ENSG00000111961","hurdle",5.19696304922682e-303,0.9143402,2.111419,1.1970788,0.655
"105","ENSG00000135744","hurdle",0,-2.7726729,-0.4593908,2.3132821,0.654
"100","ENSG00000134508","hurdle",0,-0.1583228,1.804908,1.9632308,0.654
"13","ENSG00000058866","hurdle",2.92570173610423e-306,0.9218052,1.476425,0.5546198,0.653
"213","ENSG00000181449","hurdle",0,-1.8291783,-0.1237586,1.7054197,0.649
"96","ENSG00000132613","hurdle",0,-0.7008955,0.6702326,1.3711281,0.649
"32","ENSG00000091656","hurdle",1.75710732121169e-303,0.2252681,1.1247738,0.8995057,0.648
"188","ENSG00000167614","hurdle",4.40765439778288e-256,-0.2958576,0.6042669,0.9001245,0.647
"181","ENSG00000165895","hurdle",0,-1.236738,0.163311,1.400049,0.647
"172","ENSG00000164050","hurdle",0,-2.166311,-0.5430294,1.6232816,0.647
"169","ENSG00000162944","hurdle",0,-0.8752814,0.381632,1.2569134,0.647
"92","ENSG00000130413","hurdle",3.43322376626276e-300,-0.4098847,0.7530251,1.1629098,0.643
"148","ENSG00000151322","hurdle",8.29565862396448e-240,3.603628,4.716359,1.112731,0.642
"197","ENSG00000171444","hurdle",9.48056383633207e-259,0.03170468,1.05267006,1.02096538,0.641
"205","ENSG00000174705","hurdle",1.63441856300743e-319,-1.1082983,0.2044844,1.3127827,0.64
"236","ENSG00000233237","hurdle",7.77467151189945e-287,-0.6855572,0.5799745,1.2655317,0.639
"171","ENSG00000163453","hurdle",0,-1.54867614,-0.09481694,1.4538592,0.639
"170","ENSG00000163110","hurdle",1.99424068430777e-280,-0.4064183,0.6203948,1.0268131,0.639
"142","ENSG00000148737","hurdle",7.83363914928735e-214,0.7014766,1.5113117,0.8098351,0.639
"231","ENSG00000205683","hurdle",1.44889875563105e-275,-0.692517,0.4447952,1.1373122,0.638
"65","ENSG00000113721","hurdle",0,-1.4116466,-0.1480604,1.2635862,0.638
"43","ENSG00000102935","hurdle",2.55217487464461e-298,-0.9589166,0.2170163,1.1759329,0.638
"114","ENSG00000138639","hurdle",3.40320128843181e-298,1.094115,1.823467,0.729352,0.637
"15","ENSG00000066468","hurdle",2.10406998486498e-243,-0.06539524,1.05877476,1.12417,0.637
"190","ENSG00000168309","hurdle",0,-1.6685521,-0.1727786,1.4957735,0.634
"66","ENSG00000113916","hurdle",0,-1.198625,0.297104,1.495729,0.634
"194","ENSG00000170075","hurdle",0,-2.5183648,-0.6832879,1.8350769,0.633
"186","ENSG00000167191","hurdle",9.01911469875464e-235,-0.4344221,0.6342435,1.0686656,0.632
"117","ENSG00000138771","hurdle",3.54191632613834e-220,0.7277324,1.4575384,0.729806,0.632
"87","ENSG00000126785","hurdle",0,-1.592864647,-0.0007616133,1.5921030337,0.632
"230","ENSG00000205336","hurdle",0,-1.7968128,-0.3671822,1.4296306,0.631
"51","ENSG00000105894","hurdle",2.24544426678245e-251,0.008630086,1.268959426,1.26032934,0.631
"2","ENSG00000008311","hurdle",0,-1.683754,-0.1879806,1.4957734,0.631
"89","ENSG00000128849","hurdle",0,-1.856201,-0.4219915,1.4342095,0.629
"42","ENSG00000101849","hurdle",1.02527250822453e-235,-0.6007992,0.482653,1.0834522,0.629
"84","ENSG00000124942","hurdle",0,-2.2703163,-0.7121028,1.5582135,0.626
"140","ENSG00000148672","hurdle",0,0.1082117,1.3565205,1.2483088,0.625
"224","ENSG00000186951","hurdle",0,-2.013614,-0.516854,1.49676,0.623
"199","ENSG00000172164","hurdle",0,-2.0880019,-0.4123087,1.6756932,0.623
"163","ENSG00000159176","hurdle",9.41566662458616e-274,-1.4774244,-0.2712958,1.2061286,0.623
"139","ENSG00000148660","hurdle",2.83405227703768e-160,1.447552,1.949536,0.501984,0.623
"108","ENSG00000136002","hurdle",4.59935731589867e-216,0.7147731,1.7918782,1.0771051,0.623
"36","ENSG00000099954","hurdle",8.32548490476817e-253,-1.1007303,0.1581213,1.2588516,0.623
"48","ENSG00000104447","hurdle",5.71571446020772e-164,1.393786,2.287355,0.893569,0.621
"226","ENSG00000196935","hurdle",1.78243434696443e-182,-0.06358376,0.63611109,0.69969485,0.62
"189","ENSG00000167772","hurdle",0,-2.94321343,0.01905396,2.96226739,0.619
"223","ENSG00000186815","hurdle",4.14625151790798e-215,-0.213909,0.7807254,0.9946344,0.616
"208","ENSG00000177807","hurdle",2.31313462141413e-306,-2.003987,-0.5902841,1.4137029,0.615
"136","ENSG00000148400","hurdle",0,-2.4181131,-0.9063695,1.5117436,0.615
"67","ENSG00000114315","hurdle",0,-2.4162038,-0.4459929,1.9702109,0.615
"192","ENSG00000168710","hurdle",1.68510025366688e-218,0.3294491,1.2586921,0.929243,0.614
"112","ENSG00000137936","hurdle",8.29416904325807e-183,-0.8137649,0.1427678,0.9565327,0.611
"45","ENSG00000103528","hurdle",5.8163008001162e-186,-0.62104,0.1155832,0.7366232,0.61
"144","ENSG00000149633","hurdle",3.93729266120365e-251,-1.6878232,-0.5594999,1.1283233,0.609
"35","ENSG00000099204","hurdle",5.7665774463434e-174,2.368479,3.023685,0.655206,0.609
"10","ENSG00000041982","hurdle",0,-2.6017,0.314702,2.916402,0.609
"90","ENSG00000129244","hurdle",3.41176269162858e-174,-0.89892826,-0.03007899,0.86884927,0.608
"177","ENSG00000165029","hurdle",3.70935200469567e-206,-1.3216119,-0.1699205,1.1516914,0.606
"93","ENSG00000130787","hurdle",4.41305941253809e-157,-0.4382918,0.3501204,0.7884122,0.606
"49","ENSG00000105088","hurdle",3.06116537639319e-151,-0.08535642,0.83600228,0.9213587,0.604
"150","ENSG00000152518","hurdle",2.65807317462591e-321,-2.2841784,-0.6613313,1.6228471,0.602
"1","ENSG00000004799","hurdle",0,-2.61191751,0.04177459,2.6536921,0.602
"73","ENSG00000116132","hurdle",2.75841237428344e-198,-0.93222653,0.01511256,0.94733909,0.601
"113","ENSG00000138185","hurdle",1.64302888274573e-265,-1.98972,-0.5090931,1.4806269,0.6
"31","ENSG00000091409","hurdle",4.71953038057169e-222,-1.7145566,-0.6217394,1.0928172,0.6
"191","ENSG00000168461","hurdle",8.0225512357885e-151,-0.7667847,0.1108903,0.877675,0.599
"29","ENSG00000082781","hurdle",2.99049615296631e-241,-1.937915,-0.711509,1.226406,0.599
"203","ENSG00000173905","hurdle",6.54772690995241e-133,-0.4956389,0.2013343,0.6969732,0.598
"195","ENSG00000170345","hurdle",1.53624723029526e-249,-1.4203781,0.2897077,1.7100858,0.596
"4","ENSG00000011201","hurdle",9.71968814353175e-204,-1.4683419,-0.4814946,0.9868473,0.595
"187","ENSG00000167601","hurdle",3.92858975491278e-304,-2.608727,-1.240599,1.368128,0.591
"162","ENSG00000158467","hurdle",5.38161077302303e-106,1.700286,2.602256,0.90197,0.591
"185","ENSG00000166925","hurdle",2.20123949224935e-162,-1.6856987,-0.7475797,0.938119,0.589
"30","ENSG00000084636","hurdle",1.44928096829819e-141,-1.5046302,-0.6544665,0.8501637,0.589
"137","ENSG00000148411","hurdle",4.6234164522667e-137,-1.3423089,-0.4588924,0.8834165,0.586
"83","ENSG00000124782","hurdle",3.57821916226664e-190,-1.7386714,-0.8257547,0.9129167,0.586
"18","ENSG00000070759","hurdle",2.36744779924199e-108,-0.65718124,0.02583657,0.68301781,0.584
"81","ENSG00000124126","hurdle",9.72944621066091e-88,-0.169536,0.4711904,0.6407264,0.583
"118","ENSG00000139132","hurdle",1.28273005584566e-91,0.3716508,1.0880642,0.7164134,0.582
"78","ENSG00000123094","hurdle",8.68819732784992e-95,-0.4263443,0.2870357,0.71338,0.582
"228","ENSG00000198795","hurdle",1.12294366196378e-92,-0.3467709,0.2947413,0.6415122,0.581
"152","ENSG00000152977","hurdle",2.87862710777397e-143,-1.8167259,-0.8503846,0.9663413,0.576
"250","ENSG00000287706","hurdle",1.02833403512818e-213,-2.442269,-1.013551,1.428718,0.575
"201","ENSG00000172340","hurdle",4.89864007207428e-119,-1.4210406,-0.4618856,0.959155,0.575
"182","ENSG00000166033","hurdle",7.84634352989522e-90,-0.9419134,-0.2320146,0.7098988,0.575
"164","ENSG00000160307","hurdle",3.0435237443099e-106,-1.4296071,-0.6624786,0.7671285,0.575
"193","ENSG00000169715","hurdle",8.25476531171438e-209,-2.559755,-1.339896,1.219859,0.574
"95","ENSG00000132530","hurdle",4.25224684140577e-233,-2.339606,-1.40178,0.937826,0.574
"116","ENSG00000138756","hurdle",9.55257384852985e-82,0.3444916,1.0498707,0.7053791,0.573
"71","ENSG00000115738","hurdle",9.6616413032293e-84,-0.4704662,0.3029939,0.7734601,0.572
"207","ENSG00000177606","hurdle",1.1021232334484e-127,-0.6228596,0.2828694,0.905729,0.568
"26","ENSG00000079482","hurdle",4.91099712063233e-59,1.279604,1.808535,0.528931,0.568
"247","ENSG00000266714","hurdle",4.1592993126406e-115,-2.085782,-1.289394,0.796388,0.567
"135","ENSG00000147588","hurdle",1.75353934255274e-110,-1.925536,-1.068002,0.857534,0.567
"44","ENSG00000103260","hurdle",4.38735584769295e-102,-1.1946545,-0.4539174,0.7407371,0.567
"74","ENSG00000117115","hurdle",1.4858887029811e-89,-1.5399346,-0.8608823,0.6790523,0.565
"3","ENSG00000010282","hurdle",3.68839868949457e-83,-1.5616045,-0.8935148,0.6680897,0.565
"141","ENSG00000148700","hurdle",3.25640875151293e-79,1.217617,1.874393,0.656776,0.564
"244","ENSG00000254087","hurdle",2.01354537834915e-150,-2.361059,-1.276161,1.084898,0.562
"176","ENSG00000164292","hurdle",8.33850684201362e-55,0.1027423,0.6822581,0.5795158,0.56
"8","ENSG00000026025","hurdle",6.83921815183444e-137,-2.348121,-1.410428,0.937693,0.56
"245","ENSG00000257585","hurdle",1.10369602280718e-83,0.09099233,1.4695024,1.37851007,0.559
"76","ENSG00000119280","hurdle",1.47478965727154e-99,-1.8061099,-0.9624937,0.8436162,0.559
"23","ENSG00000079308","hurdle",5.29287021023546e-73,-1.3982489,-0.8861246,0.5121243,0.559
"212","ENSG00000179796","hurdle",3.66802583169299e-50,-0.2716899,0.4888672,0.7605571,0.555
"204","ENSG00000173926","hurdle",1.99009376384998e-67,-1.3069109,-0.5456733,0.7612376,0.555
"196","ENSG00000171223","hurdle",7.29938853794298e-102,-1.6399055,-0.6624786,0.9774269,0.553
"5","ENSG00000012171","hurdle",3.35002280959546e-74,-1.76161,-1.165481,0.596129,0.553
"52","ENSG00000106211","hurdle",1.75105833217103e-122,-1.1552942,0.1242583,1.2795525,0.55
"101","ENSG00000134533","hurdle",1.00220206492568e-45,-0.1147089,0.5406341,0.655343,0.549
"58","ENSG00000109099","hurdle",3.28951417764149e-51,-1.662011,-1.07257,0.589441,0.548
"238","ENSG00000235823","hurdle",1.65067318758269e-44,-1.1998878,-0.6636269,0.5362609,0.547
"155","ENSG00000153234","hurdle",1.37577426630679e-62,-1.5505275,-0.6340659,0.9164616,0.537
"243","ENSG00000249306","hurdle",8.45965157367383e-105,-2.0525513,-0.8334873,1.219064,0.513
"77","ENSG00000119508","hurdle",1.0259222298602e-101,-1.2764179,-0.1392486,1.1371693,0.512
"19","ENSG00000072274","hurdle",3.00091156752628e-258,-0.2145151,1.2651931,1.4797082,0.506
"6","ENSG00000012660","hurdle",9.98996847003951e-190,0.4960251,1.6400834,1.1440583,0.492
"80","ENSG00000123358","hurdle",4.12191917645133e-114,-0.63156612,-0.09675428,0.53481184,0.486
"16","ENSG00000067064","hurdle",6.14234186224597e-142,0.1213403,0.7692836,0.6479433,0.474
