"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.EndoMural","log2fold_change","Auc"
"81","ENSG00000231607","hurdle",4.48608992310234e-58,1.059606,1.572356,0.51275,0.596
"41","ENSG00000143772","hurdle",5.22610987622414e-87,-1.02991122,0.05234559,1.08225681,0.594
"55","ENSG00000157483","hurdle",2.20929399298533e-82,-0.6040756,0.5328435,1.1369191,0.592
"53","ENSG00000155324","hurdle",1.14406383912229e-64,-0.44936873,0.06901914,0.51838787,0.588
"36","ENSG00000136205","hurdle",2.43408336960851e-91,-1.3235234,-0.6394527,0.6840707,0.585
"6","ENSG00000076555","hurdle",2.05491731348056e-75,-1.284031,-0.5862673,0.6977637,0.584
"75","ENSG00000184005","hurdle",1.11392175734865e-143,1.66417,2.761802,1.097632,0.583
"22","ENSG00000115468","hurdle",1.0555020944415e-73,-1.374494,-0.641538,0.732956,0.583
"73","ENSG00000182185","hurdle",3.98327739034903e-53,0.1278321,0.8756361,0.747804,0.581
"45","ENSG00000147403","hurdle",6.67069713145934e-42,0.2325307,0.7992872,0.5667565,0.572
"26","ENSG00000123094","hurdle",5.54068643727743e-41,-0.397027,0.3076515,0.7046785,0.568
"85","ENSG00000250722","hurdle",1.9319785544674e-55,-1.7090688,-0.9758572,0.7332116,0.564
"13","ENSG00000099954","hurdle",1.9644257213106e-35,-0.9912043,-0.4366461,0.5545582,0.561
"67","ENSG00000170345","hurdle",9.20004062453109e-49,-1.2516527,-0.3720317,0.879621,0.56
"64","ENSG00000167641","hurdle",3.58244221644048e-44,-1.667196,-1.143039,0.524157,0.556
"33","ENSG00000130203","hurdle",1.74506955044117e-25,-1.2120833,-0.5683045,0.6437788,0.546
"32","ENSG00000130066","hurdle",4.23248981851011e-17,0.1347227,0.6761896,0.5414669,0.538
