"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Astro","log2fold_change","Auc"
"89","ENSG00000165795","hurdle",0,-1.3485274,0.6255743,1.9741017,0.73
"114","ENSG00000236197","hurdle",0,-0.425901,2.254906,2.680807,0.728
"96","ENSG00000171885","hurdle",0,-1.397452,1.388033,2.785485,0.727
"105","ENSG00000184384","hurdle",0,0.7147564,2.3417261,1.6269697,0.724
"109","ENSG00000197360","hurdle",0,-1.223515,2.19147,3.414985,0.723
"32","ENSG00000110693","hurdle",0,1.118787,1.749805,0.631018,0.719
"118","ENSG00000262655","hurdle",0,-0.1243575,1.4249606,1.5493181,0.716
"51","ENSG00000134569","hurdle",0,-2.0179511,0.4402596,2.4582107,0.714
"110","ENSG00000198838","hurdle",0,1.842725,2.81983,0.977105,0.713
"28","ENSG00000107104","hurdle",0,-0.4317121,1.737571,2.1692831,0.713
"47","ENSG00000131095","hurdle",0,-1.045939,1.55799,2.603929,0.71
"65","ENSG00000146122","hurdle",0,-0.3373256,1.3034493,1.6407749,0.707
"24","ENSG00000105854","hurdle",0,-1.841542,0.5007034,2.3422454,0.702
"99","ENSG00000178764","hurdle",0,-0.2429657,1.4580664,1.7010321,0.698
"26","ENSG00000106278","hurdle",0,1.263351,2.212275,0.948924,0.696
"75","ENSG00000153208","hurdle",0,-1.33834,0.765876,2.104216,0.695
"19","ENSG00000101439","hurdle",0,-0.3172133,1.2048147,1.522028,0.695
"39","ENSG00000123104","hurdle",0,1.45927,2.236636,0.777366,0.694
"45","ENSG00000130203","hurdle",0,-1.4832551,0.6215736,2.1048287,0.693
"112","ENSG00000227036","hurdle",0,0.2138147,1.6042788,1.3904641,0.688
"66","ENSG00000146648","hurdle",0,-0.5856171,0.8204825,1.4060996,0.687
"63","ENSG00000145555","hurdle",0,-1.149976,0.714434,1.86441,0.686
"83","ENSG00000162599","hurdle",0,1.812537,2.945075,1.132538,0.681
"71","ENSG00000150760","hurdle",0,-0.0609425,1.0710798,1.1320223,0.681
"101","ENSG00000181722","hurdle",0,2.149772,3.620769,1.470997,0.679
"106","ENSG00000185650","hurdle",0,-1.8466755,0.5238362,2.3705117,0.678
"98","ENSG00000176771","hurdle",0,1.253328,1.96856,0.715232,0.677
"88","ENSG00000165478","hurdle",0,-1.87121169,0.03895401,1.9101657,0.677
"54","ENSG00000136205","hurdle",0,-1.5307689,0.3056365,1.8364054,0.675
"4","ENSG00000031081","hurdle",0,-1.6680278,0.1342036,1.8022314,0.672
"64","ENSG00000145794","hurdle",0,-0.776078,0.8323416,1.6084196,0.671
"49","ENSG00000134376","hurdle",0,-0.1617022,1.4860353,1.6477375,0.67
"72","ENSG00000150907","hurdle",0,-0.1024356,1.3141334,1.416569,0.664
"48","ENSG00000132669","hurdle",0,-0.1955611,1.0364991,1.2320602,0.664
"42","ENSG00000125148","hurdle",0,-1.6405055,0.1328815,1.773387,0.663
"16","ENSG00000099139","hurdle",0,-0.04182341,0.7840982,0.82592161,0.661
"35","ENSG00000113594","hurdle",0,0.1273189,1.4972526,1.3699337,0.656
"34","ENSG00000111961","hurdle",6.04134894970592e-303,0.9143402,2.111419,1.1970788,0.655
"50","ENSG00000134508","hurdle",0,-0.1583228,1.804908,1.9632308,0.654
"6","ENSG00000058866","hurdle",2.92729108024444e-306,0.9218052,1.476425,0.5546198,0.653
"15","ENSG00000091656","hurdle",1.7576098390419e-303,0.2252681,1.1247738,0.8995057,0.648
"90","ENSG00000165895","hurdle",0,-1.236738,0.163311,1.400049,0.647
"84","ENSG00000162944","hurdle",0,-0.8752814,0.381632,1.2569134,0.647
"74","ENSG00000151322","hurdle",8.55272437930234e-240,3.603628,4.716359,1.112731,0.642
"95","ENSG00000171444","hurdle",9.67181872510617e-259,0.03170468,1.05267006,1.02096538,0.641
"86","ENSG00000163453","hurdle",0,-1.54867614,-0.09481694,1.4538592,0.639
"85","ENSG00000163110","hurdle",2.0047242082376e-280,-0.4064183,0.6203948,1.0268131,0.639
"68","ENSG00000148737","hurdle",8.06537006452687e-214,0.7014766,1.5113117,0.8098351,0.639
"111","ENSG00000205683","hurdle",1.49627751656841e-275,-0.692517,0.4447952,1.1373122,0.638
"56","ENSG00000138639","hurdle",3.43328599946092e-298,1.094115,1.823467,0.729352,0.637
"7","ENSG00000066468","hurdle",2.29945276833884e-243,-0.06539524,1.05877476,1.12417,0.637
"92","ENSG00000167191","hurdle",1.05296523378186e-234,-0.4344221,0.6342435,1.0686656,0.632
"25","ENSG00000105894","hurdle",2.71929324194973e-251,0.008630086,1.268959426,1.26032934,0.631
"21","ENSG00000101849","hurdle",1.07766293789066e-235,-0.6007992,0.482653,1.0834522,0.629
"80","ENSG00000159176","hurdle",1.52559554382561e-273,-1.4774244,-0.2712958,1.2061286,0.623
"18","ENSG00000099954","hurdle",9.73069659540607e-253,-1.1007303,0.1581213,1.2588516,0.623
"23","ENSG00000104447","hurdle",5.96414861967207e-164,1.393786,2.287355,0.893569,0.621
"108","ENSG00000196935","hurdle",1.79798291867075e-182,-0.06358376,0.63611109,0.69969485,0.62
"70","ENSG00000149633","hurdle",3.94057171460146e-251,-1.6878232,-0.5594999,1.1283233,0.609
"17","ENSG00000099204","hurdle",5.78172813986325e-174,2.368479,3.023685,0.655206,0.609
"46","ENSG00000130787","hurdle",5.37572889639171e-157,-0.4382918,0.3501204,0.7884122,0.606
"93","ENSG00000168461","hurdle",8.14898985237068e-151,-0.7667847,0.1108903,0.877675,0.599
"94","ENSG00000170345","hurdle",2.1119601888878e-249,-1.4203781,0.2897077,1.7100858,0.596
"9","ENSG00000070759","hurdle",2.37318468896225e-108,-0.65718124,0.02583657,0.68301781,0.584
"40","ENSG00000124126","hurdle",1.00574655237935e-87,-0.169536,0.4711904,0.6407264,0.583
"58","ENSG00000139132","hurdle",1.3676021786791e-91,0.3716508,1.0880642,0.7164134,0.582
"38","ENSG00000123094","hurdle",8.93270263654325e-95,-0.4263443,0.2870357,0.71338,0.582
"91","ENSG00000166033","hurdle",8.48929864147932e-90,-0.9419134,-0.2320146,0.7098988,0.575
"81","ENSG00000160307","hurdle",3.08453485902182e-106,-1.4296071,-0.6624786,0.7671285,0.575
"37","ENSG00000117115","hurdle",1.48588927885936e-89,-1.5399346,-0.8608823,0.6790523,0.565
"117","ENSG00000257585","hurdle",1.18312476800305e-83,0.09099233,1.4695024,1.37851007,0.559
"12","ENSG00000079308","hurdle",5.31811955444087e-73,-1.3982489,-0.8861246,0.5121243,0.559
"1","ENSG00000012171","hurdle",3.47780003296406e-74,-1.76161,-1.165481,0.596129,0.553
"2","ENSG00000012660","hurdle",1.26891635764687e-189,0.4960251,1.6400834,1.1440583,0.492
