"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Inhib","log2fold_change","Auc"
"66","ENSG00000144619","hurdle",0,3.59709,4.832264,1.235174,0.782
"32","ENSG00000114805","hurdle",0,0.5791648,2.3535868,1.774422,0.779
"94","ENSG00000164512","hurdle",0,-2.0818863,0.8370268,2.9189131,0.778
"87","ENSG00000157404","hurdle",0,-2.661609,2.441814,5.103423,0.776
"96","ENSG00000165061","hurdle",0,2.129614,3.89431,1.764696,0.774
"22","ENSG00000100077","hurdle",0,1.6783,3.08932,1.41102,0.774
"88","ENSG00000158089","hurdle",0,0.1052679,2.689472,2.5842041,0.773
"81","ENSG00000153820","hurdle",0,0.2951544,3.8285835,3.5334291,0.771
"110","ENSG00000177679","hurdle",0,1.733961,2.838247,1.104286,0.769
"106","ENSG00000172572","hurdle",0,-1.409242,2.584304,3.993546,0.767
"71","ENSG00000147724","hurdle",0,1.907077,3.096776,1.189699,0.767
"30","ENSG00000112530","hurdle",0,1.438542,2.764808,1.326266,0.766
"34","ENSG00000118276","hurdle",0,0.4654191,2.499223,2.0338039,0.765
"136","ENSG00000204764","hurdle",0,0.6910085,2.0062989,1.3152904,0.764
"108","ENSG00000175175","hurdle",0,1.873148,3.049819,1.176671,0.764
"48","ENSG00000134215","hurdle",0,-0.3389571,2.6331994,2.9721565,0.764
"118","ENSG00000182836","hurdle",0,-0.368614,1.907497,2.276111,0.762
"60","ENSG00000141404","hurdle",0,0.2328096,1.7415613,1.5087517,0.761
"119","ENSG00000183166","hurdle",0,1.404252,3.074433,1.670181,0.759
"17","ENSG00000078177","hurdle",0,-1.2932841,0.9438237,2.2371078,0.759
"16","ENSG00000077044","hurdle",0,-0.7913339,1.4645162,2.2558501,0.757
"113","ENSG00000180875","hurdle",0,-1.075105,1.545525,2.62063,0.753
"93","ENSG00000164116","hurdle",0,-0.04823008,2.29672441,2.34495449,0.751
"54","ENSG00000137766","hurdle",0,1.635034,3.7597,2.124666,0.75
"82","ENSG00000154240","hurdle",0,1.384637,3.413505,2.028868,0.749
"131","ENSG00000197381","hurdle",0,0.6621482,2.0476242,1.385476,0.744
"97","ENSG00000166147","hurdle",0,1.192649,2.583391,1.390742,0.742
"44","ENSG00000132170","hurdle",0,-0.8112785,1.3204778,2.1317563,0.741
"109","ENSG00000175352","hurdle",0,-1.0095051,0.9409067,1.9504118,0.739
"73","ENSG00000148143","hurdle",0,-0.008385468,1.50760754,1.515993008,0.739
"105","ENSG00000171951","hurdle",0,0.1004129,1.788241,1.6878281,0.737
"39","ENSG00000124191","hurdle",0,-0.5505798,1.1684149,1.7189947,0.736
"102","ENSG00000169330","hurdle",0,-2.564006,0.441744,3.00575,0.734
"40","ENSG00000124749","hurdle",0,-0.8862161,1.2338945,2.1201106,0.733
"36","ENSG00000120693","hurdle",0,-1.8306544,0.8382668,2.6689212,0.732
"2","ENSG00000007402","hurdle",0,-1.820962,0.3259844,2.1469464,0.731
"120","ENSG00000183570","hurdle",0,-0.4710464,3.0306122,3.5016586,0.729
"31","ENSG00000114374","hurdle",0,1.04132,2.234734,1.193414,0.728
"12","ENSG00000072315","hurdle",0,0.08127833,1.83041838,1.74914005,0.728
"53","ENSG00000136895","hurdle",0,1.85428,2.488392,0.634112,0.725
"146","ENSG00000253554","hurdle",0,1.10151,2.870548,1.769038,0.724
"45","ENSG00000132694","hurdle",0,1.198465,2.17603,0.977565,0.724
"67","ENSG00000145808","hurdle",0,0.7021115,2.3267096,1.6245981,0.722
"61","ENSG00000143061","hurdle",0,-1.3333385,0.8878599,2.2211984,0.722
"132","ENSG00000197584","hurdle",0,2.09656,3.341694,1.245134,0.719
"35","ENSG00000120049","hurdle",0,-1.5925807,0.4023401,1.9949208,0.716
"58","ENSG00000140743","hurdle",0,0.6981195,1.6978683,0.9997488,0.714
"125","ENSG00000187398","hurdle",0,1.395819,2.66372,1.267901,0.713
"43","ENSG00000129159","hurdle",0,0.4605295,1.6152211,1.1546916,0.712
"49","ENSG00000135299","hurdle",0,-0.06539243,1.18777198,1.25316441,0.711
"46","ENSG00000132849","hurdle",0,1.206601,2.060932,0.854331,0.711
"148","ENSG00000257815","hurdle",0,1.194067,2.20973,1.015663,0.708
"24","ENSG00000102900","hurdle",0,0.4897802,1.4490342,0.959254,0.707
"114","ENSG00000180998","hurdle",0,1.028223,1.90847,0.880247,0.706
"112","ENSG00000179152","hurdle",0,0.1664591,1.2648203,1.0983612,0.704
"99","ENSG00000168016","hurdle",0,0.3850751,1.2486176,0.8635425,0.703
"8","ENSG00000063015","hurdle",0,-1.1991087,0.7612187,1.9603274,0.703
"89","ENSG00000162437","hurdle",0,-0.316692,1.301616,1.618308,0.702
"70","ENSG00000146282","hurdle",0,-0.02919176,1.30304361,1.33223537,0.702
"55","ENSG00000137821","hurdle",0,0.8380544,1.7419511,0.9038967,0.701
"51","ENSG00000136040","hurdle",0,-0.05862216,1.16725449,1.22587665,0.699
"101","ENSG00000168843","hurdle",0,1.564396,2.82668,1.262284,0.698
"29","ENSG00000112394","hurdle",0,-0.166452,0.796847,0.963299,0.694
"140","ENSG00000227398","hurdle",0,0.9103369,1.6765353,0.7661984,0.693
"69","ENSG00000146243","hurdle",0,0.5053625,1.4920738,0.9867113,0.691
"11","ENSG00000070269","hurdle",0,0.3283737,1.5325604,1.2041867,0.69
"138","ENSG00000213047","hurdle",0,0.6385921,1.4841739,0.8455818,0.688
"100","ENSG00000168032","hurdle",0,-1.1778788,0.4641241,1.6420029,0.687
"14","ENSG00000075223","hurdle",0,-0.6987438,2.4109179,3.1096617,0.687
"85","ENSG00000156026","hurdle",0,0.5063923,1.4768863,0.970494,0.684
"47","ENSG00000134115","hurdle",0,0.2807025,1.2923321,1.0116296,0.684
"63","ENSG00000144366","hurdle",0,1.569075,3.163504,1.594429,0.682
"98","ENSG00000167619","hurdle",0,-1.55006765,-0.03180388,1.51826377,0.681
"13","ENSG00000074935","hurdle",0,-0.508862,0.6097087,1.1185707,0.679
"141","ENSG00000233006","hurdle",0,0.2610726,1.028187,0.7671144,0.676
"142","ENSG00000236404","hurdle",0,0.5527939,1.5985729,1.045779,0.675
"33","ENSG00000116704","hurdle",0,-0.7960734,0.5907043,1.3867777,0.673
"1","ENSG00000006283","hurdle",0,-1.1073457,0.2375313,1.344877,0.673
"126","ENSG00000188042","hurdle",0,-0.3246727,1.0141849,1.3388576,0.672
"27","ENSG00000109586","hurdle",0,0.6351164,1.458552,0.8234356,0.671
"59","ENSG00000140859","hurdle",0,-0.9088988,0.7002652,1.609164,0.67
"50","ENSG00000135336","hurdle",0,0.4955869,1.2250549,0.729468,0.67
"10","ENSG00000070182","hurdle",0,-0.6843676,0.4288254,1.113193,0.67
"147","ENSG00000256287","hurdle",0,-0.0133504,1.0291454,1.0424958,0.669
"72","ENSG00000148123","hurdle",0,-0.2748198,0.9497075,1.2245273,0.666
"56","ENSG00000138795","hurdle",0,-1.5536096,0.2709753,1.8245849,0.666
"111","ENSG00000178573","hurdle",0,-2.190884,0.05030508,2.24118908,0.663
"38","ENSG00000122584","hurdle",0,0.3198156,3.83988,3.5200644,0.662
"121","ENSG00000183654","hurdle",0,-0.1311022,0.7892484,0.9203506,0.66
"130","ENSG00000196693","hurdle",0,-0.6039874,0.3679035,0.9718909,0.659
"21","ENSG00000091136","hurdle",0,0.1025167,1.1782987,1.075782,0.659
"68","ENSG00000146006","hurdle",0,-0.6307621,0.5437237,1.1744858,0.658
"9","ENSG00000070081","hurdle",0,-0.162248,0.6562765,0.8185245,0.656
"23","ENSG00000102710","hurdle",0,-0.4127927,0.4883941,0.9011868,0.646
"91","ENSG00000163214","hurdle",0,-0.2004231,0.5362821,0.7367052,0.644
"41","ENSG00000125966","hurdle",0,-0.6297779,0.1685715,0.7983494,0.641
"18","ENSG00000086712","hurdle",0,-0.3493691,0.3719386,0.7213077,0.637
"37","ENSG00000121542","hurdle",0,-0.04422524,0.6591686,0.70339384,0.635
"7","ENSG00000029639","hurdle",0,-0.5587048,0.2395202,0.798225,0.626
"90","ENSG00000162769","hurdle",0,-0.73167673,0.03078613,0.76246286,0.623
"123","ENSG00000186017","hurdle",0,-0.7490972,0.01809732,0.76719452,0.618
"74","ENSG00000150361","hurdle",0,-0.8527608,0.7020292,1.55479,0.617
"129","ENSG00000196132","hurdle",0,-1.8093273,-0.7377262,1.0716011,0.614
"115","ENSG00000181035","hurdle",0,-0.74888348,-0.05504506,0.69383842,0.614
"144","ENSG00000244128","hurdle",8.35301864178361e-307,0.8271831,1.4936486,0.6664655,0.6
"103","ENSG00000169432","hurdle",0,-0.4470544,0.5121712,0.9592256,0.6
"78","ENSG00000152492","hurdle",3.8543251943259e-311,-0.53267108,0.004256489,0.536927569,0.597
"5","ENSG00000026297","hurdle",1.81075640020401e-299,-0.99099937,-0.04371356,0.94728581,0.588
"143","ENSG00000241684","hurdle",0,0.01942043,1.69726547,1.67784504,0.585
"15","ENSG00000075461","hurdle",0,-1.897424,-0.7731561,1.1242679,0.582
"28","ENSG00000110693","hurdle",0,0.3892561,2.6169073,2.2276512,0.578
"79","ENSG00000152527","hurdle",0,-1.249844,0.200687,1.450531,0.574
"20","ENSG00000089250","hurdle",0,-1.88986384,0.02105519,1.91091903,0.57
"57","ENSG00000140470","hurdle",0,-0.3545627,1.6623968,2.0169595,0.562
"19","ENSG00000087253","hurdle",1.08056968215652e-222,-1.788091,-1.10707,0.681021,0.561
"3","ENSG00000011465","hurdle",4.94620990404552e-310,-2.338555,-1.31708,1.021475,0.555
"26","ENSG00000106034","hurdle",1.28055023437705e-201,-2.190594,-1.204948,0.985646,0.545
"95","ENSG00000165025","hurdle",1.93518676778932e-213,-2.58942,-2.055844,0.533576,0.535
"62","ENSG00000143248","hurdle",4.03422526604826e-164,-1.08829363,-0.04990787,1.03838576,0.519
"135","ENSG00000203805","hurdle",5.11396153854353e-53,-2.102218,-1.494875,0.607343,0.518
"117","ENSG00000181234","hurdle",3.212991703955e-240,0.5369954,1.6405287,1.1035333,0.511
