"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.EndoMural","log2fold_change","Auc"
"128","ENSG00000110799","hurdle",0,-2.764058,1.547173,4.311231,0.76
"342","ENSG00000163513","hurdle",0,-2.6164482,0.6272323,3.2436805,0.758
"215","ENSG00000132530","hurdle",0,-2.7086344,0.7255637,3.4341981,0.758
"483","ENSG00000249669","hurdle",0,-3.12686,1.00624,4.1331,0.756
"480","ENSG00000241684","hurdle",0,0.4522096,1.8184342,1.3662246,0.755
"300","ENSG00000151702","hurdle",0,-2.55863,1.5248,4.08343,0.755
"263","ENSG00000142089","hurdle",0,-2.7996954,0.7412532,3.5409486,0.755
"368","ENSG00000167693","hurdle",0,-1.610918,1.446226,3.057144,0.75
"38","ENSG00000069122","hurdle",0,-1.683236,1.188664,2.8719,0.75
"147","ENSG00000113721","hurdle",0,-1.665172,1.522008,3.18718,0.747
"51","ENSG00000074181","hurdle",0,-2.9994155,0.8708894,3.8703049,0.747
"120","ENSG00000107719","hurdle",0,-1.7600921,0.8767293,2.6368214,0.745
"16","ENSG00000026025","hurdle",0,-2.6434244,0.5291404,3.1725648,0.745
"197","ENSG00000128849","hurdle",0,-2.222463,1.434148,3.656611,0.743
"37","ENSG00000067066","hurdle",0,-2.6326722,0.4436952,3.0763674,0.741
"13","ENSG00000018408","hurdle",0,-1.318213,1.59777,2.915983,0.741
"11","ENSG00000011465","hurdle",0,-2.4484981,0.6849529,3.133451,0.741
"445","ENSG00000196569","hurdle",0,1.752943,3.166108,1.413165,0.74
"338","ENSG00000163072","hurdle",0,-3.0528828,0.6572297,3.7101125,0.738
"394","ENSG00000173706","hurdle",0,-2.006872,1.144872,3.151744,0.736
"132","ENSG00000111181","hurdle",0,-2.9400884,0.7954387,3.7355271,0.733
"70","ENSG00000085563","hurdle",0,-0.3069915,3.0486401,3.3556316,0.733
"476","ENSG00000233237","hurdle",0,-0.7165165,1.3586967,2.0752132,0.732
"182","ENSG00000124942","hurdle",0,-2.3704346,0.3793346,2.7497692,0.731
"393","ENSG00000173638","hurdle",0,-1.973198,1.43909,3.412288,0.727
"239","ENSG00000137491","hurdle",0,-2.110472,1.079913,3.190385,0.727
"487","ENSG00000265972","hurdle",0,-2.400285,0.4781948,2.8784798,0.726
"392","ENSG00000173193","hurdle",0,-2.3902196,0.3956959,2.7859155,0.723
"359","ENSG00000165949","hurdle",0,-2.8091631,0.7223241,3.5314872,0.723
"478","ENSG00000234745","hurdle",0,-2.4591261,0.5165716,2.9756977,0.721
"146","ENSG00000113504","hurdle",0,-3.014368,0.5034207,3.5177887,0.721
"184","ENSG00000125148","hurdle",0,-1.739271,1.192766,2.932037,0.719
"23","ENSG00000047617","hurdle",0,-2.446614,1.190424,3.637038,0.719
"162","ENSG00000117394","hurdle",0,-2.2469778,0.8973437,3.1443215,0.717
"353","ENSG00000164741","hurdle",0,1.899121,3.988319,2.089198,0.715
"358","ENSG00000165895","hurdle",0,-1.301152,1.120162,2.421314,0.713
"421","ENSG00000183722","hurdle",6.69444869160009e-280,1.752904,2.887697,1.134793,0.712
"407","ENSG00000178878","hurdle",0,-2.078469,1.36624,3.444709,0.712
"320","ENSG00000157554","hurdle",0,-2.1961647,0.7962092,2.9923739,0.712
"285","ENSG00000148488","hurdle",0,-2.19288,1.083389,3.276269,0.71
"101","ENSG00000103257","hurdle",0,-0.8214613,2.0928742,2.9143355,0.709
"8","ENSG00000010379","hurdle",0,-2.4798783,0.6623101,3.1421884,0.709
"195","ENSG00000128567","hurdle",0,-1.7846936,0.9585093,2.7432029,0.708
"144","ENSG00000113140","hurdle",0,-1.939069,0.3783058,2.3173748,0.708
"22","ENSG00000046889","hurdle",5.59479048032465e-317,0.07726945,1.27521708,1.19794763,0.708
"388","ENSG00000172164","hurdle",0,-2.1765705,0.6228956,2.7994661,0.707
"196","ENSG00000128641","hurdle",0,-0.3406844,1.5361452,1.8768296,0.707
"156","ENSG00000116117","hurdle",0,-0.196591,1.069752,1.266343,0.706
"116","ENSG00000106991","hurdle",0,-2.911815,0.280926,3.192741,0.706
"247","ENSG00000138119","hurdle",0,-2.6872531,0.05878132,2.74603442,0.702
"3","ENSG00000003402","hurdle",0,-1.1187007,0.7587517,1.8774524,0.701
"437","ENSG00000187720","hurdle",0,-0.08445814,2.34616293,2.43062107,0.7
"401","ENSG00000176641","hurdle",0,-1.319737,1.252377,2.572114,0.7
"308","ENSG00000152977","hurdle",0,-1.923562,0.3710838,2.2946458,0.7
"282","ENSG00000148175","hurdle",0,-2.3803624,0.2609707,2.6413331,0.7
"328","ENSG00000160801","hurdle",0,-2.7787545,0.2344954,3.0132499,0.699
"346","ENSG00000164035","hurdle",0,-2.7321019,0.5128264,3.2449283,0.698
"294","ENSG00000150760","hurdle",1.89299457784014e-283,-0.02028493,1.24872287,1.2690078,0.698
"53","ENSG00000076067","hurdle",0,-1.6627303,0.5571396,2.2198699,0.698
"73","ENSG00000090376","hurdle",0,-2.6862265,0.5930551,3.2792816,0.697
"434","ENSG00000186994","hurdle",0,-3.0742104,-0.2596674,2.814543,0.694
"432","ENSG00000185633","hurdle",0,-2.767311,0.2396028,3.0069138,0.693
"370","ENSG00000168389","hurdle",0,-2.6992842,0.6555323,3.3548165,0.693
"198","ENSG00000129422","hurdle",1.58682725010815e-271,0.2815609,1.6962044,1.4146435,0.693
"471","ENSG00000213853","hurdle",0,-2.9820945,-0.1591551,2.8229394,0.692
"244","ENSG00000137959","hurdle",0,-3.0015421,0.1741252,3.1756673,0.692
"173","ENSG00000122786","hurdle",3.59086922756449e-309,0.803744,2.218905,1.415161,0.691
"83","ENSG00000099998","hurdle",0,-3.2045919,-0.2773921,2.9271998,0.691
"188","ENSG00000126785","hurdle",0,-1.5857333,0.6062962,2.1920295,0.69
"446","ENSG00000196660","hurdle",0,-2.0660643,0.6610417,2.727106,0.689
"58","ENSG00000078596","hurdle",0,-2.5162065,0.4564248,2.9726313,0.689
"414","ENSG00000181826","hurdle",0,-2.36851207,-0.07290972,2.29560235,0.688
"217","ENSG00000133106","hurdle",0,-2.7322785,0.1729391,2.9052176,0.688
"68","ENSG00000084453","hurdle",0,-1.115358,1.273281,2.388639,0.688
"395","ENSG00000173848","hurdle",0,-1.757574,0.7701699,2.5277439,0.687
"259","ENSG00000140836","hurdle",1.01317086458447e-210,1.09651,2.114504,1.017994,0.687
"185","ENSG00000125772","hurdle",0,0.1295578,2.4964326,2.3668748,0.687
"486","ENSG00000261371","hurdle",0,-2.3993033,0.2842253,2.6835286,0.686
"140","ENSG00000112769","hurdle",1.90076381974891e-307,-0.9936892,0.6673726,1.6610618,0.686
"373","ENSG00000168918","hurdle",0,-1.7018754,0.9073632,2.6092386,0.683
"225","ENSG00000135111","hurdle",0,-3.2761576,-0.1893429,3.0868147,0.683
"191","ENSG00000127528","hurdle",0,-2.95567191,0.09367363,3.04934554,0.683
"241","ENSG00000137693","hurdle",0,-2.18415886,-0.08421008,2.09994878,0.682
"376","ENSG00000169507","hurdle",2.8416520209999e-280,-0.09350275,1.54648594,1.63998869,0.681
"204","ENSG00000130158","hurdle",0,-1.994113,0.101799,2.095912,0.681
"186","ENSG00000125968","hurdle",0,-2.977482563,0.008469401,2.985951964,0.681
"332","ENSG00000162618","hurdle",0,-1.9825145,0.3601826,2.3426971,0.679
"287","ENSG00000148655","hurdle",1.38558023732892e-236,0.8491332,1.920197,1.0710638,0.679
"112","ENSG00000105894","hurdle",1.09134351844224e-309,0.03693904,1.62946066,1.59252162,0.679
"74","ENSG00000091409","hurdle",0,-1.8514024,0.7097017,2.5611041,0.679
"375","ENSG00000169504","hurdle",3.26005586314027e-311,-1.2639807,0.5268211,1.7908018,0.678
"86","ENSG00000100234","hurdle",2.67822694382893e-224,0.05771758,1.51172443,1.45400685,0.678
"45","ENSG00000072163","hurdle",0,-2.9768548,-0.2147322,2.7621226,0.678
"20","ENSG00000031081","hurdle",0,-1.6029047,0.4781948,2.0810995,0.678
"226","ENSG00000135363","hurdle",0,-2.63580688,-0.07713699,2.55866989,0.677
"462","ENSG00000204525","hurdle",0,-2.24068442,0.01774849,2.25843291,0.676
"433","ENSG00000185650","hurdle",0,-1.58310353,0.02104804,1.60415157,0.676
"159","ENSG00000116962","hurdle",0,-2.774748,-0.1121313,2.6626167,0.676
"274","ENSG00000145555","hurdle",0,-1.108236,1.209927,2.318163,0.675
"419","ENSG00000182963","hurdle",0,-2.0233065,0.2731984,2.2965049,0.674
"371","ENSG00000168497","hurdle",0,-3.18440041,-0.05960451,3.1247959,0.674
"288","ENSG00000148671","hurdle",0,-2.8825168,-0.1787052,2.7038116,0.674
"251","ENSG00000138741","hurdle",0,-1.359756,0.7536037,2.1133597,0.674
"36","ENSG00000066056","hurdle",0,-3.0920008,-0.1078004,2.9842004,0.674
"457","ENSG00000198771","hurdle",0,-1.7868926909,-0.0008697584,1.7860229325,0.673
"429","ENSG00000184384","hurdle",1.30042277978388e-190,0.8673103,1.7473022,0.8799919,0.67
"418","ENSG00000182871","hurdle",0,-1.953715,-0.100611,1.853104,0.67
"192","ENSG00000127920","hurdle",0,-3.1621069,-0.4017664,2.7603405,0.67
"277","ENSG00000146648","hurdle",1.35478311874759e-259,-0.495828,0.6940768,1.1899048,0.668
"272","ENSG00000144824","hurdle",3.75564383587099e-315,-0.3850049,0.4829883,0.8679932,0.668
"161","ENSG00000117318","hurdle",0,-2.9396805,-0.2936967,2.6459838,0.668
"59","ENSG00000079215","hurdle",3.90362629750322e-185,0.7325849,1.4811447,0.7485598,0.668
"416","ENSG00000182492","hurdle",0,-3.1086374,-0.4567003,2.6519371,0.667
"396","ENSG00000174059","hurdle",0,-3.202389,-0.254073,2.948316,0.667
"42","ENSG00000071205","hurdle",1.06208408321687e-205,0.1094261,1.331049,1.2216229,0.667
"238","ENSG00000137393","hurdle",0,-2.1900887,0.4133812,2.6034699,0.666
"293","ENSG00000150457","hurdle",0,-2.5750052,-0.2733446,2.3016606,0.665
"291","ENSG00000149564","hurdle",0,-2.88095,-0.4798328,2.4011172,0.665
"279","ENSG00000147065","hurdle",0,-2.4769165,-0.2000596,2.2768569,0.665
"413","ENSG00000181722","hurdle",4.89090875891491e-155,2.290991,2.89886,0.607869,0.664
"404","ENSG00000177469","hurdle",0,-2.9258825,-0.4585373,2.4673452,0.664
"258","ENSG00000140807","hurdle",0,-1.6613007,0.3141217,1.9754224,0.664
"317","ENSG00000157103","hurdle",2.04492837935593e-240,1.044199,2.424251,1.380052,0.663
"174","ENSG00000122862","hurdle",0,-2.696697661,0.001804748,2.698502409,0.663
"459","ENSG00000198959","hurdle",0,-3.1839173,-0.3412019,2.8427154,0.661
"24","ENSG00000047648","hurdle",2.33309210510775e-266,-1.0472703,0.5671058,1.6143761,0.661
"468","ENSG00000206503","hurdle",0,-2.0686259,-0.02516608,2.04345982,0.66
"448","ENSG00000197256","hurdle",0,-2.7858844,-0.4976649,2.2882195,0.66
"400","ENSG00000176105","hurdle",0,-2.1689023,0.1580301,2.3269324,0.66
"357","ENSG00000165810","hurdle",0,-1.5710519,0.1964775,1.7675294,0.66
"280","ENSG00000147113","hurdle",0,-2.85630118,-0.04711176,2.80918942,0.66
"92","ENSG00000101335","hurdle",0,-3.113229,-0.250886,2.862343,0.66
"249","ENSG00000138193","hurdle",1.90097001115957e-250,-1.0352931,0.5996908,1.6349839,0.659
"180","ENSG00000124570","hurdle",0,-1.23142,0.450074,1.681494,0.659
"88","ENSG00000100345","hurdle",6.40837066842379e-177,-0.1590179,0.9429375,1.1019554,0.659
"80","ENSG00000099260","hurdle",0,-2.43377811,-0.04711176,2.38666635,0.658
"12","ENSG00000017483","hurdle",0,-3.1611558,-0.4053053,2.7558505,0.657
"389","ENSG00000172270","hurdle",7.75473736746735e-298,0.2473372,1.7158842,1.468547,0.656
"130","ENSG00000111077","hurdle",0,-2.215905,-0.335283,1.880622,0.656
"458","ENSG00000198873","hurdle",2.44425901708824e-190,-0.3491897,0.9366614,1.2858511,0.655
"302","ENSG00000152207","hurdle",0,-3.247104,-0.2668921,2.9802119,0.654
"296","ENSG00000151012","hurdle",1.38190663600767e-261,-1.2836428,0.2951685,1.5788113,0.654
"348","ENSG00000164181","hurdle",0,-0.5037942,1.5606129,2.0644071,0.653
"439","ENSG00000188783","hurdle",0,-2.8369949,-0.5282053,2.3087896,0.652
"403","ENSG00000177425","hurdle",0,-1.8326343,-0.2717288,1.5609055,0.652
"364","ENSG00000167434","hurdle",7.36587649415339e-319,-1.8548586,0.2005575,2.0554161,0.651
"171","ENSG00000120690","hurdle",7.80415909885226e-230,-1.327386,0.2327888,1.5601748,0.651
"125","ENSG00000110090","hurdle",7.04208088602483e-252,-1.7584728,-0.2178403,1.5406325,0.65
"305","ENSG00000152558","hurdle",2.54794485522347e-316,-1.7333384,0.1711581,1.9044965,0.648
"216","ENSG00000132669","hurdle",1.22360597658627e-170,-0.1466098,1.1939362,1.340546,0.648
"209","ENSG00000131386","hurdle",0,-1.60549,0.4238892,2.0293792,0.648
"149","ENSG00000114315","hurdle",0,-2.4243328,0.2897073,2.7140401,0.648
"33","ENSG00000060138","hurdle",0,-2.6927406,-0.3591058,2.3336348,0.648
"379","ENSG00000170293","hurdle",1.5815703720959e-275,-1.443213,0.430356,1.873569,0.647
"208","ENSG00000131097","hurdle",0,-3.052001,-0.6646772,2.3873238,0.647
"246","ENSG00000137965","hurdle",0,-2.9014532,-0.5842604,2.3171928,0.646
"50","ENSG00000073849","hurdle",3.59221260773176e-180,0.5366118,2.0051243,1.4685125,0.646
"449","ENSG00000197321","hurdle",2.64120424467959e-159,-0.4493687,0.6627327,1.1121014,0.645
"206","ENSG00000130303","hurdle",0,-3.1399185,-0.6753189,2.4645996,0.645
"352","ENSG00000164692","hurdle",0,-3.2590114,-0.6968408,2.5621706,0.644
"34","ENSG00000065054","hurdle",0,-2.1232666,-0.1726615,1.9506051,0.643
"26","ENSG00000050555","hurdle",0,-2.7547015,-0.4835686,2.2711329,0.643
"489","ENSG00000276644","hurdle",1.16978133468315e-146,0.9467864,1.64323,0.6964436,0.642
"243","ENSG00000137834","hurdle",0,-3.06951797,-0.01364181,3.05587616,0.642
"431","ENSG00000185551","hurdle",8.54086765383145e-288,-0.85197784,-0.02857317,0.82340467,0.641
"303","ENSG00000152284","hurdle",3.54359532201353e-256,-1.8392752,-0.1143016,1.7249736,0.641
"406","ENSG00000178175","hurdle",0,-3.144141,-0.1696491,2.9744919,0.64
"152","ENSG00000115183","hurdle",1.37164513240223e-150,-0.3899758,0.7807199,1.1706957,0.64
"138","ENSG00000112562","hurdle",0,-2.7384722,-0.3193387,2.4191335,0.64
"87","ENSG00000100311","hurdle",0,-2.2064304,-0.1487369,2.0576935,0.64
"200","ENSG00000129595","hurdle",1.14943093327951e-160,-0.1743497,0.6903513,0.864701,0.639
"61","ENSG00000079335","hurdle",8.51468531031838e-245,-1.5879685,-0.1398665,1.448102,0.639
"314","ENSG00000154856","hurdle",3.20879466472804e-246,-1.9413125,-0.2232956,1.7180169,0.638
"264","ENSG00000142173","hurdle",0,-3.1324421,-0.9090241,2.223418,0.638
"168","ENSG00000120129","hurdle",6.00024009303332e-298,-1.6550104,0.4709745,2.1259849,0.638
"430","ENSG00000185201","hurdle",0,-3.1621069,-0.8072044,2.3549025,0.637
"309","ENSG00000153162","hurdle",4.46033836383965e-269,-1.8138269,0.3221689,2.1359958,0.637
"283","ENSG00000148400","hurdle",1.98072550963048e-310,-2.3748385,-0.5505626,1.8242759,0.637
"170","ENSG00000120278","hurdle",1.37008130231695e-222,-0.2240764,1.6194821,1.8435585,0.637
"438","ENSG00000188290","hurdle",6.53406805507048e-281,-1.4054849,0.1073976,1.5128825,0.636
"391","ENSG00000172889","hurdle",1.51419598330392e-186,-1.0685144,0.2902543,1.3587687,0.636
"383","ENSG00000171444","hurdle",8.96165356838201e-134,0.08655905,0.97527625,0.8887172,0.636
"113","ENSG00000105939","hurdle",9.96698625937251e-313,-2.4044997,-0.5253146,1.8791851,0.636
"65","ENSG00000082781","hurdle",2.78256115791903e-233,-1.9086189,-0.3746309,1.533988,0.636
"250","ENSG00000138496","hurdle",0,-2.8599621,-0.6806694,2.1792927,0.635
"94","ENSG00000101849","hurdle",8.17164186761999e-142,-0.5461209,0.4642029,1.0103238,0.635
"29","ENSG00000053747","hurdle",2.33165383112583e-281,-1.9009569,0.2626442,2.1636011,0.635
"378","ENSG00000169871","hurdle",0,-2.6787205,-0.7033605,1.97536,0.634
"360","ENSG00000166265","hurdle",0,-2.5157505,-0.1135778,2.4021727,0.634
"355","ENSG00000165757","hurdle",1.93308865222386e-136,-0.06156462,0.94641245,1.00797707,0.634
"339","ENSG00000163110","hurdle",4.92947530083191e-147,-0.3503411,0.5319186,0.8822597,0.634
"325","ENSG00000158710","hurdle",0,-3.0281759,-0.9178426,2.1103333,0.634
"181","ENSG00000124782","hurdle",3.78106683351683e-212,-1.7427348,-0.3060472,1.4366876,0.632
"142","ENSG00000112902","hurdle",5.12846586240347e-147,0.3339635,0.8528564,0.5188929,0.632
"210","ENSG00000131477","hurdle",0,-3.096085,-0.60853,2.487555,0.631
"374","ENSG00000169129","hurdle",2.35609408510816e-167,-1.4117638,-0.1157504,1.2960134,0.629
"145","ENSG00000113361","hurdle",3.37686071001496e-138,-0.1356791,0.8187565,0.9544356,0.629
"118","ENSG00000107317","hurdle",7.5823582031987e-106,0.5570395,1.4892676,0.9322281,0.629
"75","ENSG00000091436","hurdle",1.1639103289617e-143,-0.8524576,0.168185,1.0206426,0.629
"39","ENSG00000069431","hurdle",2.81912449838132e-222,-1.847667,-0.142079,1.705588,0.629
"351","ENSG00000164604","hurdle",0,-1.3715343,0.6289634,2.0004977,0.628
"337","ENSG00000162946","hurdle",3.4446065591871e-131,0.02581013,0.7717377,0.74592757,0.628
"382","ENSG00000171408","hurdle",5.17569440769278e-104,1.409363,2.260259,0.850896,0.627
"326","ENSG00000159388","hurdle",2.96381132351541e-259,-1.827815,0.3455182,2.1733332,0.627
"254","ENSG00000139514","hurdle",0,-0.4959779,1.4336529,1.9296308,0.627
"151","ENSG00000114698","hurdle",8.36454216816191e-242,-2.144846,-0.558421,1.586425,0.627
"456","ENSG00000198682","hurdle",2.21156885645644e-167,-0.98556315,0.08990795,1.0754711,0.626
"89","ENSG00000100906","hurdle",0,-1.980206,-0.1524491,1.8277569,0.626
"203","ENSG00000130147","hurdle",3.57094993631322e-263,-2.1460216,-0.2978018,1.8482198,0.625
"275","ENSG00000146122","hurdle",6.69154867309484e-128,-0.1741098,0.5832671,0.7573769,0.624
"190","ENSG00000127329","hurdle",3.32110697621482e-136,0.345889,1.588236,1.242347,0.622
"141","ENSG00000112837","hurdle",0,-3.274614,-0.809547,2.465067,0.622
"312","ENSG00000154330","hurdle",0,-2.6690544,-0.4285218,2.2405326,0.621
"295","ENSG00000150938","hurdle",2.60333778954114e-98,0.854243,1.892722,1.038479,0.62
"119","ENSG00000107562","hurdle",0,-2.9536118,-0.2524786,2.7011332,0.62
"1","ENSG00000002586","hurdle",1.54103621674986e-288,-2.71281,-1.00241,1.7104,0.62
"10","ENSG00000011028","hurdle",2.109972451638e-232,-2.3696103,-0.7816837,1.5879266,0.619
"201","ENSG00000129657","hurdle",9.28436572662964e-133,0.1508493,1.341644,1.1907947,0.618
"169","ENSG00000120156","hurdle",1.49257701480614e-199,-1.8799715,-0.2139563,1.6660152,0.618
"343","ENSG00000163565","hurdle",2.24858578514835e-231,-2.4342089,-0.8319936,1.6022153,0.617
"366","ENSG00000167601","hurdle",1.98877540516398e-265,-2.5864514,-0.7909118,1.7955396,0.616
"189","ENSG00000126878","hurdle",3.82622487212654e-251,-2.3967821,-0.6871162,1.7096659,0.616
"179","ENSG00000124440","hurdle",1.45128563018502e-176,-1.4771384,-0.2855214,1.191617,0.616
"408","ENSG00000179241","hurdle",8.63578955897629e-91,0.2450519,0.9660614,0.7210095,0.615
"133","ENSG00000111404","hurdle",2.86339940422921e-281,-2.2828666,-0.7566066,1.52626,0.613
"93","ENSG00000101384","hurdle",9.80612363272297e-140,-1.6032276,-0.3885726,1.214655,0.613
"377","ENSG00000169715","hurdle",1.88822902472484e-268,-2.5597267,-0.7725143,1.7872124,0.612
"229","ENSG00000135678","hurdle",1.70636278984949e-197,-1.731925375,0.009134177,1.741059552,0.612
"160","ENSG00000117298","hurdle",6.03352502003054e-90,-0.133258,0.4939532,0.6272112,0.612
"2","ENSG00000003400","hurdle",0,-3.116452,-1.069607,2.046845,0.611
"390","ENSG00000172340","hurdle",1.37831929935858e-124,-1.3936368,-0.2453256,1.1483112,0.61
"211","ENSG00000131724","hurdle",3.02930399744218e-283,-2.778755,-1.032193,1.746562,0.61
"193","ENSG00000127946","hurdle",2.91594666188028e-82,0.202454,0.8289584,0.6265044,0.61
"271","ENSG00000144579","hurdle",6.16468062986883e-284,-2.75094,-1.137142,1.613798,0.609
"386","ENSG00000172037","hurdle",0,-3.126164,-1.333849,1.792315,0.608
"6","ENSG00000007062","hurdle",5.90353772279921e-258,-2.581671,-0.599381,1.98229,0.608
"398","ENSG00000175029","hurdle",2.73029982415438e-71,0.4200181,1.0463021,0.626284,0.607
"299","ENSG00000151617","hurdle",2.54068332632882e-246,-2.4583956,-0.7055403,1.7528553,0.607
"248","ENSG00000138185","hurdle",1.02824366327805e-165,-1.9209433,-0.3694373,1.551506,0.607
"236","ENSG00000137076","hurdle",8.77837070370176e-167,-1.414382,-0.254073,1.160309,0.607
"48","ENSG00000073060","hurdle",1.87083524619445e-113,-0.1455218,0.8973437,1.0428655,0.607
"172","ENSG00000120896","hurdle",2.27845016057229e-207,-2.4068935,-0.9407693,1.4661242,0.606
"123","ENSG00000107738","hurdle",8.88383237118419e-284,-2.83396,-0.9824497,1.8515103,0.606
"56","ENSG00000077238","hurdle",1.37073603210781e-293,-2.887621,-1.065402,1.822219,0.606
"422","ENSG00000183853","hurdle",1.98406096044657e-161,-1.4523472,-0.4891906,0.9631566,0.605
"323","ENSG00000158195","hurdle",5.97405403610948e-91,-0.5250891,0.300066,0.8251551,0.605
"212","ENSG00000131981","hurdle",1.06613149021516e-310,-2.944173,-1.102261,1.841912,0.605
"106","ENSG00000104368","hurdle",5.44683431131504e-251,-2.4785447,-0.5090419,1.9695028,0.604
"43","ENSG00000071282","hurdle",2.35382264969474e-255,-2.6475813,-0.7475947,1.8999866,0.604
"19","ENSG00000028137","hurdle",2.7689695836146e-312,-2.887818,-1.232932,1.654886,0.604
"443","ENSG00000189221","hurdle",6.60016677483525e-166,-2.0463919,-0.5973557,1.4490362,0.603
"423","ENSG00000183943","hurdle",9.9424172656525e-178,-2.2858441,-0.8142437,1.4716004,0.603
"447","ENSG00000196924","hurdle",1.23841339122063e-179,-1.9383559,-0.5042906,1.4340653,0.602
"385","ENSG00000171729","hurdle",3.77443266787165e-206,-2.5432137,-0.9877455,1.5554682,0.602
"111","ENSG00000105854","hurdle",8.79857015241743e-114,-1.5374939,-0.4603767,1.0771172,0.602
"62","ENSG00000080200","hurdle",7.83082108266682e-96,-0.8742123,-0.1465142,0.7276981,0.602
"412","ENSG00000181381","hurdle",1.75164738376353e-188,-2.3586652,-0.7543483,1.6043169,0.6
"310","ENSG00000153179","hurdle",4.15573033389175e-114,-1.3855603,-0.2397865,1.1457738,0.6
"278","ENSG00000146966","hurdle",1.38793755386887e-91,-0.5606279,0.3757307,0.9363586,0.6
"126","ENSG00000110092","hurdle",1.22067378311589e-186,-2.4664509,-0.9837718,1.4826791,0.6
"98","ENSG00000102760","hurdle",1.83177726879218e-145,-1.7580233,-0.4079651,1.3500582,0.6
"477","ENSG00000233927","hurdle",2.68306770609629e-85,0.5236197,1.3329087,0.809289,0.599
"410","ENSG00000179604","hurdle",4.41927688367103e-154,-2.1286022,-0.9254444,1.2031578,0.599
"347","ENSG00000164111","hurdle",6.7040821537468e-110,-1.6711686,-0.6710528,1.0001158,0.599
"402","ENSG00000177409","hurdle",0,-3.093361,-1.285766,1.807595,0.598
"329","ENSG00000160888","hurdle",3.31369227811817e-253,-1.967575,-0.2855214,1.6820536,0.598
"333","ENSG00000162733","hurdle",1.36882048211802e-124,-1.724178,-0.755477,0.968701,0.597
"240","ENSG00000137628","hurdle",7.10022761682557e-222,-2.752193,-1.153416,1.598777,0.597
"41","ENSG00000069869","hurdle",8.64216511093392e-142,-2.0299112,-0.6689244,1.3609868,0.597
"7","ENSG00000010278","hurdle",1.06651993482844e-137,-2.150498,-0.962762,1.187736,0.597
"475","ENSG00000231607","hurdle",4.4596191518407e-58,1.059606,1.572356,0.51275,0.596
"369","ENSG00000168309","hurdle",8.8796061075693e-112,-1.5593351,-0.4186538,1.1406813,0.596
"335","ENSG00000162804","hurdle",1.68596163506491e-67,0.5956058,1.2006448,0.605039,0.596
"301","ENSG00000152104","hurdle",4.47449820585147e-75,-0.3596878,0.3622654,0.7219532,0.596
"164","ENSG00000118257","hurdle",1.9878182427981e-78,-0.562589,0.2173386,0.7799276,0.596
"268","ENSG00000143772","hurdle",5.06088591696651e-87,-1.02991122,0.05234559,1.08225681,0.594
"224","ENSG00000135048","hurdle",6.89394431923597e-73,0.01976777,0.93386326,0.91409549,0.594
"72","ENSG00000089159","hurdle",9.52666876790311e-212,-2.583104,-1.100826,1.482278,0.594
